N	3gram	Propp_Isto_7	Mirosoze
1	не может быть	3	17
2	вместе с тем	1	5
3	а не в	1	4
4	но и в	2	4
5	один из самых	1	4
6	это значит что	1	3
7	мы увидим что	2	3
8	и в конце	1	2
9	по отношению к	1	2
10	он не может	1	2
11	до сих пор	2	2
12	что он не	1	2
13	но он не	1	2
14	то время как	2	2
15	не только в	5	2
16	в иной мир	1	2
17	в то время	2	2
18	он не только	1	2
19	есть и в	1	1
20	на том что	1	1
21	это тем более	1	1
22	а иногда и	1	1
23	от него и	1	1
24	в ином мире	5	1
25	в самом деле	1	1
26	он мог бы	1	1
27	и он же	1	1
28	находятся в состоянии	1	1
29	в зависимости от	1	1
30	в иных случаях	1	1
31	и т п	1	1
32	никто не может	1	1
33	но это не	2	1
34	не знает что	1	1
35	и он мог	1	1
36	у него нет	1	1
37	и у других	1	1
38	того ни с	1	1
39	во всех этих	6	1
40	с того ни	1	1
41	она все же	1	1
42	оказалось роковым для	1	1
43	ни с сего	1	1
44	одним из самых	1	1
45	одна и та	1	1
46	что они не	1	1
47	но не может	1	1
48	принять участие в	1	1
49	с того что	3	1
50	что и в	2	1
51	и всякий раз	1	1
52	мы имеем в	4	1
53	о том что	5	1
54	ни с того	1	1
55	можно было бы	1	1
56	и та же	1	1
57	в них не	1	1
58	в том что	4	1
59	все это не	1	1
60	в этом все	1	1
61	она не может	1	1
