N	3gram	Vinokur_Vv_1	Myshleni
1	в том что	12	17
2	вместе с тем	3	10
3	заключается в том	3	7
4	для того чтобы	21	7
5	в отличие от	3	6
6	так же как	1	6
7	с самого начала	1	6
8	в собственном смысле	2	6
9	в зависимости от	1	5
10	можно было бы	3	5
11	с одной стороны	4	5
12	тот факт что	1	5
13	в связи с	2	5
14	как уже сказано	1	5
15	тем не менее	8	5
16	и того же	2	4
17	к образованию понятий	1	4
18	смысле этого слова	2	4
19	во всяком случае	3	4
20	собственном смысле этого	1	4
21	одного и того	2	4
22	о том что	12	3
23	состоит в том	2	3
24	в этом отношении	3	3
25	бы сказать что	1	3
26	по сравнению с	3	3
27	с другой стороны	5	3
28	то обстоятельство что	1	3
29	с тем что	3	3
30	как мы видели	2	3
31	в том виде	3	2
32	том виде как	1	2
33	только потому что	1	2
34	имеет дело с	2	2
35	этой точки зрения	1	2
36	теми или иными	1	2
37	и той же	2	2
38	по отношению к	4	2
39	в этом смысле	10	2
40	и в этом	3	2
41	только в том	2	2
42	заключает в себе	1	2
43	все же в	1	2
44	и то что	2	2
45	так как она	1	2
46	в известном смысле	3	2
47	не может быть	8	2
48	того или иного	1	2
49	собственном смысле слова	1	2
50	с этой точки	1	2
51	в свою очередь	1	2
52	само по себе	3	2
53	к выводу что	5	2
54	связь между отдельными	1	2
55	той или иной	1	2
56	как мы уже	1	2
57	одной и той	2	2
58	к овладению этим	1	1
59	но независимо от	1	1
60	в другом месте	2	1
61	том что в	1	1
62	том что с	1	1
63	гораздо большей мере	1	1
64	что иное как	4	1
65	и том же	1	1
66	или сообщением в	1	1
67	то положение что	1	1
68	показывает что в	1	1
69	в целом но	1	1
70	подобно тому как	1	1
71	так или иначе	4	1
72	уже в начале	1	1
73	во многих случаях	1	1
74	то же самое	2	1
75	влечет за собой	2	1
76	в этом случае	6	1
77	с точки зрения	2	1
78	принять во внимание	2	1
79	не менее не	1	1
80	до сих пор	5	1
81	хотя бы и	2	1
82	сам по себе	1	1
83	представление о том	1	1
84	и в чисто	1	1
85	бы то ни	1	1
86	так как если	1	1
87	из того что	1	1
88	обратить внимание на	2	1
89	в гораздо большей	1	1
90	том или ином	1	1
91	точно так же	2	1
92	одном и том	1	1
93	как если бы	1	1
94	ту или иную	1	1
95	сказать что в	1	1
96	понятия в чисто	1	1
97	в применении к	6	1
98	приходим к выводу	3	1
99	не что иное	4	1
100	в данном случае	4	1
101	не потому что	1	1
102	в том чтобы	5	1
103	и т.д в	1	1
104	не только в	4	1
105	то ни было	1	1
106	именно в этой	1	1
107	нельзя не признать	2	1
108	в значительной степени	1	1
109	и не могут	2	1
110	не могут быть	2	1
111	который мог бы	1	1
112	имеем дело с	1	1
113	потому что она	1	1
114	в том отношении	3	1
115	и как они	1	1
116	в своих исследованиях	1	1
117	и в том	3	1
118	разница только в	1	1
119	есть не что	2	1
120	понятно что и	1	1
121	значение только в	1	1
122	между ними в	1	1
123	связи с этим	1	1
124	и что следовательно	1	1
125	и в самом	3	1
126	что обе эти	1	1
127	же в них	1	1
128	представляет собой нечто	1	1
129	но в силу	1	1
130	этнической психологии и	1	1
131	и не потому	1	1
132	в самом его	1	1
133	по этому поводу	2	1
134	к тому что	1	1
135	связи между словами	1	1
136	сама по себе	3	1
137	если бы оно	1	1
138	отношении его к	1	1
139	с полным основанием	1	1
140	если принять во	1	1
141	и в результате	1	1
142	отрицать того что	1	1
143	таким образом по	2	1
144	в конце концов	2	1
145	не мог не	1	1
146	в тех областях	1	1
