N	3gram	Bakhtin_Pr_5	Psycholo
1	в том что	2	17
2	для того чтобы	1	13
3	в самом деле	1	11
4	с точки зрения	2	10
5	не может быть	3	8
6	то же самое	1	6
7	на самом деле	9	5
8	до сих пор	1	5
9	в этом отношении	1	5
10	сам по себе	2	4
11	можно было бы	2	4
12	в данном случае	1	4
13	тем не менее	1	4
14	о том что	1	4
15	и в самом	3	4
16	том что он	1	3
17	в конце концов	3	3
18	в то время	1	3
19	в отношении к	7	3
20	что и в	1	3
21	то есть как	1	2
22	подобно тому как	2	2
23	в том и	1	2
24	он не может	3	2
25	и не может	2	2
26	что он не	1	2
27	как и в	1	2
28	что все это	2	2
29	и то что	1	2
30	то время как	1	2
31	каждый из них	1	2
32	все более и	1	2
33	бы то ни	3	2
34	во всяком случае	4	2
35	и в том	1	2
36	то же время	10	2
37	прямо говорит что	1	2
38	в свою очередь	1	2
39	с другой стороны	3	2
40	в то же	10	2
41	заключает в себе	1	2
42	более и более	1	2
43	к тому что	1	2
44	то все же	2	1
45	и того же	1	1
46	а между тем	3	1
47	в каждом романе	1	1
48	те же явления	1	1
49	в чем же	1	1
50	потому что в	1	1
51	то есть не	1	1
52	хотел показать что	1	1
53	в этом смысле	3	1
54	какого бы то	1	1
55	никак не может	1	1
56	того или другого	1	1
57	о том как	1	1
58	в этом случае	1	1
59	что же касается	1	1
60	так что он	2	1
61	не кажется ли	2	1
62	в отличие от	2	1
63	по себе и	2	1
64	и та же	2	1
65	сознания то есть	1	1
66	все действующие лица	1	1
67	и в других	1	1
68	за то что	1	1
69	как и всегда	1	1
70	по крайней мере	1	1
71	как если бы	1	1
72	вместе с тем	1	1
73	и в этих	1	1
74	из которого мы	1	1
75	одно и то	3	1
76	то что хотел	1	1
77	что он так	1	1
78	то ни было	3	1
79	к другому и	2	1
80	в прямо противоположном	1	1
81	и что он	2	1
82	на другом материале	1	1
83	и все его	1	1
84	в глаза так	1	1
85	и то же	3	1
86	и в целом	1	1
87	только с другой	1	1
88	как будто бы	1	1
89	все больше и	1	1
90	было бы так	1	1
91	благодаря тому что	1	1
92	и ничего не	1	1
93	что он сам	2	1
94	и что только	1	1
95	в своих произведениях	1	1
96	и со всеми	1	1
97	одна и та	2	1
98	к той же	1	1
99	все это было	2	1
100	в свое время	1	1
101	все было напрасно	1	1
102	мы могли бы	1	1
103	прикован к своему	1	1
104	друг с другом	4	1
105	они и в	1	1
106	мы не найдем	1	1
107	к нему и	4	1
108	с самого начала	8	1
109	не только не	1	1
110	и что все	2	1
111	именно потому что	2	1
112	можно сказать что	1	1
113	который не может	1	1
114	одного и того	1	1
115	может и не	1	1
116	друг от друга	1	1
117	не может найти	1	1
118	на всем протяжении	1	1
119	по себе но	1	1
120	больше и больше	1	1
121	то что они	1	1
122	деле и в	1	1
123	в высшей степени	3	1
124	мы увидим что	2	1
125	но все было	1	1
