N	2gram	Tiupa_Lite_2	Problemy
1	и в	19	43
2	и не	11	29
3	может быть	17	23
4	как бы	2	22
5	не может	9	18
6	в пределах	1	16
7	как и	10	14
8	но и	10	14
9	и т	2	13
10	в этом	9	13
11	точки зрения	4	13
12	что он	3	13
13	в нем	3	12
14	в одном	2	12
15	слова в	1	12
16	слова и	7	12
17	не только	8	11
18	в каждом	2	11
19	не в	4	11
20	и на	6	10
21	но в	2	10
22	как мы	1	10
23	в его	4	10
24	прежде всего	4	10
25	в сущности	3	9
26	еще не	2	9
27	он не	5	9
28	никогда не	3	9
29	т п	2	9
30	то же	12	8
31	слово не	2	8
32	для него	4	8
33	с точки	3	8
34	и его	3	8
35	в самом	1	7
36	в то	9	7
37	и сам	2	7
38	в другом	3	7
39	в него	2	7
40	а не	20	7
41	о себе	3	7
42	что же	1	7
43	то что	7	7
44	и наконец	2	6
45	при этом	6	6
46	в этих	1	6
47	что я	2	6
48	здесь не	1	6
49	приводит к	1	6
50	на свой	1	6
51	в том	10	6
52	что ж	1	6
53	у него	2	6
54	и все	1	6
55	самом деле	1	5
56	и он	3	5
57	установки на	1	5
58	но не	5	5
59	по отношению	4	5
60	в себе	6	5
61	все эти	1	5
62	на то	1	5
63	таким образом	1	5
64	и с	3	5
65	было бы	2	5
66	рядом с	1	5
67	в слове	1	5
68	самим собою	1	5
69	о том	2	5
70	никак не	1	5
71	и что	2	5
72	же время	9	5
73	так что	4	5
74	вовсе не	2	5
75	бы в	1	5
76	а в	3	5
77	на фоне	5	5
78	героя и	1	5
79	отношению к	3	5
80	и до	2	4
81	мы не	4	4
82	я не	5	4
83	во всех	3	4
84	себе и	3	4
85	отличие от	1	4
86	стоит он	1	4
87	в своем	1	4
88	человека в	4	4
89	в них	2	4
90	далеко не	1	4
91	между собою	1	4
92	в своей	1	4
93	в отличие	1	4
94	но он	1	4
95	их в	1	4
96	среди них	1	4
97	к тому	1	4
98	в словах	1	4
99	так как	3	4
100	как раз	2	4
101	с другой	8	4
102	до конца	2	4
103	более того	1	4
104	то есть	5	4
105	не могут	1	4
106	и нет	2	4
107	но это	3	4
108	это он	1	4
109	в результате	2	4
110	что в	4	4
111	себя как	2	3
112	должна быть	1	3
113	обойтись без	1	3
114	той же	2	3
115	в единстве	1	3
116	так я	1	3
117	в виду	2	3
118	он был	1	3
119	по чужому	1	3
120	он сам	1	3
121	художественном творчестве	1	3
122	за пределы	1	3
123	стороны и	1	3
124	в художественном	2	3
125	когда он	1	3
126	и к	2	3
127	еще один	1	3
128	только на	1	3
129	это не	1	3
130	в жизни	2	3
131	а за	2	3
132	такой же	3	3
