N	3gram	Bakhtin_Fr_7	Psycholo
1	в том что	3	17
2	с точки зрения	3	10
3	то же самое	1	6
4	на самом деле	1	5
5	в этом отношении	2	5
6	сам по себе	1	4
7	можно было бы	2	4
8	в данном случае	1	4
9	о том что	1	4
10	и в самом	1	4
11	с тем что	1	3
12	в конце концов	4	3
13	таким образом и	2	3
14	имеет дело с	1	2
15	в том и	1	2
16	как и в	2	2
17	таким образом все	1	2
18	на этот вопрос	1	2
19	что все это	1	2
20	начала и до	2	2
21	во всяком случае	1	2
22	и в том	1	2
23	таким образом в	1	2
24	то же время	9	2
25	в свою очередь	3	2
26	в то же	9	2
27	мы видим что	1	2
28	то же что	1	2
29	и может быть	1	1
30	не в состоянии	1	1
31	что иное как	1	1
32	и до наших	1	1
33	жизнь и судьба	2	1
34	какие из них	1	1
35	все дело в	1	1
36	в чем же	1	1
37	было написано и	1	1
38	имеем в виду	2	1
39	с собой когда	1	1
40	в этом смысле	1	1
41	свидетельствует о том	1	1
42	новые и новые	2	1
43	о том как	2	1
44	и целый ряд	1	1
45	имеет в виду	1	1
46	всю человеческую жизнь	1	1
47	по себе и	1	1
48	но и в	1	1
49	точки зрения их	1	1
50	мы находим в	1	1
51	но он не	1	1
52	за то что	3	1
53	как и всегда	1	1
54	по аналогии с	1	1
55	то что было	1	1
56	же что и	2	1
57	потому что он	1	1
58	все эти вещи	1	1
59	он говорит что	1	1
60	и все его	1	1
61	и в чем	1	1
62	целый ряд других	1	1
63	узнал об этом	1	1
64	и в историческом	1	1
65	в связи с	1	1
66	и ничем не	1	1
67	тем что в	1	1
68	в свое время	2	1
69	до наших дней	1	1
70	в достаточной степени	1	1
71	более или менее	2	1
72	есть не что	1	1
73	уже и в	1	1
74	то обстоятельство что	1	1
75	дело не с	1	1
76	мы имеем в	2	1
77	ничего общего с	1	1
78	к нему и	1	1
79	и тем самым	1	1
80	с самого начала	1	1
81	нужно сказать что	1	1
82	выходит за пределы	1	1
83	именно потому что	1	1
84	друг от друга	1	1
85	в другом случае	1	1
86	после того как	4	1
87	по этому поводу	1	1
88	не что иное	1	1
89	в первом случае	1	1
90	не имеет ничего	1	1
91	материала и формы	1	1
92	один из самых	1	1
93	мы увидим что	1	1
94	других авторов в	1	1
