N	2gram	Tiupa_Narr_1	KulturaY
1	и т	1	39
2	потому что	5	25
3	и в	11	23
4	не только	31	20
5	в том	8	19
6	в этом	12	18
7	и не	23	16
8	так как	1	15
9	может быть	15	15
10	т д	1	14
11	точки зрения	5	14
12	если бы	7	12
13	у нас	3	12
14	в самом	6	12
15	но в	7	11
16	том что	7	11
17	того чтобы	4	11
18	в области	2	11
19	по себе	4	10
20	а не	13	10
21	что в	3	10
22	самом деле	3	9
23	в сущности	2	9
24	хотя бы	2	9
25	то что	9	9
26	для того	3	9
27	не может	8	9
28	только потому	1	8
29	с точки	1	8
30	не в	6	8
31	в качестве	14	8
32	уже не	8	8
33	прежде всего	4	8
34	с другой	2	8
35	что это	1	7
36	все же	4	7
37	в нашем	3	7
38	в силу	1	7
39	и с	3	7
40	не менее	3	7
41	но и	27	7
42	с помощью	1	7
43	другой стороны	2	7
44	то же	8	6
45	и на	5	6
46	но не	4	6
47	в этой	6	6
48	слово это	2	6
49	да и	2	6
50	это не	3	6
51	тем не	3	6
52	по крайней	1	6
53	между тем	3	6
54	крайней мере	1	6
55	вопроса о	1	6
56	слова в	4	6
57	что не	2	6
58	что мы	2	6
59	в речи	4	6
60	и то	3	5
61	также и	3	5
62	мы имеем	3	5
63	зависимости от	2	5
64	еще не	4	5
65	целый ряд	1	5
66	и вот	2	5
67	об этом	6	5
68	лишь в	3	5
69	и тем	4	5
70	и здесь	1	5
71	ясно что	1	5
72	приводит к	1	5
73	в его	6	5
74	один из	6	5
75	тот же	1	5
76	что он	3	5
77	только в	12	5
78	должен быть	1	5
79	всяком случае	2	5
80	само по	1	5
81	там где	1	5
82	вместе с	2	5
83	как это	3	5
84	слова и	1	5
85	все это	1	5
86	таким образом	1	5
87	речи и	1	5
88	во всяком	2	5
89	в зависимости	2	4
90	что я	1	4
91	в данном	11	4
92	со стороны	8	4
93	отнюдь не	2	4
94	перед нами	5	4
95	хотя и	4	4
96	на то	2	4
97	в нем	4	4
98	так и	5	4
99	но все	1	4
100	своего рода	10	4
101	можно ли	1	4
102	в то	4	4
103	не имеет	2	4
104	ничего не	2	4
105	что на	4	4
106	к тому	6	4
107	и о	3	4
108	в пределах	2	4
109	или в	6	4
110	могут быть	1	4
111	можно сказать	5	4
112	для нас	1	4
113	русского языка	1	4
114	в конце	2	4
115	в особенности	2	4
116	не было	3	4
117	в связи	2	4
118	как бы	6	4
119	в результате	2	4
120	сказать что	2	4
121	была бы	1	4
122	к этому	1	4
123	так же	1	4
124	в сфере	2	3
125	того же	1	3
126	это и	1	3
127	что слово	1	3
128	в первый	1	3
129	как не	1	3
130	меньшей степени	2	3
131	а только	1	3
132	не все	1	3
133	как в	4	3
134	с этим	1	3
135	всего лишь	3	3
136	так в	4	3
137	то и	1	3
138	главным образом	1	3
139	он не	3	3
140	и по	1	3
141	что она	1	3
142	этого не	2	3
143	нисколько не	1	3
144	казалось бы	2	3
145	слова как	1	3
146	же время	4	3
147	и его	10	3
148	связи с	2	3
149	отличается от	1	3
150	как мы	2	3
151	в виду	1	3
152	в ней	4	3
153	здесь не	2	3
154	а в	13	3
155	для этого	1	3
156	сводится к	3	3
157	никак не	2	3
158	а также	6	3
159	что и	1	3
160	в форме	2	3
161	того что	4	3
162	большей или	2	3
163	уже в	1	3
164	же в	2	3
165	до конца	2	3
166	у него	7	3
167	как раз	6	3
168	тем что	1	3
169	указание на	1	3
170	именно в	3	3
171	или меньшей	1	3
172	в соответствии	5	3
173	а главное	1	3
174	различие между	1	3
175	на фоне	1	3
176	из которых	1	3
177	слов в	2	3
178	но для	3	3
179	в большей	1	3
180	зрения в	1	3
181	этом отношении	3	3
182	но это	1	3
183	не знает	1	3
184	совершенно не	1	3
185	к этой	1	3
186	точно так	1	3
187	речь идет	3	2
188	же как	1	2
189	чтобы не	1	2
190	и потому	1	2
191	на самом	1	2
192	тех же	1	2
193	и есть	1	2
194	тем же	2	2
195	характерное для	1	2
196	и до	1	2
197	в году	2	2
198	той же	1	2
199	что между	1	2
