N	3gram	Potebnia_M_4	FransuaR
1	то же время	3	10
2	в то же	3	10
3	до сих пор	4	8
4	в большинстве случаев	2	6
5	в том что	7	6
6	как и в	1	4
7	в настоящее время	1	3
8	в том числе	1	3
9	не подлежит сомнению	1	3
10	той же книге	1	3
11	в той же	1	3
12	в связи с	1	3
13	до настоящего времени	1	3
14	мы видели что	1	3
15	и до сих	2	2
16	с точки зрения	3	2
17	том числе и	1	2
18	и др в	1	2
19	что все это	1	2
20	в данном случае	2	2
21	с одной стороны	1	2
22	дело в том	1	2
23	в то время	1	2
24	что в том	1	2
25	о том что	5	2
26	не только не	3	2
27	можно сказать что	4	2
28	с другой стороны	1	2
29	для того чтобы	4	2
30	не может быть	5	2
31	значение то есть	2	1
32	таким образом что	2	1
33	что это не	1	1
34	того как эта	1	1
35	можем судить о	1	1
36	лишь один из	1	1
37	а следовательно и	1	1
38	сказать что в	1	1
39	исчезает и та	1	1
40	потому что в	3	1
41	бы ни был	1	1
42	по отношению к	8	1
43	и по-видимому не	1	1
44	как один из	1	1
45	на самом деле	3	1
46	еще не было	1	1
47	в таких например	1	1
48	подобно тому как	2	1
49	то время когда	1	1
50	же самое нужно	2	1
51	во время своего	1	1
52	играет большую роль	1	1
53	и в той	1	1
54	до известной степени	2	1
55	вместе с тем	3	1
56	слове и в	1	1
57	язык не был	1	1
58	никогда не были	1	1
59	самое нужно сказать	1	1
60	но и в	1	1
61	что все эти	1	1
62	в этом отношении	1	1
63	нужно сказать и	1	1
64	влияние на другие	1	1
65	но и эта	1	1
66	может быть и	1	1
67	главным образом в	1	1
68	и то что	4	1
69	другу и к	1	1
70	о том как	1	1
71	если же мы	1	1
72	в ту же	1	1
73	если бы мы	1	1
74	если бы в	1	1
75	но при этом	1	1
76	к языку и	1	1
77	и в отношении	1	1
78	и в этом	4	1
79	и вместе с	1	1
80	как и сама	1	1
81	их в своем	1	1
82	не в том	2	1
83	один из моментов	1	1
84	кроме того в	1	1
85	друг к другу	1	1
86	такое же значение	1	1
87	в свое время	1	1
88	мы можем судить	2	1
89	к другу и	1	1
90	таким образом в	1	1
91	мы не можем	3	1
92	и как бы	2	1
93	той или другой	1	1
94	то есть все	1	1
95	все это совершенно	1	1
96	никогда не может	1	1
97	сказать и о	1	1
98	с самого начала	1	1
99	и в самом	1	1
100	вопрос о том	2	1
101	никогда еще не	1	1
102	заключается в том	1	1
103	речь идет о	1	1
104	отвечая на вопрос	1	1
105	как бы ни	1	1
106	в своей памяти	1	1
107	мы уже не	1	1
108	после того как	2	1
109	конечно не в	1	1
110	оно и не	1	1
111	но если бы	1	1
112	то же самое	4	1
113	и в слове	1	1
114	судить о том	1	1
