N	2gram	Voloshinov_1	Myslijsy
1	то что	3	29
2	может быть	17	26
3	таким образом	9	24
4	в этом	9	23
5	в том	3	23
6	и в	16	23
7	и проч	9	18
8	и не	4	18
9	что в	3	17
10	при этом	6	15
11	только в	4	15
12	то же	2	14
13	как и	2	14
14	так как	4	14
15	для нас	2	14
16	если бы	1	13
17	а не	1	12
18	том что	3	12
19	что я	1	11
20	но и	4	11
21	не может	8	11
22	не только	7	10
23	для меня	2	10
24	мы можем	9	10
25	что мы	2	10
26	и потому	3	10
27	не есть	2	9
28	мы не	2	8
29	но в	4	8
30	было бы	2	8
31	тогда когда	1	8
32	о том	2	8
33	другими словами	2	8
34	сказать что	7	8
35	с этим	2	7
36	что это	2	7
37	в нем	4	7
38	что такое	5	7
39	мысли и	4	7
40	и что	1	7
41	что и	2	7
42	вовсе не	1	7
43	с тем	1	7
44	могут быть	3	7
45	что если	1	6
46	и к	6	6
47	так и	4	6
48	что не	2	6
49	заметить что	1	6
50	для того	1	6
51	вместе с	3	6
52	и то	1	5
53	говорить о	2	5
54	хотя и	1	5
55	как бы	5	5
56	и мы	2	5
57	по крайней	3	5
58	не менее	2	5
59	с ним	2	5
60	не имеет	1	5
61	внимание на	1	5
62	находится в	2	5
63	к нему	1	5
64	крайней мере	3	5
65	есть в	2	5
66	не можем	2	5
67	уже в	1	5
68	в его	4	5
69	для него	6	5
70	представлением и	1	5
71	что же	1	5
72	все это	4	5
73	а в	3	5
74	во всяком	3	5
75	если б	3	4
76	и о	2	4
77	предположить что	1	4
78	для человека	1	4
79	и с	8	4
80	его в	4	4
81	с другими	3	4
82	мы имеем	1	4
83	между собою	2	4
84	точки зрения	8	4
85	когда человек	1	4
86	сих пор	3	4
87	это последнее	2	4
88	того чтобы	1	4
89	в сознании	1	4
90	в каком	2	4
91	же самое	1	4
92	и может	4	4
93	быть может	2	4
94	на вопрос	1	4
95	и та	1	4
96	можно сказать	4	4
97	что он	2	4
98	хотя бы	4	4
99	то и	1	4
100	в одном	3	4
101	от того	1	4
102	только на	3	4
103	до сих	3	4
104	так же	2	4
105	в данном	1	4
106	и все	4	4
107	между ними	3	4
108	только как	3	4
109	есть то	1	4
110	по поводу	1	4
111	человека и	1	3
112	самом деле	6	3
113	на самом	4	3
114	и есть	3	3
115	что эти	1	3
116	мы уже	2	3
117	той же	1	3
118	и значение	3	3
119	что между	1	3
120	из сказанного	2	3
121	еще не	5	3
122	и на	4	3
123	заметим что	1	3
124	в самом	2	3
125	все эти	5	3
126	на его	1	3
127	нашего времени	2	3
128	и по	2	3
129	не будет	2	3
130	лишь в	1	3
131	в них	2	3
132	не всегда	1	3
133	с точки	6	3
134	но это	2	3
135	их в	3	3
136	ее не	1	3
137	что есть	1	3
138	в науке	2	3
139	связанная с	1	3
140	только не	1	3
141	никогда не	2	3
142	в разных	1	3
143	связи с	1	3
144	должны быть	1	3
145	к тому	1	3
146	те же	3	3
147	ту же	2	3
148	из одного	1	3
149	в виду	1	3
150	и только	9	3
151	с ними	4	3
152	и так	2	3
153	с нею	2	3
154	уже не	1	3
155	и других	2	3
156	и их	4	3
157	всяком случае	3	3
158	даже и	1	3
159	со стороны	1	3
160	нельзя сказать	1	3
161	нет ничего	1	3
162	и таким	2	3
163	в смысле	1	3
164	известной степени	1	3
165	в этих	3	3
166	только что	1	3
167	нам кажется	2	2
168	явления и	1	2
169	как мы	4	2
170	что иное	1	2
171	оно есть	1	2
172	я не	1	2
173	но даже	1	2
174	мы и	1	2
175	же что	1	2
176	в ней	1	2
177	и говорить	2	2
178	иное как	1	2
179	столь же	1	2
180	значение и	1	2
181	к ним	2	2
182	же с	1	2
183	несколько слов	1	2
184	что по	1	2
185	его к	1	2
186	в нашем	1	2
187	из этих	2	2
188	во многих	1	2
189	что она	1	2
190	не следует	1	2
191	он не	2	2
192	отношений между	1	2
193	под давлением	1	2
194	из него	1	2
195	подобно тому	1	2
196	человека в	1	2
197	рано или	1	2
198	в мире	1	2
199	то нам	1	2
200	образ не	1	2
201	это было	1	2
202	за собою	1	2
203	человек не	1	2
204	одна и	1	2
205	как наука	1	2
206	уже здесь	1	2
207	что до	1	2
