N	3gram	Propp_Isto_7	Problema
1	по отношению к	1	19
2	и т п	1	13
3	не может быть	3	11
4	с точки зрения	1	6
5	в большинстве случаев	1	5
6	не входит в	1	4
7	в данном случае	3	4
8	с другой стороны	8	4
9	в самом деле	1	3
10	в иных случаях	1	3
11	бы то ни	1	3
12	можно было бы	1	3
13	с одной стороны	4	3
14	как мы увидим	1	3
15	в том что	4	3
16	тем не менее	4	3
17	там где оно	1	2
18	то же самое	1	2
19	но и в	2	2
20	только там где	1	2
21	то ни было	1	2
22	другой же стороны	1	2
23	не только в	5	2
24	так и в	2	2
25	и должны быть	1	2
26	не может и	1	2
27	как в других	1	2
28	с другой же	1	2
29	и может быть	1	1
30	хотя и не	1	1
31	же значение имеет	1	1
32	уже выше в	3	1
33	а не с	1	1
34	выше в главе	1	1
35	здесь прежде всего	1	1
36	о том как	1	1
37	в нем и	1	1
38	не нуждается ни	1	1
39	но далеко не	1	1
40	до сих пор	2	1
41	видит в них	1	1
42	во всех видах	1	1
43	и в других	2	1
44	в таких случаях	1	1
45	и в современной	1	1
46	а иногда и	1	1
47	на которую претендует	1	1
48	и не в	1	1
49	еще не вполне	1	1
50	может быть понят	2	1
51	конечно не в	1	1
52	и в иных	1	1
53	показать что и	1	1
54	то время как	2	1
55	входит в наши	1	1
56	не в его	1	1
57	к нему здесь	1	1
58	таким образом и	1	1
59	самом деле и	1	1
60	она никогда не	1	1
61	в некоторых случаях	1	1
62	имеем дело с	1	1
63	в связи с	1	1
64	в наши задачи	1	1
65	нуждается ни в	1	1
66	что и здесь	3	1
67	а в том	2	1
68	в связи со	1	1
69	то что в	3	1
70	в то время	2	1
71	и т д	16	1
72	вопрос о том	1	1
73	и что не	1	1
74	оно может быть	1	1
75	от всех других	2	1
76	в один момент	1	1
77	как мы уже	1	1
78	всем искусствам и	1	1
79	к тому что	1	1
80	мы можем назвать	1	1
81	правда это не	1	1
82	дело конечно не	1	1
83	она не может	1	1
84	как и в	2	1
85	на этот вопрос	2	1
