N	2gram	Tiupa_Hudo_2	Vladivir
1	и в	28	30
2	в этом	13	20
3	то что	6	20
4	у него	5	19
5	и не	18	18
6	в том	15	18
7	и с	6	14
8	же с	1	13
9	что он	8	13
10	в конце	1	13
11	не только	11	12
12	том что	19	12
13	что в	5	12
14	как мы	2	11
15	в его	11	11
16	а в	6	11
17	сказать что	2	11
18	а также	2	10
19	не было	6	10
20	в с	1	10
21	и даже	1	10
22	все же	2	9
23	было бы	3	9
24	не в	13	9
25	в то	6	9
26	не может	4	9
27	для него	5	9
28	потому что	2	9
29	в своем	5	8
30	но в	2	8
31	что же	2	8
32	не мог	1	8
33	но и	9	8
34	вместе с	2	8
35	до конца	1	7
36	то есть	1	7
37	точки зрения	2	7
38	никогда не	5	7
39	не менее	5	7
40	может быть	8	7
41	а не	14	7
42	как это	7	7
43	для нас	3	7
44	и все	7	7
45	также и	1	6
46	он был	1	6
47	хотя и	1	6
48	и к	2	6
49	в себе	9	6
50	об этом	7	6
51	в москве	1	6
52	тем не	4	6
53	и его	5	6
54	то время	1	6
55	его жизни	5	6
56	только в	4	6
57	а именно	1	6
58	еще и	2	6
59	прежде всего	3	6
60	о чем	8	6
61	к этому	1	6
62	жизни и	6	6
63	и то	2	5
64	то в	4	5
65	все эти	1	5
66	при этом	11	5
67	как и	11	5
68	в своей	6	5
69	в котором	6	5
70	по себе	1	5
71	так как	1	5
72	к концу	1	5
73	для себя	6	5
74	в дальнейшем	1	5
75	так и	8	5
76	с ним	7	5
77	и что	1	5
78	того что	1	5
79	он уже	2	5
80	так что	1	5
81	в течение	1	5
82	как бы	5	5
83	о его	2	5
84	все это	3	5
85	из этого	1	5
86	то же	6	4
87	с в	1	4
88	той же	2	4
89	я не	7	4
90	и он	3	4
91	в ней	3	4
92	и на	3	4
93	мы читаем	2	4
94	с его	5	4
95	отношение к	2	4
96	в которой	1	4
97	что это	5	4
98	в этой	5	4
99	в нем	3	4
100	он не	4	4
101	содержит в	1	4
102	его в	2	4
103	это было	2	4
104	несмотря на	3	4
105	мы знаем	2	4
106	мы с	3	4
107	в этих	3	4
108	можно судить	1	4
109	и о	4	4
110	здесь не	2	4
111	м м	1	4
112	можно сказать	6	4
113	по разным	1	4
114	судить по	1	4
115	о том	12	4
116	вовсе не	2	4
117	для меня	1	4
118	со стороны	3	4
119	именно в	2	4
120	так же	3	4
121	в это	3	4
122	с этой	1	4
123	но это	1	4
124	в начале	1	4
125	н я	2	4
126	него в	1	4
127	по поводу	3	4
128	это время	1	4
129	отношения к	1	3
130	едва ли	3	3
131	что можно	1	3
132	во всех	1	3
133	но не	4	3
134	не то	1	3
135	как в	5	3
136	так или	1	3
137	из этих	2	3
138	поскольку в	1	3
139	те же	2	3
140	только одно	1	3
141	в них	3	3
142	в следующем	1	3
143	с точки	2	3
144	не столько	2	3
145	что я	2	3
146	но он	1	3
147	не могли	1	3
148	том же	1	3
149	же время	4	3
150	учения о	1	3
151	к ней	2	3
152	в области	1	3
153	он и	1	3
154	когда мы	1	3
155	и это	3	3
156	вот и	5	3
157	никак не	1	3
158	что и	4	3
159	уже не	10	3
160	я в	1	3
161	уже в	1	3
162	в виде	2	3
163	здесь мы	1	3
164	или иначе	1	3
165	дело в	1	3
166	наконец в	1	3
167	нет ничего	2	3
168	в данном	2	3
169	да и	5	3
170	по существу	1	3
171	своей жизни	4	3
172	и для	2	3
173	еще более	1	3
174	хотя бы	2	3
175	л н	1	3
176	в таком	1	3
177	точно так	1	3
178	это в	1	3
179	я и	6	2
180	но тем	2	2
181	перед смертью	2	2
182	приходит к	2	2
183	мы уже	3	2
184	г в	1	2
185	что если	1	2
186	который был	2	2
187	время как	1	2
188	ему в	2	2
189	но то	1	2
190	в будущем	1	2
191	а другие	1	2
192	только тогда	1	2
193	а он	1	2
194	в общем	1	2
195	себе и	1	2
