N	2gram	Medvedev_U_1	Problema
1	то есть	1	46
2	в его	2	43
3	и не	8	42
4	и в	14	38
5	эстетический объект	1	37
6	эстетического объекта	6	37
7	не может	7	27
8	может быть	6	26
9	в художественном	5	20
10	отнюдь не	1	19
11	и с	2	17
12	в этом	7	15
13	в нем	1	15
14	только в	2	13
15	прежде всего	8	13
16	независимо от	1	13
17	но не	2	12
18	за пределы	1	12
19	в эстетический	1	12
20	художественного творчества	5	12
21	в искусстве	6	12
22	художественного произведения	2	11
23	в области	3	11
24	материальной эстетики	2	11
25	и для	2	11
26	не входит	1	10
27	таким образом	2	10
28	в их	4	10
29	художественном творчестве	2	10
30	не только	10	9
31	художественной формы	2	9
32	но и	4	9
33	входит в	1	8
34	было бы	3	8
35	произведения как	1	8
36	в том	2	8
37	и др	1	8
38	художественное произведение	5	8
39	то что	7	8
40	в самом	2	7
41	как и	3	7
42	не в	2	7
43	содержание в	1	7
44	художественное творчество	1	7
45	с другой	4	7
46	между тем	2	7
47	объекта и	1	7
48	в своей	3	7
49	что в	1	7
50	самом деле	2	6
51	в пределах	1	6
52	не есть	2	6
53	ничего не	2	6
54	содержания и	1	6
55	мы можем	1	6
56	все же	3	6
57	только как	1	6
58	художественном произведении	2	5
59	в своем	1	5
60	объекта в	1	5
61	то же	5	5
62	это не	3	5
63	далеко не	1	5
64	так и	1	5
65	произведения в	1	5
66	никогда не	1	5
67	и прежде	1	5
68	конечно не	4	5
69	а не	10	5
70	могут быть	2	5
71	должно быть	1	5
72	формы и	2	5
73	все они	2	5
74	должна быть	2	4
75	содержания в	1	4
76	в виду	1	4
77	в ней	1	4
78	но конечно	2	4
79	конечном счете	4	4
80	относится к	1	4
81	но в	3	4
82	в себе	2	4
83	перестает быть	5	4
84	произведение как	1	4
85	в данном	1	4
86	в то	3	4
87	для поэзии	2	4
88	данном случае	1	4
89	в произведении	1	4
90	о том	1	4
91	в конечном	4	4
92	и только	5	4
93	и потому	1	4
94	хотя бы	5	4
95	сказать что	1	4
