N	2gram	Trubetskoy_1	Myshleni
1	то что	7	26
2	в этом	15	25
3	что он	4	25
4	потому что	7	21
5	таким образом	22	19
6	точки зрения	13	18
7	в том	11	18
8	не может	4	18
9	и развитие	1	17
10	того чтобы	5	17
11	не только	10	16
12	и в	26	16
13	того что	3	16
14	так как	9	16
15	что в	9	16
16	том что	7	15
17	так же	5	15
18	для того	5	14
19	в сущности	1	13
20	между собой	1	13
21	в процессе	2	13
22	сказать что	2	13
23	по отношению	1	12
24	в области	9	12
25	и что	4	12
26	и не	8	12
27	отношению к	3	12
28	отношение к	5	11
29	в его	5	11
30	но не	8	10
31	в силу	5	10
32	было бы	1	10
33	только в	4	10
34	а не	5	10
35	с помощью	1	10
36	с точки	6	9
37	в отношении	6	9
38	может быть	10	9
39	то же	4	8
40	должно быть	1	8
41	как и	1	8
42	если бы	3	8
43	о том	6	8
44	он не	4	8
45	мы должны	6	8
46	же как	3	7
47	того же	6	7
48	и есть	1	7
49	представляет собой	3	7
50	в нем	4	7
51	по себе	1	7
52	приводит к	2	7
53	так и	6	7
54	с другом	5	7
55	друг с	5	7
56	и на	2	6
57	могли бы	1	6
58	но в	7	6
59	в этой	4	6
60	связанные с	7	6
61	состоит в	2	6
62	но если	2	6
63	не в	2	6
64	что оно	4	6
65	что все	4	6
66	и следовательно	1	6
67	этот вопрос	1	6
68	мы можем	2	6
69	у него	1	6
70	но и	9	6
71	в той	1	6
72	к тому	6	6
73	в сфере	1	5
74	в такой	1	5
75	мере в	1	5
76	мы и	1	5
77	что они	1	5
78	как в	1	5
79	в своем	3	5
80	в которой	3	5
81	он должен	1	5
82	на все	2	5
83	с ним	1	5
84	что с	1	5
85	самого начала	2	5
86	в то	4	5
87	тогда когда	2	5
88	того как	1	5
89	никогда не	5	5
90	ничего не	1	5
91	этом отношении	2	5
92	с самого	3	5
93	по сравнению	2	5
94	можно сказать	3	5
95	заключается в	1	5
96	обе эти	1	5
97	тот же	2	5
98	хотя бы	3	5
99	для него	3	5
100	тем что	1	5
101	сравнению с	2	5
102	как бы	12	5
103	не является	1	5
104	только что	2	5
105	как известно	1	4
106	той же	1	4
107	время как	1	4
108	к началу	1	4
109	в самом	4	4
110	все эти	6	4
111	с их	1	4
112	при этом	3	4
113	и по	4	4
114	это не	1	4
115	такой же	1	4
116	не имеет	5	4
117	казалось бы	1	4
118	могут быть	1	4
119	же самое	2	4
120	не есть	1	4
121	еще не	2	4
122	и т.д	6	4
123	не означает	1	4
124	в качестве	3	4
125	так что	3	4
126	к мысли	1	4
127	и их	1	4
128	то время	1	4
129	не могут	2	4
130	с другой	8	4
131	именно в	2	4
132	к которому	2	4
133	на этот	4	4
134	зависит от	1	4
135	что мы	2	4
136	вместе с	15	4
137	это есть	1	4
138	с этой	3	4
139	мы видим	1	4
140	в результате	3	4
141	бы в	1	4
142	тем более	1	4
143	как показывает	1	4
144	в свою	2	4
145	по одному	1	4
146	этой точки	2	4
147	самом деле	1	3
148	это и	1	3
149	в первом	1	3
150	целому ряду	1	3
151	мы не	1	3
152	по своему	2	3
153	он может	1	3
154	если в	3	3
155	оно является	2	3
156	с этим	1	3
157	все же	6	3
158	и как	3	3
159	то в	1	3
160	он в	2	3
161	и тот	1	3
162	как с	1	3
163	на этом	1	3
164	с тем	18	3
165	мы видели	2	3
166	и того	1	3
167	в этих	4	3
168	таким же	1	3
169	в их	1	3
170	сих пор	5	3
171	и более	1	3
172	из которых	4	3
173	не менее	3	3
174	в смысле	4	3
175	только не	2	3
176	больше чем	2	3
177	как она	1	3
178	по своей	2	3
179	и является	2	3
180	и его	1	3
181	связи с	9	3
182	ничего общего	2	3
183	свою очередь	1	3
184	речь есть	1	3
185	в себя	1	3
186	и с	10	3
187	до сих	5	3
188	в чем	1	3
189	к нему	7	3
190	а потому	1	3
191	что и	6	3
192	одной из	5	3
193	между тем	2	3
194	с одной	7	3
195	мы знаем	1	3
196	в одном	3	3
197	а в	4	3
198	перейти к	1	3
199	еще и	1	3
200	один и	1	3
201	прежде всего	2	3
202	при усвоении	1	3
203	требует от	2	3
204	к жизни	5	3
205	чем в	1	3
206	по существу	2	3
207	но это	1	3
208	одного и	1	3
209	одной стороны	7	3
210	к его	2	3
211	как на	8	3
212	к этой	1	3
213	к этому	3	3
214	значение в	1	3
215	они не	1	3
216	отношения к	1	2
217	не должны	2	2
218	одним из	2	2
219	такое же	1	2
220	что эти	3	2
221	всегда на	2	2
222	их и	1	2
223	есть не	1	2
224	совпадает с	1	2
225	в ней	1	2
226	быть в	1	2
227	во всех	2	2
228	в хвосте	1	2
229	отличие от	1	2
230	связи и	1	2
231	общего с	2	2
232	когда он	3	2
233	и к	5	2
234	в этот	1	2
235	связанного с	1	2
236	учение о	4	2
237	тому же	5	2
238	если он	1	2
239	на его	1	2
240	что она	1	2
241	к одному	1	2
242	в корне	1	2
243	которые только	1	2
244	но все	7	2
245	те же	2	2
246	не совпадает	1	2
247	в жизни	1	2
248	в них	2	2
249	к которым	2	2
250	оно имеет	1	2
251	понятия и	1	2
252	в своей	1	2
253	в котором	4	2
254	иначе как	1	2
255	в отличие	1	2
256	должны были	1	2
257	все это	6	2
258	их в	1	2
259	с развитием	1	2
260	но они	1	2
261	этими двумя	2	2
262	учения о	1	2
263	видим что	1	2
264	ничто не	1	2
265	и здесь	2	2
266	в момент	1	2
267	лежит в	1	2
268	должны быть	1	2
269	и другим	1	2
270	указывает на	1	2
271	этот путь	2	2
272	в виду	2	2
273	но при	2	2
274	совершенно ясно	1	2
275	этот период	2	2
276	на нее	3	2
277	не с	2	2
278	это мы	1	2
279	том как	1	2
280	по мере	1	2
281	именно потому	1	2
282	и из	2	2
283	образом в	5	2
284	его в	1	2
285	тем или	1	2
286	и требует	1	2
287	вслед за	2	2
288	происходит в	1	2
289	сделать это	1	2
290	к их	1	2
291	со всеми	2	2
292	только на	1	2
293	же в	1	2
294	но с	3	2
295	из них	7	2
296	никто не	1	2
297	к ним	3	2
