N	2gram	Propp_Isto_3	Tvorches
1	и в	22	21
2	как бы	1	17
3	в то	2	15
4	то же	6	13
5	времени в	1	13
6	в его	3	13
7	как и	3	12
8	что в	15	12
9	том что	8	11
10	все это	1	10
11	как в	2	8
12	он не	5	8
13	то что	7	8
14	и на	4	7
15	но в	10	7
16	не только	14	7
17	при этом	2	7
18	у него	3	7
19	и не	12	7
20	в том	9	7
21	в свою	4	7
22	в этом	17	6
23	человека в	1	6
24	в котором	2	6
25	не менее	5	6
26	и его	4	6
27	он сам	1	6
28	о том	3	6
29	и все	3	6
30	что он	9	6
31	а в	6	6
32	отнюдь не	1	5
33	все же	5	5
34	в этой	5	5
35	таким образом	10	5
36	вовсе не	2	5
37	в русской	3	5
38	потому что	3	5
39	как будто	2	5
40	только в	4	5
41	может быть	11	5
42	а не	6	5
43	но это	3	5
44	это уже	1	5
45	хотя бы	1	5
46	человека и	1	4
47	не имеют	2	4
48	из всех	1	4
49	в своем	2	4
50	и как	3	4
51	в целом	3	4
52	это не	6	4
53	в своей	1	4
54	своего рода	1	4
55	в мире	1	4
56	одной из	1	4
57	прежде всего	3	4
58	на эту	1	4
59	не может	4	4
60	и от	3	4
61	в основном	1	4
62	один из	5	4
63	одним из	4	4
64	ту же	2	3
65	и т	16	3
66	на самом	2	3
67	это и	1	3
68	той же	2	3
69	я не	3	3
70	со всеми	1	3
71	хотя и	2	3
72	представляет собой	3	3
73	в нем	9	3
74	на его	3	3
75	времени он	1	3
76	и по	1	3
77	и с	4	3
78	соответствии с	1	3
79	далеко не	3	3
80	представление о	3	3
81	даже в	2	3
82	самого начала	1	3
83	героев и	1	3
84	никогда не	3	3
85	вот почему	2	3
86	он видит	3	3
87	приходит к	1	3
88	с ее	1	3
89	и другие	4	3
90	с самого	1	3
91	в дальнейшем	4	3
92	с ним	1	3
93	там же	2	3
94	того что	5	3
95	который в	1	3
96	уже не	7	3
97	уже в	1	3
98	в виде	2	3
99	говорит о	1	3
100	так как	7	3
101	в соответствии	1	3
102	связан с	2	3
103	и даже	2	3
104	с другой	7	3
105	но и	12	3
106	что человек	1	3
107	но не	7	3
108	в книге	1	3
109	не существует	1	3
110	но если	1	3
111	жизни и	2	3
112	ее в	3	3
113	это в	1	3
114	так же	3	3
115	в нашей	1	2
116	самом деле	1	2
117	действительности и	1	2
118	а как	1	2
119	есть не	1	2
120	но она	2	2
121	и он	2	2
122	героя и	1	2
123	в ней	2	2
124	это означало	1	2
125	в чем	3	2
126	не то	1	2
127	в одной	3	2
128	что как	1	2
129	что она	5	2
130	тем не	5	2
131	здесь мы	5	2
132	не будет	1	2
133	а затем	3	2
134	известно что	2	2
135	и тем	1	2
136	в данном	4	2
137	ведет к	1	2
138	такой же	2	2
139	в один	1	2
140	в этих	11	2
141	этой связи	1	2
142	не в	4	2
143	но он	4	2
144	однако в	1	2
145	одна из	2	2
146	с особым	1	2
147	к ней	4	2
148	нет ни	1	2
149	могут быть	5	2
150	к тому	3	2
151	где он	1	2
152	в жизни	2	2
153	данном случае	3	2
154	в себя	1	2
155	на том	3	2
156	так и	2	2
157	свое лицо	2	2
158	живет в	5	2
159	об этом	1	2
160	во второй	1	2
161	можно сказать	2	2
162	и та	1	2
163	одного из	2	2
164	что его	1	2
165	что и	9	2
166	перед тем	1	2
167	герой в	2	2
168	тот же	1	2
169	страх перед	1	2
170	больше чем	1	2
171	в качестве	2	2
172	так что	5	2
173	и у	3	2
174	при помощи	3	2
175	из них	7	2
176	не означает	1	2
177	мы находим	1	2
178	только на	2	2
179	что не	2	2
180	человека как	1	2
181	в частности	5	2
182	вместе с	9	2
183	согласии с	1	2
184	в него	2	2
185	к жизни	2	2
186	еще более	2	2
187	перед нами	1	2
188	на эти	1	2
189	не мог	2	2
190	для этой	1	2
191	или в	11	2
192	отсюда же	1	2
193	на смену	4	2
194	не знает	1	2
195	сказать что	3	2
196	что ты	4	2
197	к этому	7	2
198	точно так	2	2
199	в русских	3	1
200	же как	2	1
201	и через	1	1
202	связана с	3	1
203	придал ей	1	1
204	говорилось выше	2	1
205	но тем	2	1
206	живет на	1	1
207	и есть	2	1
208	не признает	1	1
209	очень много	2	1
210	этого мира	1	1
211	и до	1	1
212	от которых	2	1
213	и этот	1	1
214	также и	1	1
215	мы уже	6	1
216	их и	3	1
217	мы имеем	19	1
218	этот мотив	5	1
219	что никто	1	1
220	рассматривается как	1	1
221	происходило в	1	1
222	время как	2	1
223	что иное	3	1
224	принадлежит к	1	1
225	нет ли	1	1
226	то это	2	1
227	не совсем	3	1
228	частный случай	2	1
229	с большим	5	1
230	одно из	1	1
231	еще не	10	1
232	по этому	1	1
233	между собой	1	1
234	но за	1	1
235	иное как	3	1
236	столь же	1	1
237	как один	1	1
238	тем как	1	1
239	как правило	2	1
240	внутри этой	2	1
241	действия и	1	1
242	по отношению	2	1
243	тогда как	1	1
244	некоторые черты	1	1
245	что так	1	1
246	от такого	1	1
247	и узнают	1	1
248	отношений эти	1	1
249	к сожалению	1	1
250	из возможных	1	1
251	выясняется что	1	1
252	как говорит	1	1
253	приходит на	2	1
254	с этим	8	1
255	для создания	1	1
256	это был	1	1
257	кроме того	1	1
258	глава iv	1	1
259	целый ряд	3	1
260	что по	2	1
261	к этой	1	1
262	его к	1	1
263	и к	3	1
264	в песок	1	1
265	он на	2	1
266	в этот	2	1
267	при таком	1	1
268	со своей	1	1
269	что это	1	1
270	он в	1	1
271	все эти	4	1
272	жизни так	1	1
273	однако совершенно	1	1
274	так в	6	1
275	говорят о	1	1
276	имеем в	4	1
277	тому же	2	1
278	и те	1	1
279	если он	2	1
280	человек не	1	1
281	больше всего	1	1
282	чем обычно	1	1
283	герой живет	1	1
284	да и	2	1
285	т д	15	1
286	перестает быть	1	1
287	явление но	1	1
288	всех этих	2	1
289	в первую	1	1
290	что еще	2	1
291	и вот	2	1
292	на этом	4	1
293	в большой	4	1
294	в нее	2	1
295	встречаются и	1	1
296	же не	2	1
297	его не	3	1
298	на ту	1	1
299	на все	2	1
300	на этой	1	1
301	к превращению	1	1
302	в несколько	1	1
303	его в	3	1
304	заключается в	1	1
305	и положение	1	1
306	дома и	3	1
307	было бы	3	1
308	роль в	2	1
309	приходит в	3	1
310	желудка и	1	1
311	ни в	2	1
312	для них	3	1
313	люди не	1	1
314	в них	6	1
315	героя или	1	1
316	все равно	3	1
317	показывает что	5	1
318	этого персонажа	1	1
319	с этой	1	1
320	с тем	2	1
321	всю жизнь	2	1
322	сложен и	1	1
323	и уже	2	1
324	он и	3	1
325	нигде не	1	1
326	друга в	1	1
327	чем в	1	1
328	и было	2	1
329	можно только	3	1
330	свою собственную	1	1
331	что такое	1	1
332	и ее	3	1
333	на месте	2	1
334	как указывает	6	1
335	однако этот	1	1
336	бы что	1	1
337	не самый	1	1
338	живут в	1	1
339	образом и	2	1
340	оба они	1	1
341	было написано	1	1
342	дети на	1	1
343	и более	2	1
344	на взморье	1	1
345	что этот	1	1
346	на всю	1	1
347	по себе	1	1
348	и потом	2	1
349	ему как	2	1
350	мотива в	2	1
351	а от	1	1
352	вплоть до	1	1
353	в таких	1	1
354	дома на	1	1
355	меня не	1	1
356	считает что	1	1
357	не имеет	2	1
358	а ты	3	1
359	ее с	1	1
360	у кого	1	1
361	в плане	1	1
362	и придал	1	1
363	это еще	2	1
364	для всего	1	1
365	а кто	1	1
366	это мы	1	1
367	казалось бы	1	1
368	не вполне	6	1
369	на себя	2	1
370	стало ясно	1	1
371	дочери и	2	1
372	в русском	2	1
373	как она	1	1
374	уже говорили	1	1
375	четыре дня	1	1
376	до того	1	1
377	только с	1	1
378	все с	1	1
379	ли это	2	1
380	у нас	4	1
381	начиная с	1	1
382	к себе	1	1
383	но все	2	1
384	в других	4	1
385	здесь они	2	1
386	что на	4	1
387	указывает на	1	1
388	не есть	1	1
389	за свою	1	1
390	если же	1	1
391	она не	4	1
392	время они	2	1
393	и это	2	1
394	и о	2	1
395	но по	3	1
396	свою очередь	1	1
397	меня в	1	1
398	в ее	1	1
399	к нам	1	1
400	другой стороны	7	1
401	грязью и	1	1
402	только не	2	1
403	смерти в	3	1
404	так на	2	1
405	и говорит	9	1
406	только то	1	1
407	что у	3	1
408	в образе	1	1
409	это вовсе	1	1
410	дворец и	1	1
411	и тесные	1	1
412	часто в	1	1
413	на голову	5	1
414	сам не	1	1
415	которая в	1	1
416	по мере	1	1
417	означает что	1	1
418	в глубине	1	1
419	на свадьбе	7	1
420	в таком	1	1
