N	2gram	Nazirov_Vr_1	FransuaR
1	и в	8	40
2	и его	3	17
3	прежде всего	1	16
4	в этом	8	15
5	в романе	6	15
6	не только	9	13
7	в его	3	13
8	и не	5	13
9	что в	7	12
10	как и	6	11
11	но и	7	11
12	таким образом	2	10
13	и т.п	2	10
14	он не	3	9
15	в них	2	9
16	может быть	4	9
17	и все	7	9
18	той же	1	8
19	отношение к	2	8
20	и с	6	8
21	во время	2	8
22	в том	3	8
23	у него	5	8
24	но в	6	8
25	смеха и	1	7
26	то же	5	7
27	ту эпоху	1	7
28	в своем	3	7
29	он и	1	7
30	в виду	4	7
31	в ту	1	7
32	в одном	1	7
33	в духе	1	7
34	во всех	1	6
35	в самом	1	6
36	в этих	1	6
37	в то	5	6
38	же время	5	6
39	связи с	3	6
40	до конца	1	6
41	в той	2	6
42	в своей	2	6
43	к этому	3	6
44	в году	18	5
45	в нем	6	5
46	в особенности	1	5
47	в литературе	1	5
48	для него	2	5
49	то что	7	5
50	не было	5	5
51	в связи	3	5
52	как раз	2	5
53	в своих	4	5
54	также и	1	4
55	жизни и	1	4
56	из всех	1	4
57	в ней	4	4
58	в истории	4	4
59	в мире	2	4
60	было бы	1	4
61	том что	3	4
62	в эту	2	4
63	в их	1	4
64	о том	4	4
65	вы не	1	4
66	и о	3	4
67	так в	2	4
68	роль в	1	4
69	мировой литературе	1	4
70	а также	2	4
71	и во	3	4
72	один из	1	4
73	из них	2	4
74	в париже	3	4
75	и даже	6	4
76	до сих	1	4
77	сих пор	1	4
78	в основном	1	4
79	все это	4	4
80	в мировой	1	4
81	еще более	1	4
82	и есть	1	3
83	поэтому он	1	3
84	он был	3	3
85	с его	3	3
86	в этой	2	3
87	и как	3	3
88	и наконец	1	3
89	в себе	2	3
90	но ведь	1	3
91	в свет	1	3
92	при этом	4	3
93	всех этих	1	3
94	об этом	5	3
95	их в	2	3
96	вплоть до	1	3
97	одна из	2	3
98	во всем	1	3
99	о нем	6	3
100	начиная с	2	3
101	правда не	1	3
102	в ее	1	3
103	еще в	1	3
104	между тем	5	3
105	во всей	1	3
106	в свете	1	3
107	еще не	2	3
108	так и	1	3
109	в начале	6	3
110	мы находим	1	3
111	в конце	3	3
112	тем что	3	3
113	связан с	1	3
114	во франции	1	3
115	в частности	1	3
116	не может	2	3
117	вместе с	2	3
118	ко всем	1	3
119	как в	1	3
120	во все	1	3
121	как бы	4	3
122	хотя он	1	3
123	и от	1	3
124	но это	2	3
125	а в	2	3
126	к этой	1	3
127	они не	1	3
128	как известно	1	2
129	одним из	3	2
130	того же	1	2
131	это и	1	2
132	по преимуществу	1	2
133	и этот	1	2
134	и был	1	2
135	на них	1	2
136	не был	1	2
137	за него	1	2
138	но не	1	2
139	тут же	1	2
140	что он	4	2
141	все же	6	2
142	в этот	3	2
143	в целом	1	2
144	выражение в	1	2
145	раз в	3	2
146	как он	1	2
147	в первой	1	2
148	в плане	1	2
149	всем чертям	1	2
150	эпохи он	1	2
151	далеко не	3	2
152	историю о	2	2
153	года и	1	2
154	точки зрения	2	2
155	в котором	6	2
156	его современников	1	2
157	представление о	1	2
158	в условиях	1	2
159	его отношение	1	2
160	своего рода	1	2
161	одном из	1	2
162	но он	3	2
163	том же	2	2
164	не менее	2	2
165	ее не	1	2
166	как о	1	2
167	до того	1	2
168	этом отношении	1	2
169	ему не	1	2
170	был еще	1	2
171	и далее	2	2
172	и это	2	2
173	на основе	2	2
174	следовательно и	1	2
175	и сам	1	2
176	с другой	1	2
177	нас в	1	2
178	это не	4	2
179	к нему	1	2
180	но как	2	2
181	и ее	2	2
182	об их	2	2
183	в эти	2	2
184	с нею	2	2
185	и у	3	2
186	уже в	4	2
187	в нашей	2	2
188	мы знаем	2	2
189	в форме	1	2
190	рядом с	2	2
191	именно в	1	2
192	к роману	1	2
193	характерно для	1	2
194	романа в	1	2
195	что для	1	2
196	о чем	2	2
197	с помощью	1	2
198	материал и	1	2
199	с этим	1	2
200	и перед	1	2
201	потому что	1	2
202	хотя в	1	2
203	гораздо больше	1	2
204	из этого	1	2
205	это в	2	2
206	все что	1	2
207	широкое распространение	1	1
208	этого романа	1	1
209	к людям	1	1
210	отношения к	2	1
211	и отчасти	1	1
212	что образ	1	1
213	с исторической	1	1
214	вряд ли	1	1
215	он способен	1	1
216	не хочет	1	1
217	которую они	1	1
218	высшей степени	1	1
219	что уже	1	1
220	который был	3	1
221	не совсем	1	1
222	в числе	1	1
223	и он	2	1
224	прямое выражение	1	1
225	а следовательно	1	1
226	довольно много	2	1
227	то он	1	1
228	о смерти	1	1
229	в комментариях	1	1
230	в оценке	1	1
231	что они	1	1
232	даже некоторые	1	1
233	и я	1	1
234	не являются	1	1
235	себе не	1	1
236	них он	1	1
237	и глубокой	1	1
238	что это	1	1
239	всего романа	1	1
240	за это	1	1
241	в известном	2	1
242	почти одновременно	1	1
243	во многих	1	1
244	но на	1	1
245	не могла	1	1
246	своей эпохи	1	1
247	при виде	1	1
248	что ни	1	1
249	выражение его	1	1
250	это конечно	1	1
251	этому моменту	1	1
252	есть все	1	1
253	об этой	2	1
254	его в	3	1
255	это было	1	1
256	заключается в	1	1
257	из первых	1	1
258	в высшей	1	1
259	все равно	1	1
260	этого не	1	1
261	и уже	3	1
262	несмотря на	4	1
263	в развитии	1	1
264	о знаменитом	1	1
265	такой же	1	1
266	этого издания	1	1
267	вошел в	1	1
268	этот материал	1	1
269	на первый	2	1
270	и их	1	1
271	можно найти	1	1
272	первый план	1	1
273	с точки	2	1
274	делает все	1	1
275	войне и	1	1
276	права на	2	1
277	не могли	1	1
278	что этот	1	1
279	возвращается к	1	1
280	раз и	1	1
281	но они	1	1
282	тем самым	1	1
