N	3gram	Potebnia_M_3	Marksizm
1	не может быть	3	10
2	по отношению к	5	8
3	то же время	5	8
4	в то же	5	8
5	для того чтобы	3	6
6	в том что	16	6
7	в самом деле	1	5
8	то же самое	1	5
9	в свою очередь	3	5
10	смысле этого слова	7	4
11	на самом деле	1	4
12	в таком случае	2	3
13	до сих пор	3	3
14	одно и то	5	3
15	с одной стороны	3	3
16	и то же	5	3
17	о том что	1	3
18	как мы уже	1	3
19	к тому что	2	3
20	как мы видели	1	3
21	одной стороны и	1	2
22	если б мы	1	2
23	в противном случае	1	2
24	а не в	1	2
25	одним и тем	3	2
26	более или менее	3	2
27	в этом последнем	2	2
28	том что он	2	2
29	но и в	4	2
30	в собственном смысле	2	2
31	по крайней мере	5	2
32	в смысле совокупности	1	2
33	и тем же	3	2
34	слова при этом	1	2
35	с нашей точки	1	2
36	то же слово	2	2
37	на то что	1	2
38	к тому же	1	2
39	не только по	3	1
40	того что уже	2	1
41	может быть объяснено	1	1
42	мы уже сказали	1	1
43	не говоря уже	1	1
44	в слове и	5	1
45	в их отношении	1	1
46	в живой речи	2	1
47	и как он	1	1
48	том что это	1	1
49	дело вовсе не	1	1
50	для себя и	1	1
51	если бы слово	1	1
52	говоря уже о	1	1
53	сам по себе	5	1
54	сами по себе	1	1
55	по самой своей	1	1
56	от этого не	1	1
57	и следовательно к	1	1
58	что все эти	1	1
59	каждой из этих	1	1
60	а может быть	1	1
61	в этом отношении	2	1
62	себе не может	1	1
63	это далеко не	1	1
64	не сам по	1	1
65	рано или поздно	1	1
66	с ними в	1	1
67	и в других	1	1
68	не столько выражение	1	1
69	так или иначе	1	1
70	но тем не	2	1
71	не только в	4	1
72	к вопросу о	1	1
73	он относится к	1	1
74	тем не менее	3	1
75	место в единстве	1	1
76	не могут быть	2	1
77	на первых порах	2	1
78	бы оно ни	1	1
79	само по себе	3	1
80	слова если бы	1	1
81	он не знает	1	1
82	заключать в себе	1	1
83	другому в слове	1	1
84	с другой стороны	4	1
85	с такою же	1	1
86	том что слово	1	1
87	и в том	2	1
88	внутреннего и внешнего	1	1
89	связи с другими	1	1
90	таким образом в	1	1
91	не существует для	2	1
92	по себе а	4	1
93	так и в	2	1
94	только одно слово	1	1
95	этого слова и	2	1
96	в себе не	2	1
97	если бы в	1	1
98	не существует и	1	1
99	можно сказать что	2	1
100	но что же	1	1
101	так же и	1	1
102	друг от друга	1	1
103	что оно существует	1	1
104	друг с другом	1	1
105	быть не может	1	1
106	но не только	1	1
107	на все остальные	1	1
108	как и в	2	1
109	здесь как и	1	1
110	не могло существовать	1	1
111	их отношении к	1	1
112	нам кажется что	1	1
113	этого слова в	2	1
