N	2gram	Losev_Vesc_1	Myshleni
1	мышления и	1	40
2	точки зрения	5	26
3	таким образом	8	26
4	в том	8	24
5	и в	21	23
6	том что	8	21
7	с точки	3	18
8	в этом	4	17
9	того чтобы	3	17
10	то что	27	17
11	не только	36	16
12	так же	1	16
13	того что	8	15
14	для того	2	15
15	как и	8	14
16	может быть	16	14
17	но и	18	14
18	в его	2	14
19	что в	9	14
20	не может	17	12
21	об отношении	1	12
22	и мышления	1	11
23	сказать что	17	11
24	как бы	12	11
25	в отношении	4	10
26	с другой	6	10
27	прежде всего	9	10
28	и с	8	9
29	в качестве	1	9
30	одной стороны	3	9
31	другой стороны	2	9
32	же точно	2	9
33	вместе с	1	9
34	и не	29	9
35	не является	1	9
36	то же	6	8
37	заключается в	1	8
38	нас к	1	8
39	в основе	3	8
40	с одной	3	8
41	мы не	6	7
42	вопрос о	1	7
43	в самом	9	7
44	в этой	3	7
45	в другом	2	7
46	с тем	5	7
47	в то	3	7
48	и ее	18	7
49	так как	7	7
50	что он	1	7
51	же как	1	6
52	в сущности	4	6
53	все это	5	6
54	независимо от	5	6
55	с этим	3	6
56	могли бы	1	6
57	в себе	14	6
58	в силу	3	6
59	и тем	3	6
60	с этой	4	6
61	по сравнению	7	6
62	мысли и	3	6
63	и его	2	6
64	о том	6	6
65	все время	1	6
66	только в	14	6
67	мы можем	4	6
68	тем что	2	6
69	от того	3	6
70	именно в	1	6
71	потому что	16	6
72	собственном смысле	3	5
73	сравнению с	6	5
74	из того	2	5
75	между собой	1	5
76	бы в	5	5
77	в собственном	2	5
78	перед нами	2	5
79	и как	8	5
80	но в	5	5
81	то время	1	5
82	на то	4	5
83	и более	1	5
84	а затем	2	5
85	представить себе	1	5
86	если бы	5	5
87	тем самым	1	5
88	для этого	4	5
89	по себе	13	5
90	тому что	2	5
91	по своей	2	5
92	как мы	4	5
93	к действительности	2	5
94	и что	15	5
95	можно сказать	6	5
96	на действительность	2	5
97	так и	3	5
98	слова и	5	5
99	что мы	14	5
100	и все	5	5
101	мы должны	2	5
102	из этого	1	5
103	в своих	1	5
104	в котором	3	4
105	которую мы	1	4
106	время как	1	4
107	в чем	6	4
108	с его	1	4
109	но не	5	4
110	говорит что	1	4
111	и к	1	4
112	все эти	3	4
113	что она	15	4
114	при этом	1	4
115	их в	3	4
116	что все	2	4
117	было бы	14	4
118	ни в	1	4
119	со всей	2	4
120	в своей	5	4
121	не столько	1	4
122	понятий и	2	4
123	не в	5	4
124	словесного значения	1	4
125	о природе	1	4
126	этом отношении	1	4
127	с другом	1	4
128	к тому	3	4
129	должен быть	2	4
130	для себя	5	4
131	приводит к	1	4
132	во всей	1	4
133	в свете	7	4
134	мы видим	2	4
135	только что	2	4
136	для всех	1	4
137	в одном	2	4
138	как раз	9	4
139	с действительностью	1	4
140	ее на	1	4
141	до сих	1	4
142	а с	3	4
143	этой основной	1	4
144	по существу	2	4
145	друг с	1	4
146	сих пор	1	4
147	стоит только	1	4
148	она должна	2	4
149	в результате	3	4
150	хотя бы	6	4
151	в свою	4	4
152	к этому	1	4
153	в сфере	4	3
154	человека и	1	3
155	сам по	3	3
156	и то	10	3
157	самом деле	4	3
158	с таким	1	3
159	оба эти	3	3
160	я не	4	3
161	с но	2	3
162	мы и	1	3
163	из которых	1	3
164	видим таким	1	3
165	в общем	1	3
166	что они	6	3
167	что именно	1	3
168	в своем	6	3
169	все же	4	3
170	эту проблему	1	3
171	в которой	1	3
172	что это	13	3
173	из этих	1	3
174	и если	2	3
175	теории и	1	3
176	том чтобы	1	3
177	факт что	1	3
178	и мы	1	3
179	мы говорили	2	3
180	образом и	1	3
181	на эти	1	3
182	она не	4	3
183	тогда когда	5	3
184	в самых	1	3
185	ничего не	3	3
186	во всем	1	3
187	необходимо предполагает	1	3
188	образом что	1	3
189	могут быть	1	3
190	же самое	1	3
191	что оно	8	3
192	и это	14	3
193	свою очередь	4	3
194	можно было	2	3
195	об этом	3	3
196	одного из	1	3
197	и который	1	3
198	может не	2	3
199	этих двух	2	3
200	может явиться	1	3
201	и следовательно	7	3
202	этот вопрос	1	3
203	уже в	1	3
204	то и	4	3
205	обратиться к	1	3
206	всяком случае	2	3
207	мы находим	2	3
208	вовсе не	10	3
209	общения и	2	3
210	на этот	1	3
211	во всех	2	3
212	превращается в	1	3
213	а не	19	3
214	раньше всего	1	3
215	мышлением и	1	3
216	мышление и	1	3
217	из основных	1	3
218	если не	3	3
219	и от	3	3
220	сознания и	1	3
221	от всех	4	3
222	значение в	1	3
223	во всяком	3	3
224	связана с	1	2
225	мы получили	3	2
226	другому человеку	1	2
227	между двумя	1	2
228	что эти	1	2
229	едва ли	1	2
230	в зависимости	1	2
231	той же	2	2
232	есть не	14	2
233	что между	2	2
234	что если	1	2
235	бы что	2	2
236	оно есть	9	2
237	мышление это	1	2
238	которое не	1	2
239	зависимости от	1	2
240	как таковая	2	2
241	в ее	7	2
242	со всеми	1	2
243	только тогда	3	2
244	который мы	1	2
245	себе и	1	2
246	и я	1	2
247	чем мы	3	2
248	что как	1	2
249	хотя и	4	2
250	когда он	1	2
251	и понимания	2	2
252	и наконец	1	2
253	от этого	2	2
254	в первом	2	2
255	бы и	5	2
256	бы сказать	2	2
257	в общении	1	2
258	это понятие	1	2
259	главным образом	1	2
260	из этой	1	2
261	всех этих	1	2
262	свою собственную	1	2
263	не к	1	2
264	и вот	2	2
265	быть с	1	2
266	на этом	2	2
267	мышление не	1	2
268	одно и	5	2
269	что является	1	2
270	есть все	1	2
271	из всех	1	2
272	этого мы	1	2
273	с другими	8	2
274	анализ который	1	2
275	ближе к	1	2
276	и представить	1	2
277	несмотря на	1	2
278	мы видели	1	2
279	должно быть	6	2
280	потому и	1	2
281	в один	1	2
282	в научной	1	2
283	в этих	1	2
284	новое понимание	1	2
285	представление о	1	2
286	и эти	2	2
287	что эта	1	2
288	есть прежде	2	2
289	дело в	4	2
290	что принцип	1	2
291	говорить о	6	2
292	действительность и	8	2
293	никогда не	2	2
294	своей природе	1	2
295	больше того	4	2
296	всех прочих	3	2
297	лежит в	1	2
298	его значение	1	2
299	к пониманию	3	2
300	на вопрос	1	2
301	и которая	1	2
302	в конце	2	2
303	данном случае	2	2
304	что у	5	2
305	понимание и	3	2
306	с собой	2	2
307	не с	7	2
308	ясно что	8	2
309	строго говоря	1	2
310	поэтому в	1	2
311	на их	2	2
312	вот почему	3	2
313	с любым	1	2
314	мы хотим	1	2
315	если это	2	2
316	в современной	1	2
317	один из	3	2
318	содержится в	3	2
319	в двух	1	2
320	нуждается в	1	2
321	говорили выше	1	2
322	без этого	2	2
323	уже не	9	2
324	вопроса о	1	2
325	в виде	1	2
326	ту или	2	2
327	одно из	1	2
328	к мысли	1	2
329	для него	4	2
330	эти три	1	2
331	интересующей нас	1	2
332	со всем	5	2
333	и даже	6	2
334	на ее	3	2
335	в основу	1	2
336	чем он	1	2
337	если мы	8	2
338	те кто	1	2
339	и пр	6	2
340	в слове	2	2
341	в частности	1	2
342	и потому	5	2
343	как это	2	2
344	его на	1	2
345	о чем	1	2
346	в данном	5	2
347	в течение	1	2
348	к проблеме	1	2
349	действительность в	2	2
350	точно и	1	2
351	является как	1	2
352	в смысле	12	2
353	о котором	1	2
354	которая в	1	2
355	в одинаковой	1	2
356	также не	1	2
357	а в	4	2
358	между ними	3	2
359	с ней	2	2
360	к его	1	2
361	но этот	1	2
362	жизни и	2	2
363	ее в	1	2
364	все основные	1	2
365	можно назвать	1	2
366	эта новая	1	1
367	ту же	2	1
368	и т	19	1
369	но просто	1	1
370	словом как	1	1
371	опыт говорит	1	1
372	на самом	1	1
373	переход от	1	1
374	кто хочет	1	1
375	сделать хотя	1	1
376	мы имели	1	1
377	и всем	4	1
378	ii и	1	1
379	и больше	9	1
380	действительности и	5	1
381	с в	2	1
382	мы уже	3	1
383	и новые	1	1
384	той которую	1	1
385	к новой	1	1
386	среды и	1	1
387	основания и	1	1
388	общаться с	8	1
389	только это	3	1
390	не вполне	2	1
391	себе такой	2	1
392	это отношение	1	1
393	но даже	3	1
394	то это	3	1
395	в виду	2	1
396	себе что	3	1
397	что существует	1	1
398	и реальным	1	1
399	каждое новое	1	1
400	это мышление	2	1
401	с большим	1	1
402	в ней	12	1
403	и говорить	1	1
404	в отличие	1	1
405	еще не	8	1
406	быть в	1	1
407	в различных	1	1
408	расчленение в	1	1
409	итак мы	1	1
410	и развить	1	1
411	могло быть	1	1
412	как тем	1	1
413	в чистое	1	1
414	то он	1	1
415	думаем что	1	1
416	мы будем	1	1
417	с самой	6	1
418	оно в	1	1
419	не то	4	1
420	перед глазами	1	1
421	очевидно что	1	1
422	отличие от	1	1
423	и будет	1	1
424	не просто	19	1
425	делает таковым	1	1
426	сама по	3	1
427	результате этого	1	1
428	такой постановки	1	1
429	в истории	1	1
430	пониманию и	1	1
431	если она	1	1
432	только ее	1	1
433	это ни	1	1
434	стороны и	2	1
435	как к	4	1
436	части в	1	1
437	воззрений на	1	1
438	что ее	2	1
439	этой стороны	1	1
440	кроме того	4	1
441	просто как	1	1
442	к иному	1	1
443	в действительности	7	1
444	чего не	2	1
445	или иную	2	1
446	то в	4	1
447	себе как	2	1
448	та же	1	1
449	с какой	1	1
450	общение с	9	1
451	этих моментов	1	1
452	что же	8	1
453	интересовать только	1	1
454	выражение в	3	1
455	действительности а	1	1
456	но без	1	1
457	однако как	1	1
458	раз в	1	1
459	звуков а	1	1
460	остановиться на	1	1
461	и кто	2	1
462	отношение вещи	1	1
463	ее как	2	1
464	но на	2	1
465	не могла	1	1
466	вообще не	2	1
467	с чем	7	1
468	к общению	1	1
469	как оно	3	1
470	в нем	2	1
471	т д	19	1
472	о которой	2	1
473	таково что	2	1
474	перестает быть	3	1
475	выражения и	1	1
476	и еще	2	1
477	в принципе	1	1
478	к одному	3	1
479	что еще	1	1
480	понимания и	3	1
481	оно должно	1	1
482	содержит в	4	1
483	чем она	1	1
484	его от	1	1
485	всех своих	1	1
486	будем говорить	1	1
487	всего то	2	1
488	тут не	5	1
489	могла бы	3	1
490	пока мы	1	1
491	что мне	2	1
492	разница между	1	1
493	на этой	1	1
494	на бумаге	1	1
495	которое приводит	1	1
496	действительности в	2	1
497	они состоят	1	1
498	этих вопросов	1	1
499	и свойств	1	1
500	в жизни	3	1
501	бы совершенно	1	1
502	описать и	2	1
503	но мы	1	1
504	о которых	1	1
505	восприятие и	1	1
