N	2gram	Trubetskoy_1	Myshleni
1	и в	26	28
2	в том	11	28
3	то что	7	28
4	в этом	15	27
5	того что	3	24
6	потому что	7	22
7	том что	7	19
8	не может	4	19
9	таким образом	22	18
10	что он	4	18
11	только в	4	18
12	в силу	5	17
13	что в	9	17
14	не только	10	16
15	по сравнению	2	15
16	так же	5	15
17	сравнению с	2	14
18	точки зрения	13	13
19	может быть	10	13
20	с помощью	1	13
21	сказать что	2	13
22	в сфере	1	12
23	и не	8	11
24	что мы	2	11
25	как бы	12	11
26	но не	8	10
27	по отношению	1	10
28	с точки	6	10
29	в отношении	6	10
30	того чтобы	5	10
31	к тому	6	10
32	так как	9	10
33	но и	9	10
34	отношению к	3	10
35	понятия и	1	10
36	могли бы	1	9
37	было бы	1	9
38	в процессе	2	9
39	мы можем	2	9
40	между собой	1	9
41	в самом	4	8
42	мы видели	2	8
43	никогда не	5	8
44	тем что	1	8
45	для того	5	8
46	еще не	2	8
47	как известно	1	7
48	того же	6	7
49	то же	4	7
50	в сущности	1	7
51	отношение к	5	7
52	в своем	3	7
53	в которой	3	7
54	с самого	3	7
55	он не	4	7
56	в нем	4	7
57	заключается в	1	7
58	самого начала	2	7
59	если бы	3	7
60	мы видим	1	7
61	и других	1	7
62	там где	1	7
63	вместе с	15	7
64	что оно	4	7
65	как показывает	1	7
66	же как	3	6
67	мы не	1	6
68	в чем	1	6
69	и как	3	6
70	и к	5	6
71	как и	1	6
72	для него	3	6
73	не имеет	5	6
74	тогда когда	2	6
75	когда мы	1	6
76	же самое	2	6
77	с развитием	1	6
78	то время	1	6
79	приводит к	2	6
80	так и	6	6
81	и что	4	6
82	можно сказать	3	6
83	его в	1	6
84	так что	3	6
85	как раз	1	6
86	в области	9	6
87	в то	4	6
88	том же	1	5
89	время как	1	5
90	и на	2	5
91	он умеет	1	5
92	но в	7	5
93	то в	1	5
94	в этой	4	5
95	что все	4	5
96	на этой	1	5
97	с тем	18	5
98	не могли	1	5
99	того как	1	5
100	в разных	2	5
101	с другом	5	5
102	не могут	2	5
103	могут быть	1	5
104	это не	1	5
105	иначе как	1	5
106	друг с	5	5
107	и все	2	5
108	и развитие	1	4
109	в первом	1	4
110	той же	1	4
111	мы имеем	2	4
112	совпадает с	1	4
113	мы и	1	4
114	в каждой	1	4
115	во всех	2	4
116	только тогда	1	4
117	относится к	2	4
118	в одной	1	4
119	в той	1	4
120	с этим	1	4
121	целый ряд	4	4
122	в себе	6	4
123	в нашем	1	4
124	на то	2	4
125	на этом	1	4
126	к другу	2	4
127	и того	1	4
128	одного и	1	4
129	но если	2	4
130	он должен	1	4
131	не в	2	4
132	в сознании	1	4
133	как по	1	4
134	ясно что	3	4
135	связь между	1	4
136	что и	6	4
137	именно в	2	4
138	между этими	2	4
139	в качестве	3	4
140	мы знаем	1	4
141	которые в	2	4
142	друг друга	1	4
143	на этот	4	4
144	и следовательно	1	4
145	к жизни	5	4
146	они не	1	4
147	отношения к	1	3
148	начинается с	1	3
