N	3gram	Losev_Vlad_2	Narrotol
1	в том что	9	8
2	о том что	3	6
3	в том числе	1	6
4	в отличие от	3	5
5	не может быть	1	5
6	и не в	1	4
7	в данном случае	2	4
8	к тому же	1	4
9	но все же	1	4
10	можно сказать что	1	4
11	бы то ни	1	3
12	в этом отношении	1	3
13	тем не менее	6	3
14	то же время	3	3
15	в свою очередь	2	3
16	в то же	3	3
17	что иное как	1	2
18	не может не	1	2
19	более или менее	3	2
20	так и не	2	2
21	с точки зрения	3	2
22	можно было бы	2	2
23	точно так же	3	2
24	не то что	2	2
25	не что иное	1	2
26	не только в	2	2
27	в связи с	8	2
28	так или иначе	3	2
29	последние дни жизни	2	1
30	что в этом	1	1
31	а не с	1	1
32	дело в том	3	1
33	в самом деле	1	1
34	в этом смысле	1	1
35	том что он	2	1
36	что несмотря на	1	1
37	в том же	2	1
38	он не может	1	1
39	по крайней мере	4	1
40	не было и	1	1
41	что он уже	1	1
42	до сих пор	1	1
43	да и в	1	1
44	и в то	1	1
45	то есть непосредственно	1	1
46	до известной степени	1	1
47	сам по себе	2	1
48	в первую очередь	1	1
49	только то что	1	1
50	и то что	5	1
51	но это не	1	1
52	может быть и	1	1
53	в ней не	1	1
54	что это за	1	1
55	содержит в себе	4	1
56	в этом не	1	1
57	в первый раз	1	1
58	в последние дни	1	1
59	в году в	1	1
60	а также и	1	1
61	и как бы	1	1
62	к одному из	1	1
63	он уже не	2	1
64	то что он	3	1
65	как нам представляется	1	1
66	в свое время	1	1
67	нельзя сказать о	1	1
68	по себе не	1	1
69	в том чтобы	2	1
70	само по себе	2	1
71	далеко не все	1	1
72	и прежде всего	1	1
73	как мы уже	1	1
74	здесь как и	1	1
75	в отрыве от	1	1
76	является как бы	1	1
77	пока еще не	1	1
78	как мы видели	2	1
