N	2gram	Nazirov_Tv_2	Myshleni
1	в том	8	33
2	том что	4	27
3	в развитии	1	26
4	то что	3	20
5	в этом	8	19
6	мышления и	1	16
7	не только	13	15
8	и в	20	15
9	таким образом	10	14
10	что в	7	14
11	что он	6	12
12	в самом	3	11
13	в процессе	2	11
14	мы не	4	10
15	в целом	6	10
16	было бы	1	10
17	но и	8	10
18	о том	5	9
19	связи с	1	9
20	может быть	8	9
21	не может	7	9
22	не является	3	9
23	заключается в	1	8
24	не в	4	8
25	никогда не	11	8
26	казалось бы	3	8
27	так и	6	8
28	если бы	4	8
29	и что	2	8
30	едва ли	2	7
31	на основе	1	7
32	он не	3	7
33	высшей степени	1	7
34	в высшей	1	7
35	по себе	1	7
36	к тому	1	7
37	тот же	1	7
38	с одной	1	7
39	потому что	7	7
40	мы знаем	1	7
41	как бы	11	7
42	и не	9	7
43	во всяком	2	7
44	как известно	2	6
45	самом деле	2	6
46	мы уже	1	6
47	по отношению	3	6
48	в этой	5	6
49	в истории	2	6
50	и к	1	6
51	что это	1	6
52	на то	1	6
53	к выводу	1	6
54	как и	6	6
55	мы видели	1	6
56	всяком случае	2	6
57	точку зрения	2	6
58	как мы	1	6
59	в виду	1	6
60	развития в	1	6
61	но в	4	6
62	вовсе не	2	6
63	с другой	2	6
64	к которому	2	6
65	на этот	2	6
66	в частности	2	6
67	вместе с	3	6
68	как это	1	6
69	в связи	1	6
70	сказать что	1	6
71	на деле	1	5
72	то же	7	5
73	говорит что	1	5
74	уже в	2	5
75	приводит к	2	5
76	это не	7	5
77	что с	1	5
78	можно было	1	5
79	и даже	5	5
80	этот вопрос	3	5
81	и их	1	5
82	друг друга	2	5
83	представление о	7	5
84	и др	3	5
85	отношению к	3	5
86	связана с	1	4
87	переход от	1	4
88	с в	1	4
89	что его	2	4
90	с его	1	4
91	из этих	1	4
92	конечном счете	1	4
93	как в	4	4
94	все же	5	4
95	в которой	2	4
96	том чтобы	1	4
97	что все	1	4
98	от социальной	1	4
99	в них	1	4
100	к которым	1	4
101	несмотря на	1	4
102	в эту	1	4
103	в своей	6	4
104	признать что	1	4
105	к этому	3	4
106	их в	2	4
107	даже в	1	4
108	не имеет	1	4
109	и его	9	4
110	что оно	1	4
111	и с	8	4
