N	2gram	Tiupa_Narr_2	FransuaR
1	и в	13	56
2	то есть	9	24
3	в романе	1	21
4	в его	6	18
5	таким образом	5	17
6	все эти	3	15
7	в этом	13	14
8	в том	14	13
9	так и	9	13
10	в то	5	12
11	и его	3	12
12	то же	4	11
13	в этих	1	11
14	и т.п	6	11
15	как бы	6	11
16	еще не	2	10
17	же время	3	10
18	в самом	2	9
19	и не	14	9
20	только в	11	9
21	но и	15	9
22	во всех	1	8
23	не только	26	8
24	в нем	5	8
25	и с	1	8
26	и их	1	8
27	и даже	3	8
28	до сих	1	8
29	по своему	2	8
30	сих пор	1	8
31	все это	1	8
32	том что	13	8
33	в большинстве	1	7
34	как мы	1	7
35	у него	6	7
36	в частности	11	7
37	той же	2	6
38	в ее	4	6
39	в этой	4	6
40	мертвых душ	2	6
41	но в	6	6
42	точки зрения	5	6
43	языка и	1	6
44	вовсе не	2	6
45	связи с	1	6
46	большинстве случаев	1	6
47	прежде всего	6	6
48	границы между	1	6
49	в той	5	6
50	и все	4	6
51	потому что	2	6
52	одним из	1	5
53	у гоголя	1	5
54	с ее	1	5
55	с его	3	5
56	но не	3	5
57	он не	5	5
58	так сказать	3	5
59	роль в	2	5
60	во время	2	5
61	в отношении	1	5
62	своего рода	9	5
63	в процессе	2	5
64	никогда не	6	5
65	в области	2	5
66	один из	3	5
67	как и	4	5
68	в результате	2	5
69	что в	4	5
70	они не	2	5
71	например в	1	4
72	и потому	1	4
73	но по	1	4
74	в ней	2	4
75	за пределы	1	4
76	и к	6	4
77	в которой	1	4
78	что это	4	4
79	в главе	1	4
80	в себе	8	4
81	при этом	14	4
82	их в	1	4
83	что все	1	4
84	начала и	2	4
85	тарасе бульбе	1	4
86	и более	2	4
87	одна из	3	4
88	того чтобы	3	4
89	по своей	3	4
90	наконец в	1	4
91	времени и	4	4
92	о том	5	4
93	с одной	5	4
94	в качестве	14	4
95	в тарасе	1	4
96	в основе	1	4
97	в своих	2	4
98	время в	1	3
99	не просто	1	3
100	в едином	1	3
101	в своем	6	3
102	низа и	1	3
103	перед нами	4	3
104	и наконец	1	3
105	его к	1	3
106	слова и	1	3
107	здесь нет	1	3
108	мировой истории	1	3
109	не мог	1	3
110	не в	8	3
111	но он	2	3
112	новое и	1	3
113	на рубеже	1	3
114	в форме	5	3
115	настоящего времени	1	3
116	во все	1	3
117	здесь мы	1	3
118	и о	1	3
119	характер и	3	3
120	в другом	4	3
121	и здесь	2	3
122	и т.д	4	3
123	все его	4	3
124	а также	6	3
125	времени в	1	3
126	это была	1	3
127	между тем	3	3
128	существенную роль	3	3
129	в литературе	4	3
130	одной из	1	3
131	так что	1	3
132	уже не	4	3
133	что и	2	3
134	может быть	10	3
135	к которому	2	3
136	более того	1	3
137	не на	1	3
138	сказать что	3	3
139	с помощью	1	3
140	к его	3	3
141	на эту	1	3
142	в первой	1	3
143	в связи	1	3
144	не подлежит	1	3
145	бы в	2	3
146	то что	8	3
147	также и	1	2
148	самом деле	3	2
149	на самом	2	2
150	по преимуществу	1	2
151	мы не	2	2
152	к началу	1	2
153	конечно в	1	2
154	с другой	5	2
155	себе и	2	2
156	что они	3	2
157	это мир	1	2
158	в центре	2	2
159	как к	3	2
160	хотя и	5	2
161	когда он	1	2
162	и как	1	2
163	в действительности	1	2
164	бы и	1	2
165	в нашем	2	2
166	с их	1	2
167	что она	2	2
168	все те	2	2
169	в виде	2	2
170	картины мира	2	2
171	людей и	1	2
172	в мире	4	2
173	ни в	1	2
174	в слове	3	2
175	несмотря на	2	2
176	в развитии	1	2
177	или менее	1	2
178	для него	4	2
179	в своей	4	2
180	в котором	5	2
181	с точки	2	2
182	характер это	1	2
183	в которых	1	2
184	мир и	1	2
185	если бы	4	2
186	не могли	1	2
187	между людьми	1	2
188	на котором	1	2
189	чтобы стать	1	2
190	о них	2	2
191	дело не	1	2
192	ощущение времени	1	2
193	не имели	1	2
194	этом процессе	1	2
195	с одним	1	2
196	в каком	1	2
197	ни о	1	2
198	той или	3	2
199	с такою	2	2
200	своему характеру	2	2
201	и образ	1	2
202	данном случае	6	2
203	только не	2	2
204	то время	1	2
205	картина мира	8	2
206	и сам	3	2
207	с собой	1	2
208	во многом	1	2
209	когда в	1	2
210	с ним	4	2
211	зрения на	2	2
212	его жизни	2	2
213	можно сказать	6	2
214	душ и	1	2
215	и во	1	2
216	к нему	1	2
217	грань между	1	2
218	этот момент	1	2
219	на одном	2	2
220	во всей	1	2
221	было бы	2	2
222	второй план	2	2
223	но с	1	2
224	что он	5	2
225	действующих лиц	3	2
226	очень много	1	2
227	это не	3	2
228	события и	1	2
229	ничто не	1	2
230	только на	2	2
231	ни одного	1	2
232	в известном	3	2
233	в одном	1	2
234	как раз	3	2
235	в других	2	2
236	для того	1	2
237	интерес к	2	2
238	далеко не	5	2
239	нового времени	2	2
240	говорит о	2	2
241	одной стороны	5	2
242	его как	1	2
243	не может	8	2
244	о себе	1	2
245	с какою	1	2
246	вместе с	1	2
247	так же	2	2
248	он говорит	1	2
249	в данном	10	2
250	в точке	1	2
251	а не	17	2
252	в речи	1	2
253	в церкви	2	2
254	с этой	3	2
255	благодаря этому	1	2
256	но это	2	2
257	все же	6	2
258	и для	3	2
259	которых он	1	2
260	мира и	3	2
261	а в	9	2
262	между ними	1	2
263	более или	1	2
264	к этому	1	2
265	говоря о	1	1
266	предполагает что	1	1
267	начинается с	1	1
268	отчего дома	2	1
269	того же	1	1
270	о любви	2	1
271	перед лицом	1	1
272	тем же	1	1
273	века в	1	1
274	а как	3	1
275	по мнению	1	1
276	и последующих	1	1
277	вопрос о	1	1
278	мира выступает	1	1
279	вместо того	1	1
280	и верха	1	1
281	ему в	2	1
282	жизни это	1	1
283	реальным и	1	1
284	подчеркнуть что	2	1
285	пребывания в	3	1
286	к своему	2	1
287	все остальное	1	1
288	имел место	1	1
289	собой в	1	1
290	т.п но	1	1
291	между собой	3	1
292	напротив они	1	1
293	в чем	2	1
294	начинается только	1	1
295	как у	4	1
296	для других	3	1
297	присутствует в	2	1
298	по отношению	5	1
299	с совершенно	1	1
300	в новом	1	1
301	себя в	2	1
302	одного и	1	1
303	чем же	1	1
304	в одной	1	1
305	как в	5	1
306	стороны и	1	1
307	это был	2	1
308	за собой	1	1
309	говорит не	1	1
310	не можем	1	1
311	и у	4	1
312	к месту	1	1
313	из этих	2	1
314	им в	1	1
315	тому же	4	1
316	как он	2	1
317	всей его	1	1
318	жизнью и	2	1
319	по словам	2	1
320	не следует	3	1
321	главное в	1	1
322	в реальной	1	1
323	состоит в	12	1
324	мира на	1	1
325	не к	4	1
326	из него	1	1
327	подобно тому	2	1
328	что ни	1	1
329	без исключения	1	1
330	в нее	1	1
331	не бывает	1	1
332	можно было	2	1
333	например мы	3	1
334	выражение и	1	1
335	есть все	1	1
336	те же	2	1
337	определенное и	1	1
338	это было	1	1
339	этом смысле	1	1
340	в новое	1	1
341	участие в	2	1
342	любви в	1	1
343	частности из	1	1
344	со своими	2	1
345	не всегда	1	1
346	новые формы	1	1
347	автора и	1	1
348	обратимся к	1	1
349	о последних	1	1
350	в саду	1	1
351	и сейчас	1	1
352	по ее	1	1
353	для второго	1	1
354	момент времени	1	1
355	место в	5	1
356	то его	1	1
357	в отличие	5	1
358	мысли и	1	1
359	возвращение к	1	1
360	и временных	1	1
361	веков и	1	1
362	точку зрения	3	1
363	тому что	3	1
364	совершенно новая	1	1
365	к такой	1	1
366	но они	1	1
367	и внешней	1	1
368	трудно было	1	1
369	иной раз	1	1
370	не имеет	2	1
371	которое нельзя	1	1
372	и притом	1	1
373	не по	1	1
374	было не	1	1
375	личности к	1	1
376	был но	1	1
377	т.п то	1	1
378	в структуре	1	1
379	народной жизни	1	1
380	в самой	1	1
381	и многочисленные	1	1
382	слове и	1	1
383	и другая	1	1
384	свидетельствуют о	1	1
385	как будто	1	1
386	этом отношении	3	1
387	не могут	1	1
388	мы узнаем	2	1
389	в категориях	2	1
390	же самое	1	1
391	к тому	9	1
392	но одновременно	2	1
393	как для	1	1
394	они становятся	1	1
395	в полной	1	1
396	имеет место	2	1
397	если же	1	1
398	и он	2	1
399	где он	1	1
400	гоголь в	1	1
401	он лишь	2	1
402	по определению	2	1
403	в виду	1	1
404	он вовсе	1	1
405	но при	4	1
406	и сами	1	1
407	здесь не	2	1
408	и служит	2	1
409	события как	1	1
410	очень существенный	1	1
411	только со	1	1
412	реальной действительности	1	1
413	в себя	4	1
414	но мы	1	1
415	и самого	1	1
416	и характер	1	1
417	на свой	2	1
418	яркий пример	1	1
419	на том	3	1
420	его самого	1	1
421	особенно в	1	1
422	к анализу	1	1
423	которая была	1	1
424	мотивы в	1	1
425	глубоко и	1	1
426	еще в	1	1
427	классической и	1	1
428	к первому	1	1
429	это только	1	1
430	по сравнению	1	1
431	или иной	3	1
432	строго говоря	3	1
433	и единственном	1	1
434	и что	2	1
435	утверждает что	1	1
436	на что	1	1
437	его тело	1	1
438	для нас	2	1
439	и по-видимому	1	1
440	и мира	4	1
441	и своей	1	1
442	на протяжении	5	1
443	том или	1	1
444	более широкий	1	1
445	индивидуальная форма	1	1
446	полноту и	1	1
447	это нужно	1	1
448	другого в	1	1
449	также в	1	1
450	и иных	1	1
451	как правило	3	1
452	и она	1	1
453	в лице	1	1
454	тома мертвых	1	1
455	происходит в	1	1
456	на будущее	1	1
457	в современной	2	1
458	быть и	1	1
459	известном смысле	3	1
460	в формах	1	1
461	правило не	1	1
462	оно и	1	1
463	том как	2	1
464	время когда	1	1
465	дело с	2	1
466	из существеннейших	1	1
467	вперед и	1	1
468	характер не	1	1
469	должен был	2	1
470	и так	1	1
471	и тем	5	1
472	со всеми	2	1
473	к миру	2	1
474	этой системе	1	1
475	со своим	2	1
476	с нею	2	1
477	как нечто	1	1
478	этих рассказов	1	1
479	лицам и	1	1
480	вторая глава	1	1
481	в начале	2	1
482	него и	1	1
483	или даже	3	1
484	право говорить	1	1
485	одно из	2	1
486	никто не	1	1
487	в прошлом	1	1
488	только с	1	1
489	каждый из	1	1
490	но затем	1	1
491	отличие от	5	1
492	тем что	1	1
493	или ином	1	1
494	образом что	1	1
495	где в	1	1
496	того что	6	1
497	хотя оно	1	1
498	мы привыкли	1	1
499	говорить и	1	1
500	именно в	2	1
501	а именно	1	1
502	а с	2	1
503	по всей	1	1
504	превращается в	2	1
505	отца в	1	1
506	процессе перехода	1	1
507	не обращая	1	1
508	на этот	1	1
509	однако и	1	1
510	что обычно	1	1
511	и оно	1	1
512	эту тему	1	1
513	именно на	1	1
514	в живой	1	1
515	которой он	3	1
516	мира в	4	1
517	что никогда	1	1
518	было в	1	1
519	на фоне	2	1
520	о своих	1	1
521	что центральный	1	1
522	два человека	1	1
523	я уже	2	1
524	некоторые из	1	1
525	на человеческую	1	1
526	все свое	1	1
527	например когда	1	1
528	xix века	1	1
529	сравнению с	1	1
530	есть на	1	1
531	в столь	1	1
532	тому как	2	1
533	это за	1	1
534	которые по	1	1
535	быть только	1	1
536	шире и	1	1
537	даже с	1	1
538	на свете	1	1
539	дело здесь	1	1
540	войны и	4	1
541	иного порядка	1	1
542	еще раз	1	1
543	памяти в	2	1
544	и вторая	1	1
545	границы как	2	1
546	к другим	1	1
547	и конца	1	1
548	какой бы	1	1
549	слова но	1	1
550	лицо и	3	1
551	сохраняется и	1	1
552	и от	1	1
553	в пределе	1	1
554	частности в	1	1
555	речи как	1	1
556	узнаем что	2	1
557	о котором	3	1
558	к одной	1	1
559	со второй	1	1
560	еще более	1	1
561	тем более	2	1
562	прошлого и	1	1
563	ее в	1	1
564	в современных	1	1
565	же в	4	1
566	обстоит дело	1	1
567	время как	1	1
568	в системе	1	1
569	который имел	1	1
570	по поводу	2	1
571	может и	1	1
572	не знает	1	1
573	существует в	1	1
574	почему он	1	1
575	одновременно и	1	1
576	отношению к	5	1
577	изнутри но	1	1
578	из этого	1	1
579	время не	1	1
580	пространства необходимо	1	1
581	жизни и	4	1
582	играют существенную	2	1
583	прийти в	1	1
584	как на	2	1
585	и особенно	1	1
586	гораздо более	1	1
