N	2gram	Losev_Dial_1	Problema
1	и в	18	30
2	в своей	2	22
3	то есть	1	21
4	не только	13	18
5	то что	13	18
6	в этом	12	17
7	том что	9	17
8	и даже	13	14
9	людей и	1	13
10	таким образом	1	13
11	но и	7	13
12	потому что	14	13
13	также и	7	12
14	о том	4	12
15	в его	3	12
16	а именно	1	12
17	в том	9	12
18	и не	30	12
19	так что	15	11
20	в своем	5	11
21	у него	1	11
22	в этой	1	10
23	в виде	2	10
24	для нас	1	10
25	точки зрения	17	10
26	все же	5	9
27	на земле	2	9
28	но в	6	9
29	и вообще	4	9
30	только в	3	9
31	и все	3	9
32	сказать что	10	9
33	хотя и	4	8
34	с точки	12	8
35	никак не	6	8
36	в конце	4	8
37	вовсе не	7	8
38	но не	4	7
39	как и	2	7
40	не в	6	7
41	никогда не	9	7
42	связи с	1	7
43	здесь не	1	7
44	в дальнейшем	5	7
45	так и	9	7
46	что он	11	7
47	мы находим	7	7
48	может быть	17	7
49	говорит о	5	7
50	в связи	1	7
51	в результате	1	7
52	вместе с	1	7
53	и как	7	6
54	в нем	16	6
55	при помощи	1	6
56	его в	1	6
57	несмотря на	10	6
58	можно найти	2	6
59	и его	1	6
60	можно сказать	6	6
61	и что	12	6
62	что и	3	6
63	уже не	2	6
64	так как	11	6
65	с другой	6	6
66	прежде всего	10	6
67	как бы	11	6
68	и для	2	6
69	конце концов	3	6
70	а в	5	6
71	другой стороны	4	6
72	и то	9	5
73	не просто	7	5
74	в которой	1	5
75	тем не	1	5
76	в силу	1	5
77	и с	5	5
78	он и	2	5
79	еще в	1	5
80	нисколько не	4	5
81	миф о	1	5
82	но он	1	5
83	не менее	2	5
84	и притом	4	5
85	того как	1	5
86	и о	3	5
87	что у	1	5
88	и у	2	5
89	и их	2	5
90	мы можем	4	5
91	а не	14	5
92	не может	12	5
93	так же	4	5
94	как раз	4	5
95	в самом	3	5
96	что в	13	5
97	и он	5	4
98	отнюдь не	9	4
99	и к	1	4
100	в себе	11	4
101	при этом	1	4
102	но все	3	4
103	же не	1	4
104	об этом	4	4
105	было бы	12	4
106	ни в	15	4
107	говорится о	1	4
108	не содержится	1	4
109	не так	1	4
110	по крайней	4	4
111	в то	6	4
112	как о	2	4
113	но даже	1	4
114	и сам	1	4
115	ясно что	8	4
116	крайней мере	4	4
117	оказывается что	1	4
118	в качестве	2	4
119	богов и	1	4
120	даже и	3	4
121	далеко не	1	4
122	еще и	3	4
123	а с	2	4
124	нового времени	1	4
125	если не	1	4
126	в частности	2	4
127	xix в	1	4
128	как именно	1	4
129	жизни в	1	4
130	из этого	1	4
131	гораздо более	3	4
132	новое время	1	3
133	тем же	1	3
134	время как	2	3
135	в виду	5	3
136	в ней	3	3
137	и самого	1	3
138	еще не	2	3
139	он сам	5	3
140	иное как	1	3
141	в ее	1	3
142	совсем не	1	3
143	только тогда	2	3
144	что они	3	3
