N	2gram	Bakhtin_Pr_3	Literetu
1	и не	15	22
2	в мире	5	16
3	и в	53	16
4	при этом	3	15
5	в этом	8	14
6	не только	4	14
7	но и	7	14
8	в том	14	12
9	может быть	12	12
10	а не	11	12
11	то что	9	12
12	я и	1	10
13	своего рода	3	10
14	не в	2	10
15	то же	6	9
16	так и	6	9
17	в то	5	9
18	в этой	1	8
19	в жизни	8	8
20	том что	5	8
21	не может	2	8
22	к себе	6	8
23	как бы	14	8
24	в своей	3	7
25	тем самым	1	7
26	же время	5	7
27	только в	4	7
28	точки зрения	4	7
29	еще не	5	6
30	с его	2	6
31	в себе	5	6
32	состоит в	1	6
33	о том	2	6
34	и его	10	6
35	в его	8	6
36	и т.п	31	6
37	с другой	2	6
38	в стихах	1	6
39	в году	1	5
40	в отличие	1	5
41	отличие от	1	5
42	как в	7	5
43	в целом	1	5
44	тому же	2	5
45	то есть	48	5
46	это не	6	5
47	соответствии с	2	5
48	как и	11	5
49	что я	2	5
50	в основе	5	5
51	этом отношении	1	5
52	в ее	3	5
53	что он	4	5
54	в качестве	1	5
55	именно в	2	5
56	вместе с	2	5
57	а в	2	5
58	одним из	3	4
59	но не	5	4
60	по отношению	2	4
61	хотя и	4	4
62	и если	3	4
63	место в	2	4
64	даже в	1	4
65	никогда не	2	4
66	а также	4	4
67	в жизнь	1	4
68	в начале	2	4
69	из них	4	4
70	как будто	2	4
71	как у	5	4
72	по существу	5	4
73	и для	4	4
74	жизни в	3	4
75	отношению к	1	4
76	например в	5	3
77	свое место	1	3
78	той же	5	3
79	с ее	1	3
80	но уже	1	3
81	и наконец	2	3
82	и к	5	3
83	но в	5	3
84	на его	3	3
85	а затем	4	3
86	самим собой	1	3
87	в глазах	1	3
88	и тем	2	3
89	в слове	1	3
90	с точки	2	3
91	себе самому	6	3
92	по своей	9	3
93	потому что	5	3
94	в области	3	3
95	личности в	1	3
96	все еще	3	3
97	прежде всего	15	3
98	между тем	2	3
99	все время	1	3
100	уже не	1	3
101	в самом	2	3
102	наконец в	2	3
103	в соответствии	2	3
104	более того	6	3
105	и жизни	2	3
106	о чем	1	3
107	и а	1	3
108	как это	2	3
109	там где	1	3
110	жизнью в	1	3
111	в романе	1	3
112	на смену	1	3
113	жизни и	9	3
114	как на	1	3
115	а я	2	3
116	том числе	11	3
117	того же	2	2
118	как мы	5	2
119	я не	4	2
120	жизни как	4	2
121	мы и	2	2
122	то это	1	2
123	и на	18	2
124	время в	1	2
125	не могу	3	2
126	во всех	12	2
127	отношение к	6	2
128	я только	1	2
129	без другого	1	2
130	когда он	1	2
131	могли бы	1	2
132	всей художественной	1	2
133	не знает	4	2
134	жизнь как	1	2
135	так или	1	2
136	он в	2	2
137	но без	1	2
138	им в	1	2
139	особое место	2	2
140	все они	1	2
141	в нем	10	2
142	он все	1	2
143	о которой	1	2
144	не как	1	2
145	из ведущих	5	2
146	человека в	3	2
147	мог стать	1	2
148	и с	6	2
149	его в	2	2
150	знает что	1	2
151	было бы	5	2
152	и даже	2	2
153	лишь на	1	2
154	здесь это	1	2
155	той или	1	2
156	далеко не	2	2
157	не всегда	1	2
158	он и	1	2
159	несмотря на	2	2
160	и тогда	1	2
161	еще раз	5	2
162	и ее	6	2
163	от себя	1	2
164	вплоть до	4	2
165	других как	1	2
166	в конце	3	2
167	между людьми	3	2
168	не менее	3	2
169	другой стороны	1	2
170	а лишь	1	2
171	целом и	1	2
172	же самое	1	2
173	числе и	10	2
174	с образом	1	2
175	здесь как	3	2
176	мира и	2	2
177	и перед	1	2
178	о нем	1	2
179	можно сказать	8	2
180	что и	3	2
181	во всей	4	2
182	и об	1	2
183	но с	1	2
184	и одновременно	4	2
185	здесь не	4	2
186	с ними	1	2
187	со всеми	8	2
188	связи с	1	2
189	тем что	2	2
190	для того	1	2
191	или иной	1	2
192	не надо	1	2
193	или иначе	1	2
194	себя и	2	2
195	что не	1	2
196	с ней	3	2
197	выше и	2	2
198	все более	1	2
199	в полном	1	2
200	и потому	5	2
201	xix века	1	2
202	быть только	2	2
203	на свете	2	2
204	с этой	1	2
205	своей жизни	1	2
206	один из	6	2
207	это последнее	1	2
208	сознания и	1	2
209	что в	2	2
210	в каждой	1	2
211	внимание на	1	2
212	со второй	1	2
213	начале своего	1	2
214	отношением к	1	2
215	еще и	1	2
216	ее в	3	2
217	в своих	2	2
218	к этому	4	2
219	писателей в	2	2
220	от этой	1	1
221	и скрытой	2	1
222	до пределов	1	1
223	всем и	1	1
224	для творческого	1	1
225	и то	1	1
226	на самом	1	1
227	последний год	1	1
228	это и	1	1
229	и общественного	1	1
230	не признает	1	1
231	так уже	1	1
232	между двумя	1	1
233	из самых	2	1
234	его же	1	1
235	и до	5	1
236	в какой-то	4	1
237	наиболее существенным	1	1
238	века в	4	1
239	по его	1	1
240	мы уже	5	1
241	бы уже	1	1
242	и себя	1	1
243	этом не	1	1
244	о помощи	1	1
245	в последнем	1	1
246	говорить о	2	1
247	что иное	1	1
248	и со	1	1
249	пространство и	1	1
250	не знают	2	1
251	и он	1	1
252	в ней	7	1
253	проявляется в	4	1
254	в xix	1	1
255	он был	1	1
256	он сам	4	1
257	иное как	1	1
258	мысли и	1	1
259	в последних	1	1
260	этой почве	1	1
261	очень важным	1	1
262	чтоб не	1	1
263	с собою	1	1
264	не просто	1	1
265	друг от	1	1
266	нет и	1	1
267	значение имеет	1	1
268	человеку и	1	1
269	за пределы	1	1
270	в истории	3	1
271	независимо от	1	1
272	века так	1	1
273	с этим	2	1
274	в своем	1	1
275	что касается	2	1
276	перед нами	5	1
277	героев достоевского	2	1
278	более или	3	1
279	и человек	1	1
280	видения мира	1	1
281	жизни так	1	1
282	у каждого	1	1
283	с эпохи	1	1
284	уже в	2	1
285	как он	2	1
286	вы так	1	1
287	так сказать	5	1
288	европейской литературе	3	1
289	уступая свое	1	1
290	мир но	1	1
291	в определенном	1	1
292	тем не	2	1
293	он не	3	1
294	к героям	1	1
295	и еще	1	1
296	собой не	1	1
297	в силу	1	1
298	в акте	1	1
299	именно такова	1	1
300	людей и	1	1
301	прежде чем	2	1
302	последнее слово	1	1
303	здесь мы	2	1
304	слова и	3	1
305	на лестнице	1	1
306	и убеждается	1	1
307	значение в	4	1
308	всего наше	1	1
309	близкие по	1	1
310	на все	2	1
311	традиции и	2	1
312	второй половины	2	1
313	дух в	1	1
314	с другими	3	1
315	на миг	2	1
316	например с	1	1
317	целостности и	1	1
318	даже по	1	1
319	я хотел	1	1
320	который по	1	1
321	реальности и	1	1
322	в них	2	1
323	о которых	1	1
324	своей художественной	1	1
325	все равно	4	1
326	всеми другими	2	1
327	этого не	1	1
328	и уже	2	1
329	землею и	1	1
330	все моменты	1	1
331	чем в	1	1
