N	2gram	Bakhtin_sl_1	FransuaR
1	и в	41	45
2	то есть	26	25
3	и не	16	15
4	в этом	12	14
5	но в	8	14
6	не только	16	14
7	во всех	17	13
8	и его	14	13
9	в его	13	13
10	как бы	12	12
11	то же	14	11
12	в своем	3	11
13	в то	14	11
14	у рабле	3	11
15	в романе	21	11
16	в нем	30	10
17	и с	4	10
18	как и	4	10
19	в том	3	10
20	но и	16	10
21	прежде всего	8	10
22	же время	12	9
23	в ней	4	8
24	таким образом	9	8
25	в самой	1	8
26	как мы	8	8
27	жизни и	1	8
28	вовсе не	7	8
29	и др	14	8
30	так же	2	8
31	также и	3	7
32	он был	1	7
33	с его	4	7
34	мы видели	1	7
35	том что	2	7
36	не в	7	7
37	потому что	2	7
38	что и	1	7
39	на мир	4	7
40	и все	4	7
41	все это	5	7
42	здесь не	2	6
43	в этой	1	6
44	он не	3	6
45	всех этих	4	6
46	в них	6	6
47	в атмосфере	2	6
48	того чтобы	1	6
49	связи с	2	6
50	так и	11	6
51	так как	3	6
52	для того	2	6
53	одним из	4	5
54	например в	2	5
55	на самом	2	5
56	с ее	4	5
57	и на	14	5
58	хотя и	2	5
59	и к	5	5
60	в себя	1	5
61	и у	2	5
62	все эти	9	5
63	на этом	2	5
64	форм и	3	5
65	его в	3	5
66	с ним	7	5
67	этом отношении	1	5
68	мы видим	2	5
69	одной из	3	5
70	со всеми	1	5
71	и их	1	5
72	как раз	2	5
73	существенную роль	1	5
74	не может	14	5
75	но это	1	5
76	от всех	1	5
77	гете в	1	5
78	есть и	1	5
79	же как	2	4
80	мы уже	2	4
81	той же	2	4
82	его не	1	4
83	мы не	2	4
84	и о	2	4
85	в сущности	13	4
86	но не	2	4
87	в общем	1	4
88	перед нами	4	4
89	кроме того	4	4
90	в самом	5	4
91	по своему	2	4
92	зрения на	7	4
93	это было	1	4
94	точки зрения	16	4
95	известной степени	4	4
96	в их	4	4
97	до известной	2	4
98	в основе	5	4
99	у него	3	4
100	очень часто	1	4
101	и это	1	4
102	можно было	2	4
103	здесь как	1	4
104	ничего не	4	4
105	и здесь	3	4
106	о том	3	4
107	и во	3	4
108	только в	6	4
109	с этим	3	4
110	характерно что	2	4
111	и даже	6	4
112	здесь в	4	4
113	сказать что	2	4
114	а не	15	4
115	его как	2	4
116	для рабле	1	4
117	и от	4	4
118	бы в	1	4
119	все они	7	4
120	а также	2	4
121	а в	6	4
122	как на	1	4
123	почти всегда	3	3
124	ведь и	1	3
125	века в	2	3
126	единство и	3	3
127	но она	1	3
128	того же	6	3
129	и он	1	3
130	форм в	1	3
131	и возможности	1	3
132	из этих	3	3
133	менее всего	1	3
134	как в	8	3
135	в одной	1	3
136	вообще не	3	3
137	что она	1	3
138	связанные с	3	3
139	связанных с	4	3
140	ни в	1	3
141	он и	1	3
142	до сих	2	3
143	нисколько не	2	3
144	в своей	7	3
145	в которых	1	3
146	от его	3	3
147	не менее	1	3
148	мир и	1	3
149	дело в	1	3
150	от того	1	3
151	с полной	1	3
152	не могло	3	3
153	то время	2	3
154	в другом	2	3
155	часто в	1	3
156	нуждается в	1	3
157	это не	6	3
158	именно в	3	3
159	того что	3	3
160	и прежде	1	3
161	и одновременно	2	3
162	словом и	3	3
163	поэтому и	3	3
164	есть в	1	3
165	в поэзии	3	3
166	для него	3	3
167	в одном	2	3
168	но он	2	3
169	не было	3	3
170	на весь	1	3
171	о чем	1	3
172	там где	4	3
173	связь с	2	3
174	вместе с	1	3
175	в течение	1	3
176	по существу	3	3
177	сих пор	2	3
178	и для	4	3
179	с помощью	1	3
180	на этот	1	3
181	и другие	1	3
182	ту же	4	2
183	чтобы не	1	2
184	в этот	1	2
185	и есть	1	2
186	за все	1	2
187	с точки	8	2
188	и до	1	2
189	из его	1	2
190	и языка	1	2
191	мы говорили	1	2
192	из своих	2	2
193	в целом	2	2
194	в различных	1	2
195	в данном	3	2
196	в сторону	1	2
197	отличие от	1	2
198	нет и	1	2
199	между словом	2	2
200	в истории	3	2
201	все же	7	2
202	и наконец	4	2
203	может послужить	1	2
204	от этого	2	2
205	он в	5	2
206	роль в	2	2
207	и если	1	2
208	при этом	6	2
209	оно было	2	2
210	но именно	4	2
211	перестает быть	2	2
212	он должен	1	2
213	в начале	1	2
214	дистанции между	4	2
215	том же	4	2
216	конечно в	1	2
217	самого автора	2	2
218	на все	2	2
219	этих форм	1	2
220	лишь в	4	2
221	было бы	3	2
222	но их	1	2
223	смерть и	1	2
224	для них	2	2
225	рядом с	4	2
226	несмотря на	1	2
227	приближаются к	1	2
228	освобождает от	1	2
229	и без	1	2
230	не столько	1	2
231	из области	1	2
232	точку зрения	3	2
233	труда и	1	2
234	языков и	9	2
235	даже в	2	2
236	в отношении	6	2
237	на котором	1	2
238	слова но	1	2
239	взглянуть на	1	2
240	нее нет	1	2
241	видим что	1	2
242	которая не	3	2
243	за его	1	2
244	конечно и	2	2
245	с другом	2	2
246	в духе	2	2
247	не могут	3	2
248	что все	2	2
249	и слова	1	2
250	к тому	3	2
251	в каждом	4	2
252	должен быть	1	2
253	если мы	2	2
254	данном случае	3	2
255	так в	2	2
256	и что	1	2
257	на том	2	2
258	жизнь и	1	2
259	и вообще	2	2
260	особенности в	1	2
261	связанная с	1	2
262	можно сказать	2	2
263	в значительной	1	2
264	нас в	2	2
265	на всех	1	2
266	к нему	5	2
267	между тем	2	2
268	этих слов	1	2
269	переходит в	3	2
270	борьба с	1	2
271	и она	1	2
272	ли он	4	2
273	в эти	1	2
274	в качестве	3	2
275	в большинстве	10	2
276	большинстве случаев	6	2
277	языка но	4	2
278	в известной	2	2
279	здесь перед	1	2
280	у нее	1	2
281	может быть	14	2
282	гораздо сложнее	1	2
283	и только	1	2
284	в особенности	8	2
285	в ряде	1	2
286	в отличие	1	2
287	себя и	1	2
288	один из	4	2
289	на эту	1	2
290	произведение в	1	2
291	и слово	2	2
292	эти особенности	1	2
293	в пределах	14	2
294	конечно не	3	2
295	во все	1	2
296	и там	3	2
297	друг с	2	2
298	оставаясь в	2	2
299	слова и	13	2
300	в условиях	2	2
301	жизнью в	1	2
302	в эту	2	2
303	почти вовсе	5	2
304	хотя бы	3	2
305	в системе	1	2
306	всеми его	1	2
307	на фоне	7	2
308	становления и	1	2
309	одновременно и	2	2
310	свою правду	1	2
311	к этому	2	2
312	с жизнью	1	1
313	и через	1	1
314	связана с	2	1
315	не остается	1	1
316	рабле а	1	1
317	выражения в	1	1
318	играют в	1	1
319	он может	2	1
320	между всеми	1	1
321	это игра	1	1
322	далее и	1	1
323	то в	2	1
324	из самых	1	1
325	мировоззрения и	1	1
326	не имеют	1	1
327	которыми он	1	1
328	поэзии и	4	1
329	в несколько	1	1
330	а как	2	1
331	есть не	1	1
332	от всякой	3	1
333	в зародыше	1	1
334	та же	1	1
335	что уже	1	1
336	только эта	1	1
337	своим особым	1	1
338	целого в	1	1
339	в прямой	2	1
340	он присутствовал	1	1
341	и глубоко	1	1
342	столь же	2	1
343	время в	1	1
344	оттенками и	1	1
345	иногда почти	1	1
346	им еще	1	1
347	не исчерпываются	1	1
348	различия между	2	1
349	в ироническом	1	1
350	могло быть	1	1
351	не абстрактный	1	1
352	но как	1	1
353	свою жизнь	1	1
354	не все	1	1
355	не просто	1	1
356	в едином	1	1
357	и речи	2	1
358	эта роль	1	1
359	за пределы	4	1
360	что они	2	1
361	особенно у	2	1
362	конечно совершенно	1	1
363	характер и	1	1
364	его на	1	1
365	прямой и	3	1
366	романе все	2	1
367	первых двух	1	1
368	и где	1	1
