N	3gram	Vygotskiy__1	Tvorches
1	в то же	2	13
2	то же время	2	12
3	в том что	15	6
4	о том что	6	5
5	в конечном счете	1	4
6	дело в том	1	3
7	в соответствии с	1	3
8	с самого начала	8	3
9	том что в	2	2
10	на самом деле	1	2
11	в свою противоположность	1	2
12	точно так же	1	2
13	по крайней мере	1	2
14	в этой связи	1	2
15	в данном случае	2	2
16	не только в	1	2
17	во главе с	1	2
18	можно сказать что	4	2
19	к человеку как	1	2
20	и в то	1	2
21	тем не менее	1	2
22	хотя и не	1	1
23	между прочим в	1	1
24	но не существует	1	1
25	то же самое	3	1
26	в том же	1	1
27	в этом пункте	1	1
28	по отношению к	7	1
29	принцип удовольствия управляющий	1	1
30	в его понимании	1	1
31	до сих пор	4	1
32	он приходит к	1	1
33	в своей книге	1	1
34	говорить о том	1	1
35	что он не	1	1
36	в отличие от	1	1
37	в первую очередь	3	1
38	только то что	1	1
39	то что в	1	1
40	же самое время	1	1
41	а вместе с	1	1
42	они представляют собой	1	1
43	заключает в себе	1	1
44	с самим собой	1	1
45	означает в то	1	1
46	вместе с тем	5	1
47	полном согласии с	1	1
48	все более и	2	1
49	ту или иную	1	1
50	следует рассматривать в	1	1
51	в ту же	1	1
52	в этой области	1	1
53	с одной стороны	8	1
54	в конце концов	1	1
55	том же заколдованном	1	1
56	в известном смысле	2	1
57	мышления как говорит	1	1
58	и как бы	1	1
59	прямо и недвусмысленно	1	1
60	же заколдованном кругу	1	1
61	прочим в том	1	1
62	что у него	1	1
63	то что может	1	1
64	я не могу	2	1
65	в самом конце	1	1
66	не мог не	1	1
67	и вот в	1	1
68	он не боится	1	1
69	что может быть	2	1
70	заключается в том	6	1
71	в свою очередь	3	1
72	здесь нет нужды	1	1
73	это значит что	1	1
74	более и более	2	1
75	мысли и не	1	1
76	с другой стороны	9	1
77	таким образом и	2	1
78	в полном согласии	1	1
79	к тому что	3	1
80	к вопросу о	1	1
81	но тем самым	1	1
82	как и в	1	1
83	является как бы	1	1
84	при этом она	1	1
85	и т д	1	1
