N	3gram	Losev_Prob_4	VeschiIm
1	и т д	3	20
2	это значит что	7	17
3	бы то ни	1	9
4	то ни было	1	9
5	и больше ничего	2	9
6	что иное как	2	8
7	не что иное	2	8
8	т д и	1	7
9	д и т	1	7
10	по крайней мере	6	6
11	не есть ни	2	6
12	в том что	8	6
13	на то что	1	6
14	в чем же	1	5
15	одно и то	1	5
16	содержит в себе	8	5
17	значит что мы	1	5
18	есть не что	2	5
19	в свою очередь	1	5
20	тем не менее	10	5
21	с точки зрения	11	4
22	и то что	1	4
23	не только в	4	4
24	в то же	2	4
25	не есть просто	1	4
26	более или менее	2	3
27	можно ли сказать	2	3
28	ли сказать что	1	3
29	и в то	1	3
30	сам по себе	6	3
31	можно было бы	4	3
32	то и другое	3	3
33	вместе с тем	3	3
34	только то что	1	3
35	само по себе	1	3
36	вообще не есть	1	3
37	сама по себе	2	3
38	что в результате	1	2
39	то это значит	1	2
40	этой точки зрения	1	2
41	дело в том	1	2
42	но даже и	4	2
43	о том как	1	2
44	то что не	1	2
45	ничто не мешает	1	2
46	в основе своей	1	2
47	с этой точки	1	2
48	в отдельности и	1	2
49	и в частности	2	2
50	о вещах и	1	2
51	в данном случае	5	2
52	которая была бы	1	2
53	и не просто	2	2
54	заключается в том	2	2
55	к тому что	1	2
56	так что в	1	2
57	с бесконечно разнообразной	1	1
58	и может быть	1	1
59	только в виде	2	1
60	общего ни с	2	1
61	представим себе что	1	1
62	есть только и	1	1
63	только потому что	1	1
64	заключается не в	1	1
65	даже больше того	1	1
66	что то же	1	1
67	мало и этого	1	1
68	между прочим и	1	1
69	далеко не все	1	1
70	это было бы	1	1
71	хотя уже и	1	1
72	как и во	1	1
73	то ясно что	1	1
74	в этом смысле	3	1
75	том что он	1	1
76	между собою и	1	1
77	и все эти	1	1
78	но ясно что	1	1
79	и есть не	1	1
80	как раз и	1	1
81	но она является	1	1
82	до сих пор	1	1
83	и не может	1	1
84	тот или иной	2	1
85	сих пор мы	1	1
86	в зависимости от	3	1
87	сами по себе	2	1
88	в смысловом отношении	2	1
89	необходимо думать что	1	1
90	что он не	1	1
91	не то что	1	1
92	по себе и	1	1
93	также и то	1	1
94	больше ничего в	1	1
95	по одному этому	2	1
96	также что это	1	1
97	в себе и	2	1
98	что не только	1	1
99	и для всех	1	1
100	а без этого	1	1
101	имеют в виду	1	1
102	не просто теоретически	1	1
103	и говорить о	1	1
104	такой вещи которая	1	1
105	ничего общего ни	2	1
106	тем или другим	1	1
107	это и значит	1	1
108	и не в	1	1
109	есть то что	1	1
110	и тем не	3	1
111	ни в какой	4	1
112	даже и не	2	1
113	хотя бы и	2	1
114	ясно также что	1	1
115	она есть субстанция	1	1
116	потому что он	2	1
117	и вот эта	1	1
118	то время как	2	1
119	является не просто	1	1
120	бы и не	1	1
121	себя самого во	1	1
122	так же как	1	1
123	в том чтобы	2	1
124	то что есть	1	1
125	мы не знаем	1	1
126	ни к какому	1	1
127	с одной стороны	1	1
128	есть сама вещь	1	1
129	в конце концов	1	1
130	и уж тем	1	1
131	каких бы то	1	1
132	и потому что	1	1
133	виде потому что	1	1
134	на еще более	1	1
135	а тем не	1	1
136	пусть хотя бы	3	1
137	тех или других	1	1
138	или по крайней	2	1
139	и как бы	1	1
140	не в том	1	1
141	в каком случае	3	1
142	но если оно	1	1
143	не относится к	1	1
144	уже по одному	2	1
145	потому что она	2	1
146	это не значит	1	1
147	еще и потому	1	1
148	только в очень	1	1
149	а только в	1	1
150	с другой стороны	6	1
151	вещь есть нечто	2	1
152	несмотря ни на	2	1
153	нисколько не мешает	1	1
154	и во всяком	3	1
155	никак нельзя сказать	1	1
156	а в том	1	1
157	уж тем более	1	1
158	в одном и	1	1
159	ни в каком	5	1
160	не есть нечто	1	1
161	только на то	1	1
162	взятый сам по	2	1
163	во всяком случае	4	1
164	вовсе не есть	2	1
165	в таком понимании	1	1
166	в подлинном смысле	1	1
167	том смысле что	1	1
168	в то время	2	1
169	или что то	1	1
170	говорили выше что	1	1
171	несет с собой	1	1
172	чем же дело?	1	1
173	и вместе с	1	1
174	это и есть	1	1
175	можно только так	1	1
176	о том что	3	1
177	в их фактическом	1	1
178	и когда в	1	1
179	только и можно	3	1
180	не может существовать	1	1
181	не только не	4	1
182	вопрос о том	1	1
183	и прежде всего	2	1
184	именно потому что	1	1
185	но все же	1	1
186	не говорит о	1	1
187	становления и в	1	1
188	что также и	1	1
189	и какова его	1	1
190	для того чтобы	2	1
191	конечно ничто не	1	1
192	являются не просто	1	1
193	в том смысле	2	1
194	не значит что	1	1
195	и значит быть	1	1
196	мы замечаем что	1	1
197	тех или иных	3	1
198	понятие должно быть	1	1
199	ни на какие	1	1
200	свидетельствует о том	1	1
201	остановиться на одной	1	1
202	а если мы	1	1
203	несмотря на все	1	1
204	это значит во-первых	1	1
205	было бы представить	1	1
206	и только в	2	1
