N	2gram	Vygotskiy__1	OGranits
1	и в	23	13
2	и его	6	12
3	прежде всего	10	9
4	может быть	14	8
5	не может	12	8
6	и не	9	8
7	в его	14	7
8	и пр	2	7
9	точки зрения	26	7
10	социального общения	1	6
11	только в	6	6
12	как бы	11	6
13	не только	16	6
14	то что	17	6
15	мы должны	5	6
16	таким образом	26	6
17	языка и	1	5
18	и т.д	5	5
19	все же	3	5
20	и наконец	2	5
21	с точки	18	5
22	в процессе	8	5
23	хотя бы	4	5
24	мы не	7	4
25	но мы	1	4
26	слов и	1	4
27	но в	5	4
28	вопроса о	2	4
29	мы можем	6	4
30	то же	8	4
31	лишь в	6	4
32	в сознании	1	4
33	в своей	4	4
34	было бы	4	4
35	все это	6	4
36	только и	1	4
37	в двух	2	4
38	не является	9	4
39	материала в	1	4
40	связана с	2	3
41	и то	3	3
42	в ее	2	3
43	самом деле	3	3
44	так и	5	3
45	говорить о	2	3
46	в их	3	3
47	по отношению	7	3
48	за пределы	2	3
49	с этим	6	3
50	в которой	3	3
51	в себе	6	3
52	к единству	4	3
53	к одному	1	3
54	в одном	4	3
55	так как	7	3
56	одно и	2	3
57	но и	14	3
58	слово в	1	3
59	как и	14	3
60	со всей	4	3
61	я хочу	1	3
62	точку зрения	2	3
63	что же	1	3
64	не в	4	3
65	есть прежде	2	3
66	но для	1	3
67	и для	1	3
68	никогда не	2	3
69	и все	5	3
70	превращается в	3	3
71	отношению к	7	3
72	не столько	4	3
73	что в	14	3
74	поставить вопрос	1	3
75	и наиболее	2	2
76	смысле слова	3	2
77	для себя	4	2
78	и др	1	2
79	данном случае	2	2
80	зависимости от	2	2
81	только его	1	2
82	на две	3	2
83	мы уже	1	2
84	есть не	2	2
85	к анализу	3	2
86	человеческой речи	8	2
87	представлений и	1	2
88	их организации	1	2
89	если бы	5	2
90	и делают	1	2
91	может в	1	2
92	с самого	8	2
93	себе что	1	2
94	грамматики и	1	2
95	для исследования	1	2
96	в ней	1	2
97	ее в	2	2
98	а также	1	2
99	в чем	4	2
100	между тем	9	2
101	организации в	1	2
102	в общем	3	2
103	нуждается в	2	2
104	во всей	4	2
105	что они	3	2
106	вслед за	2	2
107	наконец в	2	2
108	к сожалению	2	2
109	чем же	1	2
110	и следовательно	3	2
111	может иметь	1	2
112	его на	2	2
113	как в	4	2
114	только ее	1	2
115	в данном	2	2
116	в этом	17	2
117	в лингвистике	1	2
118	в полном	1	2
119	в том	24	2
120	мы видим	4	2
121	в действительности	1	2
122	от этого	2	2
123	которое мы	3	2
124	в целом	20	2
125	и тем	6	2
126	все эти	4	2
127	с одной	8	2
128	учение о	3	2
129	уже в	3	2
130	иным как	1	2
131	в нем	1	2
132	связанные с	1	2
133	при этом	4	2
134	для него	2	2
135	в другом	7	2
136	отношений между	4	2
137	крика и	1	2
138	вовсе не	3	2
139	в зависимости	2	2
140	которые только	1	2
141	о языке	1	2
142	символов и	1	2
143	общения и	3	2
144	тем что	6	2
145	в них	2	2
146	этой проблемы	8	2
147	в области	3	2
148	с другой	10	2
149	всей своей	1	2
150	в самом	7	2
151	она является	1	2
152	одной стороны	9	2
153	соответствии с	1	2
154	более того	1	2
155	не на	1	2
156	а не	3	2
157	другой стороны	9	2
158	там где	2	2
159	не мог	1	2
160	несмотря на	2	2
161	том что	21	2
162	с помощью	13	2
163	от своего	1	2
164	и при	2	2
165	и ее	7	2
166	так же	16	2
167	в отношении	10	2
168	который мы	2	2
169	в течение	2	2
170	в тех	1	2
171	с этой	6	2
172	слова и	5	2
173	не менее	1	2
174	что эта	2	2
175	самого начала	8	2
176	разумеется что	1	2
177	и эмоций	1	2
178	не имеет	2	2
179	в книге	1	2
180	сознания и	3	2
181	от всех	3	2
182	бы в	5	2
183	и является	1	2
184	во всем	3	2
185	а в	2	2
186	еще в	1	2
187	и к	4	2
188	могут быть	3	2
189	и лингвистики	1	2
190	в своих	5	2
191	каждое слово	1	2
192	вопросы связанные	1	2
193	к тому	4	2
194	и это	3	1
195	она отражается	1	1
196	одним из	1	1
197	также и	1	1
198	же как	6	1
199	человека и	3	1
200	функции в	4	1
201	в виду	1	1
202	как известно	3	1
203	на основе	1	1
204	концепции является	1	1
205	что до	1	1
206	речи во	1	1
207	в собственном	5	1
208	но тем	2	1
209	нам кажется	1	1
210	проблема связи	1	1
211	в чрезвычайно	1	1
212	ту же	1	1
213	включает в	1	1
214	и до	2	1
215	в нашу	1	1
216	он всегда	1	1
217	не имеют	1	1
218	собственном смысле	5	1
219	едва ли	2	1
220	мышления но	4	1
221	можно было	3	1
222	в нескольких	1	1
223	элемента не	1	1
224	в борьбе	1	1
225	здесь нет	1	1
226	неизбежно превращается	1	1
227	на первом	1	1
228	возможно только	1	1
229	является наиболее	2	1
230	мыслью и	7	1
231	может входить	1	1
232	вопрос о	7	1
233	для этого	5	1
234	нам удалось	1	1
235	фактов но	1	1
236	по себе	5	1
237	по мере	4	1
238	исследования в	4	1
239	этой концепции	2	1
240	мы попытались	2	1
241	его за	1	1
242	с ее	1	1
243	и который	3	1
244	из того	5	1
245	но даже	1	1
246	то это	1	1
247	приближается к	1	1
248	виде но	1	1
249	другом месте	6	1
250	он пытается	1	1
251	всем протяжении	2	1
252	с большим	1	1
253	внимание на	1	1
254	и что	5	1
255	еще не	1	1
256	связи со	1	1
257	нам представляется	1	1
258	столь же	6	1
259	звуков в	1	1
260	в различных	1	1
261	не могу	3	1
262	общение в	1	1
263	же самые	1	1
264	в конечном	1	1
265	развития не	1	1
266	на самом	1	1
267	но не	4	1
268	то он	1	1
269	пищи и	1	1
270	же является	1	1
271	и речи	38	1
272	на то	5	1
273	один и	1	1
274	детей и	1	1
275	в истории	1	1
276	в одной	3	1
277	и последнее	1	1
278	мышление и	3	1
279	другой или	1	1
280	в своем	3	1
281	как из	1	1
282	этот метод	2	1
283	воззрений на	1	1
284	по своей	5	1
285	что касается	1	1
286	один из	2	1
287	моменты в	1	1
288	тех случаях	2	1
289	собой разумеется	1	1
290	и как	5	1
291	его к	1	1
292	одной из	1	1
293	этот вопрос	3	1
294	что он	7	1
295	звука и	1	1
296	или иную	1	1
297	может привести	2	1
298	который в	3	1
299	в значительной	2	1
300	в предшествующей	1	1
301	такого воззрения	1	1
302	сам собой	1	1
303	процессов в	2	1
304	по которым	1	1
305	функции детской	1	1
306	со всеми	2	1
307	выражение в	1	1
308	подробно на	1	1
309	в этой	7	1
310	для всех	4	1
311	что к	1	1
312	с их	1	1
313	остановиться на	1	1
314	в дальнейшем	1	1
315	сюда относятся	1	1
316	само собой	1	1
317	на всем	2	1
318	не пытается	1	1
319	не можем	1	1
320	и у	1	1
321	к общей	1	1
322	остановиться в	1	1
323	и если	3	1
324	к слову	6	1
325	является не	1	1
326	что она	4	1
327	речь в	2	1
328	или даже	2	1
329	и других	3	1
330	постановка вопроса	1	1
331	конечном счете	1	1
332	ту или	2	1
333	одно из	2	1
334	в узком	1	1
335	состоит в	1	1
336	звуковой и	1	1
337	в виде	2	1
338	внутренней речи	9	1
339	как их	1	1
340	мы полагаем	1	1
341	в открытой	1	1
342	проблемы не	1	1
343	в конце	2	1
344	на службу	1	1
345	но что	1	1
346	только с	1	1
347	которое является	1	1
348	из него	1	1
349	и никогда	1	1
350	отличие от	1	1
351	на этом	2	1
352	его можно	1	1
353	в изолированном	1	1
354	входящих в	1	1
355	путем сопоставления	1	1
356	и вместе	1	1
357	ее на	4	1
358	только решить	2	1
359	для того	15	1
360	предмету но	1	1
361	в совершенно	1	1
362	может возникнуть	1	1
363	особенности в	1	1
364	на все	3	1
365	мы это	1	1
366	этого мы	2	1
367	и здесь	1	1
368	от другой	1	1
369	как к	1	1
370	главное и	1	1
371	с известным	1	1
372	если говорить	1	1
373	чтобы заметить	1	1
374	истину что	1	1
375	если только	1	1
376	свести к	3	1
377	общения а	1	1
378	в предисловии	1	1
379	заключается в	8	1
380	второго направления	1	1
381	в природе	3	1
382	между отдельными	3	1
383	лежит в	2	1
384	чтобы передать	1	1
385	еще одно	1	1
386	слово но	1	1
387	что мы	5	1
388	детской речи	9	1
389	обратиться к	3	1
390	больше и	1	1
391	этом мы	1	1
392	для них	1	1
393	образом мы	1	1
394	и во-вторых	2	1
395	о которых	1	1
396	не было	1	1
397	которые не	3	1
398	письменной речи	2	1
399	сдвиг в	1	1
400	тенденций которые	2	1
401	которой он	1	1
402	когда я	1	1
403	как ни	1	1
404	же точно	9	1
405	все время	6	1
406	уже у	1	1
407	отнюдь не	1	1
408	отражается в	1	1
409	должно быть	2	1
410	такой же	3	1
411	теоретической и	1	1
412	автора и	1	1
413	сразу в	1	1
414	особенностей и	1	1
415	если не	3	1
416	связаны между	1	1
417	существующих в	2	1
418	решить но	2	1
419	которую он	1	1
420	этих систем	1	1
421	связь с	1	1
422	но если	1	1
423	себе в	1	1
424	которую мы	4	1
425	при изучении	1	1
426	ко всем	3	1
427	в такой	3	1
428	как это	2	1
429	когда ребенок	1	1
430	вывод можно	1	1
431	однако этот	1	1
432	представление о	2	1
433	всей полноте	1	1
434	и столь	1	1
435	в отличие	1	1
436	в которых	3	1
437	мысли и	6	1
438	бы что	2	1
439	бы мы	1	1
440	к этому	4	1
441	такого рода	1	1
442	тому как	1	1
443	и вот	2	1
444	семантики и	1	1
445	высказывания и	1	1
446	переходе от	2	1
447	рисует в	1	1
448	тем не	1	1
449	речи в	14	1
450	и более	5	1
451	их в	4	1
452	в ряду	1	1
453	для понимания	1	1
454	т.е на	1	1
455	что говоря	2	1
456	этого слова	4	1
457	только то	1	1
458	это является	1	1
459	в контексте	1	1
460	тому что	5	1
461	является для	2	1
462	до конца	1	1
463	вплоть до	1	1
464	и развивается	1	1
465	о значении	1	1
466	и оно	1	1
467	всего его	3	1
468	точно и	2	1
469	психической жизни	3	1
470	в то	7	1
471	как о	1	1
472	мысли в	5	1
473	в какую-то	1	1
474	сознании и	1	1
475	она ни	1	1
476	к новым	1	1
477	ребенке как	1	1
478	вопрос в	1	1
479	случаях когда	1	1
480	того чтобы	17	1
481	мышления в	8	1
482	в самых	3	1
483	само по	1	1
484	не существует	1	1
485	отношений и	1	1
486	в общее	2	1
487	или в	1	1
488	на одном	1	1
489	того как	2	1
490	в самой	1	1
491	именно с	1	1
492	находятся в	1	1
493	который является	1	1
494	же время	2	1
495	является той	1	1
496	в основе	8	1
497	находит свое	1	1
498	тем более	5	1
499	гораздо богаче	1	1
500	за исключением	1	1
501	говоря словами	3	1
502	только что	4	1
503	потому что	6	1
504	в новых	3	1
505	связи с	3	1
506	эти три	2	1
507	этом отношении	4	1
508	не вполне	1	1
509	об этом	3	1
510	понимания и	1	1
511	сказать что	11	1
512	речи и	28	1
513	впервые в	1	1
514	связей и	2	1
515	работы и	2	1
516	все то	1	1
517	его мышления	3	1
518	материала или	1	1
519	к чистому	1	1
520	поэтому не	1	1
521	и именно	1	1
522	не входит	1	1
523	типа и	1	1
524	когда мы	1	1
525	во все	1	1
526	детского языка	3	1
527	речь которая	1	1
528	ли не	1	1
529	про себя	2	1
530	с его	4	1
531	в совокупности	1	1
532	его понимании	1	1
533	указать на	1	1
534	же самое	3	1
535	должны быть	1	1
536	всего в	2	1
537	вместе с	9	1
538	упреков в	1	1
539	например в	1	1
540	по поводу	1	1
541	слово уже	1	1
542	особенности и	1	1
543	что при	1	1
544	этой точки	1	1
