N	2gram	Trubetskoy_1	StatiiOP
1	и в	14	25
2	в этом	17	24
3	в том	17	20
4	что он	6	19
5	может быть	9	19
6	тем что	3	19
7	что в	4	19
8	что это	3	16
9	том что	9	15
10	в этой	4	14
11	не только	9	12
12	в его	4	12
13	то что	13	12
14	в этих	2	11
15	так что	2	11
16	таким образом	11	10
17	прежде всего	8	10
18	и не	19	10
19	у него	2	9
20	но и	10	9
21	и т	3	8
22	все это	6	8
23	о том	7	8
24	в своих	6	8
25	с этим	2	7
26	это не	1	7
27	было бы	5	7
28	в то	10	7
29	не может	22	7
30	что касается	1	7
31	точки зрения	11	7
32	что такое	2	7
33	место в	2	6
34	и на	5	6
35	из этих	3	6
36	не в	4	6
37	между тем	5	6
38	только в	5	6
39	в конце	3	6
40	в области	2	6
41	в россии	6	6
42	как бы	4	6
43	а в	5	6
44	как на	8	6
45	то же	11	5
46	но в	2	5
47	на то	5	5
48	он не	5	5
49	об этом	1	5
50	на почве	2	5
51	ни в	2	5
52	в котором	2	5
53	потому что	5	5
54	и это	1	5
55	так и	1	5
56	отметить что	2	5
57	с другой	1	5
58	связано с	1	5
59	а не	2	5
60	того что	3	5
61	что эти	1	4
62	в которой	1	4
63	из которых	5	4
64	точка зрения	1	4
65	в общем	1	4
66	все же	4	4
67	не было	3	4
68	и к	6	4
69	то в	3	4
70	на его	1	4
71	состоит в	2	4
72	лишь в	3	4
73	для россии	2	4
74	и тем	2	4
75	в жизни	1	4
76	с тем	6	4
77	как и	4	4
78	по крайней	1	4
79	с точки	9	4
80	к ней	1	4
81	этом отношении	1	4
82	отличается от	2	4
83	в ней	2	4
84	и с	7	4
85	если бы	6	4
86	можно сказать	1	4
87	к нему	2	4
88	всего в	1	4
89	в качестве	3	4
90	в начале	2	4
91	всяком случае	6	4
92	крайней мере	1	4
93	связь с	1	4
94	в течение	2	4
95	это есть	2	4
96	и для	6	4
97	в отдельных	1	4
98	но это	2	4
99	была бы	1	4
100	в своей	5	4
101	из этого	3	4
102	это в	2	4
103	можно назвать	1	4
104	во всяком	9	4
105	говорить о	3	3
106	он был	1	3
107	что по	1	3
108	и наконец	2	3
109	все эти	2	3
110	и если	7	3
111	всех этих	3	3
112	в другом	3	3
113	о которых	3	3
114	несмотря на	3	3
115	в их	4	3
116	и народ	1	3
117	и более	2	3
118	на эти	1	3
119	тому что	2	3
120	во время	2	3
121	же время	10	3
122	связи с	3	3
123	что все	3	3
124	со стороны	4	3
125	и что	2	3
126	по этому	2	3
127	уже не	2	3
128	не так	2	3
129	для него	6	3
130	так как	4	3
131	в некоторых	2	3
132	не является	1	3
133	связан с	1	3
134	к которому	1	3
135	что для	3	3
136	до конца	1	3
137	с которым	1	3
138	в связи	1	3
139	каждая из	1	3
140	с этой	1	3
141	между прочим	1	3
142	тем более	1	3
143	конце концов	3	3
144	все они	3	3
145	к этому	1	3
146	в виде	3	3
147	речь идет	2	2
148	самом деле	7	2
149	он может	1	2
150	к своей	1	2
151	и за	1	2
152	в сущности	1	2
153	того же	1	2
154	разумеется не	1	2
155	не был	1	2
156	во всех	5	2
157	важно отметить	1	2
158	россии и	3	2
159	но как	1	2
160	только тогда	1	2
161	если в	6	2
162	не просто	2	2
163	нет и	1	2
164	что они	3	2
165	им в	1	2
166	в самом	3	2
167	формы в	1	2
168	во многих	2	2
169	и тот	2	2
170	он считает	1	2
171	о которой	1	2
172	том чтобы	3	2
173	чтобы в	2	2
174	и по	3	2
175	но все	1	2
176	может создать	1	2
177	а по	1	2
178	то есть	1	2
179	заключается в	1	2
180	ее в	2	2
181	а с	2	2
182	жизни но	1	2
183	мы не	1	2
184	такой же	1	2
185	и тогда	2	2
186	нас не	1	2
187	в такой	1	2
188	не столько	1	2
189	в которых	1	2
190	точку зрения	4	2
191	тем не	1	2
192	для этого	3	2
193	не была	1	2
194	это особенно	1	2
195	если и	1	2
196	не менее	1	2
197	что эта	1	2
198	самого начала	1	2
199	тогда когда	4	2
200	одна из	3	2
201	так чтобы	3	2
202	этот тип	1	2
203	никогда не	5	2
204	найти в	1	2
205	и всегда	1	2
206	в русском	1	2
207	более что	1	2
208	на себе	1	2
209	существуют в	1	2
210	от того	4	2
211	могут быть	1	2
212	к тому	7	2
213	для того	6	2
214	на это	2	2
215	должен быть	1	2
216	как мы	1	2
217	с ее	1	2
218	без всякого	1	2
219	с самого	1	2
220	что у	1	2
221	или в	3	2
222	что отдельные	1	2
223	одного из	1	2
224	что его	1	2
225	и во	3	2
226	от них	1	2
227	борьба с	1	2
228	а потому	5	2
229	и только	5	2
230	и других	1	2
231	движения в	1	2
232	еще не	3	2
233	отказ от	1	2
234	и у	1	2
235	то и	1	2
236	несомненно в	1	2
237	а то	1	2
238	вовсе не	1	2
239	или иной	5	2
240	до сих	5	2
241	себя и	5	2
242	что не	1	2
243	не на	1	2
244	этот человек	2	2
245	ни на	1	2
246	вместе с	4	2
247	в одной	1	2
248	но не	4	2
249	к такому	2	2
250	быть не	1	2
251	этого слова	1	2
252	сих пор	5	2
253	один из	1	2
254	с элементами	1	2
255	в результате	2	2
256	в духе	1	2
257	и ни	3	2
