N	2gram	Bakhtin_Pr_3	Problema
1	то есть	48	46
2	в его	8	43
3	и не	15	42
4	и в	53	38
5	не может	2	27
6	может быть	12	26
7	как бы	14	22
8	по отношению	2	21
9	отношению к	1	19
10	и с	6	17
11	и его	10	16
12	в этом	8	15
13	в нем	10	15
14	только в	4	13
15	прежде всего	15	13
16	независимо от	1	13
17	но не	5	12
18	за пределы	1	12
19	во всех	12	11
20	в области	3	11
21	и для	4	11
22	отношение к	6	10
23	таким образом	6	10
24	в их	2	10
25	не только	4	9
26	его в	2	9
27	но и	7	9
28	было бы	5	8
29	точки зрения	4	8
30	место в	2	8
31	в том	14	8
32	и др	14	8
33	то что	9	8
34	еще не	5	7
35	в самом	2	7
36	в плане	1	7
37	как и	11	7
38	не в	2	7
39	как мы	5	7
40	с другой	2	7
41	между тем	2	7
42	отметить что	2	7
43	с помощью	1	7
44	в своей	3	7
45	что в	2	7
46	на основе	2	6
47	там где	1	6
48	и наконец	2	6
49	не к	1	6
50	не всегда	1	6
51	с точки	2	6
52	и этим	1	6
53	ничего не	6	6
54	дело с	1	6
55	содержания и	1	6
56	мы можем	5	6
57	а в	2	6
58	отличие от	1	5
59	в своем	1	5
60	все эти	9	5
61	при этом	3	5
62	то же	6	5
63	это не	6	5
64	в них	2	5
65	рядом с	1	5
66	далеко не	2	5
67	в отличие	1	5
68	творчества и	1	5
69	так и	6	5
70	его целом	1	5
71	в основе	5	5
72	никогда не	2	5
73	с ним	2	5
74	и прежде	6	5
75	конечно не	4	5
76	большинстве случаев	4	5
77	дело и	1	5
78	в большинстве	4	5
79	а не	11	5
80	могут быть	4	5
81	быть только	2	5
82	формы и	3	5
83	все они	1	5
84	мы здесь	3	4
85	на самом	1	4
86	конечно и	4	4
87	в ней	7	4
88	но конечно	1	4
89	относится к	1	4
90	как в	7	4
91	но в	5	4
92	в себе	5	4
93	перестает быть	1	4
94	не менее	3	4
95	но они	4	4
96	тем самым	1	4
97	в то	5	4
98	должны быть	1	4
99	здесь не	4	4
100	в ее	3	4
101	можно было	1	4
102	о том	2	4
103	от всех	1	4
104	с ними	1	4
105	всех его	1	4
106	в других	1	4
107	в форме	6	4
108	что не	1	4
109	в романе	1	4
