N	3gram	Bakhtin_Pr_3	VelikijI
1	о великом инквизиторе	1	4
2	за то что	1	3
3	к тому что	1	3
4	а между тем	3	2
5	то что я	2	2
6	легенда о великом	1	2
7	в нем нет	1	2
8	не в силах	2	2
9	в том что	1	2
10	и т д	2	2
11	но все же	1	1
12	не верит что	1	1
13	и во всяком	1	1
14	если б и	1	1
15	т д и	1	1
16	да и то	1	1
17	то что ты	1	1
18	хотя бы и	2	1
19	бы то ни	4	1
20	по крайней мере	3	1
21	вместе с тем	2	1
22	с ними как	1	1
23	реакция на нее	1	1
24	того что он	2	1
25	в конце концов	3	1
26	и в этом	2	1
27	и не было	1	1
28	с другой стороны	3	1
29	как бы в	1	1
30	раз и навсегда	1	1
31	всех людей он	1	1
32	так и в	2	1
33	и вместе с	1	1
34	и все это	3	1
35	и сам это	1	1
36	как и в	1	1
