N	3gram	Tiupa_Teor_1	Psycholo
1	в том что	8	17
2	для того чтобы	1	13
3	с точки зрения	3	10
4	заключается в том	1	10
5	не может быть	4	8
6	так же точно	1	7
7	то же самое	1	6
8	в художественном произведении	1	5
9	что в основе	2	4
10	том случае если	1	4
11	в том случае	1	4
12	так же как	1	4
13	в данном случае	5	4
14	тем не менее	3	4
15	о том что	1	4
16	том что она	1	3
17	точно так же	1	3
18	в то время	1	3
19	в конечном счете	6	3
20	таким образом и	1	3
21	в отношении к	1	3
22	том что в	1	2
23	то есть как	1	2
24	состоит в том	5	2
25	это было бы	1	2
26	подобно тому как	1	2
27	как и в	2	2
28	а на деле	1	2
29	бы то ни	1	2
30	то же время	5	2
31	в свою очередь	2	2
32	того или иного	3	2
33	ту же самую	1	2
34	с другой стороны	5	2
35	в то же	5	2
36	заключает в себе	1	2
37	к тому что	2	2
38	же точно и	1	2
39	и того же	3	1
40	а между тем	1	1
41	что иное как	1	1
42	произведения искусства она	1	1
43	в данный момент	2	1
44	в русской поэзии	2	1
45	имеем в виду	3	1
46	искусство никогда не	1	1
47	в этом смысле	2	1
48	может быть признано	1	1
49	никак не может	1	1
50	той же природы	1	1
51	между тем в	1	1
52	бы можно было	1	1
53	в отличие от	6	1
54	только то что	1	1
55	не менее чем	1	1
56	в обычной речи	1	1
57	но он не	1	1
58	а с другой	2	1
59	и без остатка	1	1
60	в основе своей	1	1
61	в противном случае	1	1
62	по крайней мере	1	1
63	то или иное	1	1
64	не могли бы	1	1
65	одно и то	1	1
66	то ни было	1	1
67	приводит к тому	2	1
68	здесь мы имеем	1	1
69	в основе его	1	1
70	с одной стороны	2	1
71	не в самом	2	1
72	и то же	1	1
73	бы вбирает в	1	1
74	не более чем	1	1
75	точки зрения и	1	1
76	в произведении искусства	1	1
77	с тем же	1	1
78	не могут быть	2	1
79	имеем дело с	1	1
80	в одном случае	1	1
81	в связи с	1	1
82	более или менее	2	1
83	есть не что	1	1
84	в русском языке	1	1
85	обычной речи и	1	1
86	может быть это	1	1
87	как бы вбирает	1	1
88	мы имеем в	3	1
89	и тем самым	2	1
90	при этом что	1	1
91	не только не	2	1
92	именно потому что	1	1
93	можно сказать что	2	1
94	одного и того	3	1
95	друг от друга	1	1
96	самое существенное для	1	1
97	больше и больше	1	1
98	не что иное	1	1
99	в первом случае	1	1
100	то что они	1	1
101	вбирает в себя	1	1
