N	2gram	Ircho_Kome_3	FransuaR
1	и в	22	41
2	во всех	2	17
3	таким образом	12	17
4	в нем	3	16
5	и с	4	16
6	и его	6	13
7	но и	4	13
8	в этом	8	12
9	как мы	2	12
10	все эти	1	11
11	все это	5	11
12	в самом	9	10
13	не только	5	10
14	так как	11	10
15	прежде всего	5	10
16	то что	4	10
17	и на	2	9
18	во время	6	9
19	о том	8	9
20	и все	2	9
21	здесь и	2	8
22	в сущности	2	8
23	но в	5	8
24	в этой	3	8
25	никогда не	3	8
26	и до	1	7
27	в них	3	7
28	как и	3	7
29	том что	13	7
30	в его	8	7
31	вовсе не	4	7
32	у него	4	7
33	как бы	3	7
34	что в	5	7
35	например в	1	6
36	в эпоху	2	6
37	в то	6	6
38	в образе	2	6
39	один из	3	6
40	мы видим	1	6
41	с помощью	4	6
42	вместе с	9	6
43	или в	1	6
44	сказать что	1	6
45	что он	8	6
46	и он	2	5
47	с его	3	5
48	в ее	3	5
49	в своем	8	5
50	в себе	4	5
51	то же	7	5
52	той же	1	5
53	но он	1	5
54	во всем	1	5
55	тем что	5	5
56	все то	1	5
57	так и	4	5
58	и что	6	5
59	а также	2	5
60	же время	5	5
61	до нас	4	5
62	из них	5	5
63	в одном	2	5
64	так же	4	5
65	одним из	2	4
66	того же	6	4
67	самом деле	6	4
68	в ней	4	4
69	он был	4	4
70	как в	2	4
71	и как	1	4
72	и наконец	1	4
73	а затем	2	4
74	в другом	2	4
75	не в	4	4
76	в основе	2	4
77	того чтобы	6	4
78	все же	4	4
79	нового времени	2	4
80	роль в	2	4
81	с ним	5	4
82	все время	2	4
83	тот же	2	4
84	с одной	3	4
85	уже в	2	4
86	в большинстве	1	4
87	в результате	2	4
88	в котором	2	4
89	и даже	3	4
90	с другой	4	4
91	одной стороны	3	4
92	и от	1	4
93	о котором	1	4
94	а в	7	4
95	не может	3	4
96	из этого	2	4
97	все что	3	4
98	они были	1	3
99	он сам	1	3
100	первый план	1	3
101	в чем	1	3
102	в одной	1	3
103	с этим	3	3
104	перед нами	1	3
105	в первом	1	3
106	при этом	7	3
107	и сам	5	3
108	образов в	1	3
109	людей и	2	3
110	с другими	2	3
111	было бы	3	3
112	на первый	1	3
113	и их	1	3
114	к этим	1	3
115	потому что	10	3
116	этом отношении	2	3
117	мы встречаем	1	3
118	те же	1	3
119	никак не	1	3
120	до сих	9	3
121	к нему	5	3
122	во втором	1	3
123	одной из	3	3
124	только в	1	3
125	конечно не	3	3
126	в начале	3	3
127	до того	2	3
128	выходит за	1	3
129	что не	3	3
130	не были	1	3
131	и особенно	2	3
132	в первой	1	3
133	и не	21	3
134	с этой	3	3
135	сих пор	9	3
136	не мог	2	3
137	и для	4	3
138	пор еще	1	3
139	между ними	2	3
140	первом случае	1	3
141	жизни и	1	3
142	они не	1	3
143	всем и	1	2
144	с точки	3	2
145	было и	1	2
146	мы не	2	2
147	с более	1	2
148	говорить о	3	2
149	а для	1	2
150	из того	3	2
151	но не	1	2
152	в новом	1	2
153	за пределы	2	2
154	что они	2	2
155	сущности к	1	2
156	в истории	1	2
157	точки зрения	4	2
158	стороны и	2	2
159	хотя и	5	2
160	раз в	2	2
161	и тот	3	2
162	и те	1	2
163	как он	3	2
164	у женщин	1	2
165	на его	2	2
166	он не	5	2
167	на этом	1	2
168	что все	1	2
169	значение в	1	2
170	это было	1	2
171	он является	1	2
172	и само	1	2
173	в развитии	2	2
174	был бы	2	2
175	из этих	1	2
176	но если	3	2
177	в своей	5	2
178	представление о	2	2
179	мы находим	1	2
180	их в	3	2
181	для этого	1	2
182	что их	2	2
183	почти во	1	2
184	а уж	1	2
185	себе самом	1	2
186	находятся в	1	2
187	так что	6	2
188	предполагать что	1	2
189	связи с	5	2
190	попав в	1	2
191	превращается в	1	2
192	один раз	1	2
193	к себе	5	2
194	не могут	2	2
195	в области	2	2
196	в эти	1	2
197	должен быть	2	2
198	вино и	1	2
199	и этим	3	2
