N	3gram	Losev_Dial_3	slovoVRo
1	не может быть	6	15
2	с одной стороны	3	5
3	той или иной	2	5
4	в зависимости от	2	4
5	то же время	1	4
6	в то же	1	4
7	в том что	3	4
8	с точки зрения	14	3
9	сама по себе	4	3
10	в этом отношении	1	3
11	одной стороны и	1	3
12	более или менее	1	2
13	не только о	2	2
14	и в особенности	1	2
15	до сих пор	1	2
16	лишь тогда когда	1	2
17	если она не	1	2
18	зависимости от характера	1	2
19	тот факт что	1	2
20	не могут быть	2	2
21	во всяком случае	2	2
22	ни в чем	1	2
23	не меньше чем	1	2
24	в связи с	1	2
25	и т д	23	2
26	в этом его	1	1
27	а следовательно и	1	1
28	не менее в	1	1
29	это не может	1	1
30	хотя и не	2	1
31	его интерпретация и	1	1
32	иметь в виду	2	1
33	том что в	1	1
34	хотя бы только	2	1
35	мы уже сказали	1	1
36	и даже не	1	1
37	таким образом речь	1	1
38	мог бы говорить	1	1
39	и не только	3	1
40	на первый план	4	1
41	и в то	1	1
42	сами по себе	3	1
43	зависимости от этих	1	1
44	и ни в	1	1
45	сознания но и	1	1
46	и не может	1	1
47	перед нами не	1	1
48	на то что	3	1
49	для нас в	2	1
50	в лучшем случае	1	1
51	может быть только	1	1
52	даже и не	3	1
53	в применении к	1	1
54	но самый этот	1	1
55	и без всякого	1	1
56	но может быть	1	1
57	это не значит	1	1
58	есть не только	2	1
59	может идти не	1	1
60	так и от	1	1
61	с другой стороны	2	1
62	тем не менее	10	1
63	о том что	5	1
64	того или иного	2	1
65	не менее чем	1	1
66	с той или	1	1
67	в нем нет	1	1
68	вовсе не в	1	1
69	мы не можем	2	1
70	только одна из	1	1
71	как и в	3	1
72	выйти за пределы	2	1
73	к нему и	1	1
74	одна из форм	1	1
75	не только не	7	1
76	во всем ее	1	1
77	речь идет о	1	1
78	не может и	1	1
79	никак не могут	1	1
80	в сфере религиозного	1	1
81	заключается именно в	1	1
82	тех или иных	1	1
83	во всем его	1	1
84	все это не	1	1
85	одна из самых	2	1
86	идти не о	1	1
