N	2gram	Bakhtin_fo_2	Hudozhes
1	и в	46	28
2	в рассказе	1	21
3	том что	4	19
4	в ее	1	18
5	и не	9	18
6	в том	10	15
7	а не	4	14
8	в этом	22	13
9	не в	9	13
10	о том	4	12
11	не только	11	11
12	при этом	6	11
13	как и	8	11
14	в его	8	11
15	уже не	3	10
16	в себе	4	9
17	но и	9	9
18	так и	7	8
19	между тем	1	8
20	что он	3	8
21	себя в	1	8
22	может быть	7	8
23	о чем	3	8
24	в мире	4	7
25	об этом	1	7
26	к тому	3	7
27	в частности	5	7
28	как это	2	7
29	и все	6	7
30	с ним	4	7
31	жизни в	4	7
32	в котором	4	6
33	то же	8	6
34	не было	3	6
35	и с	6	6
36	в своей	1	6
37	в то	5	6
38	тем что	3	6
39	для себя	1	6
40	если бы	1	6
41	сводится к	1	6
42	можно сказать	2	6
43	это не	2	6
44	человеческой жизни	4	6
45	а в	3	6
46	то что	7	6
47	жизни и	8	6
48	жизни как	2	5
49	с его	1	5
50	в этой	2	5
51	как в	4	5
52	в самом	1	5
53	не могла	2	5
54	рядом с	2	5
55	в своем	5	5
56	у него	9	5
57	никогда не	6	5
58	и его	12	5
59	она не	2	5
60	и сам	1	5
61	его жизни	4	5
62	для него	3	5
63	наряду с	2	5
64	как бы	10	5
65	да и	1	5
66	с ее	1	5
67	что в	5	5
68	и другие	3	5
69	и т	14	4
70	но не	5	4
71	своей жизни	2	4
72	то в	2	4
73	человека в	6	4
74	он не	5	4
75	и уже	1	4
76	пародия на	2	4
77	тому что	1	4
78	же время	4	4
79	и сама	1	4
80	и о	2	4
81	того чтобы	8	4
82	что они	4	4
83	только в	11	4
84	в качестве	3	4
85	что и	3	4
86	для того	8	4
87	то и	1	4
88	не может	2	4
89	бы и	1	4
90	чтобы не	1	3
91	человека и	4	3
92	по преимуществу	1	3
93	и он	4	3
94	в ней	1	3
95	но при	1	3
96	еще не	6	3
97	и на	7	3
98	о смерти	2	3
99	для других	3	3
100	следующим образом	1	3
101	бы не	1	3
102	как он	2	3
103	в нем	5	3
104	что все	2	3
105	мы уже	9	3
106	было бы	2	3
107	в это	3	3
108	в них	7	3
109	несмотря на	1	3
110	в этих	3	3
111	что было	3	3
112	любви и	1	3
113	на него	1	3
114	к себе	4	3
115	как только	1	3
116	же самое	3	3
117	и это	2	3
118	внимание на	1	3
119	все его	4	3
120	и ее	1	3
121	с одной	2	3
122	с нею	1	3
123	характерно что	2	3
124	в одном	7	3
125	что на	3	3
126	с другой	2	3
127	на ее	1	3
128	прежде всего	14	3
129	человек в	2	3
130	у всех	2	3
131	так же	2	3
132	одной стороны	1	3
133	в состоянии	1	3
134	все это	6	3
135	все они	3	3
136	есть и	4	3
137	по поводу	1	3
138	самом деле	1	3
139	все что	2	3
140	говорили о	1	2
141	и то	1	2
142	характера а	1	2
143	а как	1	2
144	говорить о	2	2
145	они были	2	2
146	он сам	1	2
147	тем как	1	2
148	если в	2	2
149	отношение к	3	2
150	все же	6	2
151	когда-то в	1	2
152	как уже	3	2
153	и к	2	2
154	но в	10	2
155	точкой зрения	1	2
156	та же	3	2
157	художественного мышления	1	2
158	жизни так	1	2
159	в нашем	1	2
160	из этих	4	2
161	и становится	2	2
162	чего не	1	2
163	т д	3	2
164	не как	1	2
165	на этом	2	2
166	прежде чем	3	2
167	оно не	1	2
168	однако в	1	2
169	ее по	1	2
170	лишь в	2	2
171	его в	6	2
172	это было	1	2
173	о которых	1	2
174	характер и	1	2
175	и было	4	2
176	автора и	2	2
177	и тогда	1	2
178	место в	4	2
179	с точки	8	2
180	не столько	1	2
181	жизни с	2	2
182	с такою	2	2
183	сам он	1	2
184	одна из	1	2
185	не по	1	2
186	такова что	1	2
187	ему в	3	2
188	в основе	6	2
189	приходит к	1	2
190	как мы	6	2
191	данном случае	1	2
192	самим собою	2	2
193	роль в	3	2
194	на свой	1	2
195	с собой	1	2
196	те же	6	2
197	с самим	1	2
198	до сих	2	2
199	том как	3	2
200	один человек	1	2
201	и т.д	1	2
202	в другом	3	2
203	в смерти	1	2
204	а также	3	2
205	нуждается в	1	2
206	и только	2	2
207	и об	1	2
208	один из	2	2
209	здесь не	2	2
210	дело с	1	2
211	ли он	1	2
212	именно на	1	2
213	и у	5	2
214	в виде	1	2
215	потребность в	1	2
216	ни с	1	2
217	себе в	1	2
218	из них	8	2
219	т п	11	2
