N	2gram	Tiupa_Lite_1	Komedia
1	и в	8	26
2	в г	1	17
3	едва ли	1	14
4	и не	12	14
5	и его	4	12
6	к тому	2	12
7	так и	4	12
8	тому же	2	11
9	может быть	13	11
10	в том	16	11
11	в этом	12	10
12	но и	17	10
13	столь же	4	9
14	том что	14	9
15	если бы	1	9
16	вместе с	1	9
17	что в	3	9
18	было бы	2	8
19	и на	1	7
20	не только	24	7
21	на себя	2	7
22	что и	1	7
23	из них	4	7
24	ли не	3	7
25	еще не	4	6
26	в своем	11	6
27	о том	2	6
28	в нем	2	6
29	таким образом	3	6
30	в то	5	6
31	потому что	3	6
32	и здесь	1	6
33	во время	1	6
34	то что	10	6
35	в которой	1	5
36	с его	5	5
37	что он	5	5
38	а затем	1	5
39	на основании	1	5
40	с тем	1	5
41	и с	1	5
42	хоть и	1	5
43	один из	3	5
44	в качестве	17	5
45	к этому	1	5
46	уже в	5	4
47	в наиболее	1	4
48	более чем	3	4
49	в самом	3	4
50	в целом	8	4
51	из этих	2	4
52	с их	3	4
53	это было	1	4
54	в них	1	4
55	как и	6	4
56	в этих	1	4
57	не менее	7	4
58	как будто	2	4
59	как мы	1	4
60	можно было	2	4
61	еще в	4	4
62	его в	3	4
63	между тем	2	4
64	в его	7	4
65	только в	8	4
66	же в	5	4
67	в начале	1	4
68	так как	1	4
69	у него	3	4
70	что для	2	4
71	прежде всего	11	4
72	мира в	3	4
73	в частности	15	4
74	как это	8	4
75	о его	1	4
76	все же	4	4
77	и от	1	4
78	одной из	1	4
79	точки зрения	6	4
80	например в	3	3
81	тех же	3	3
82	в котором	1	3
83	то же	5	3
84	в их	3	3
85	той же	3	3
86	вопрос о	1	3
87	того же	2	3
88	это время	1	3
89	что его	3	3
90	во всех	1	3
91	как правило	2	3
92	но не	4	3
93	по отношению	3	3
94	как в	5	3
95	но в	3	3
96	со своей	1	3
97	так или	8	3
98	в этой	4	3
99	как он	2	3
100	но все	1	3
101	человека в	1	3
102	в каждом	1	3
103	при всем	3	3
104	не имеет	1	3
105	же время	5	3
106	к концу	1	3
107	связи с	6	3
108	и сам	6	3
109	в поле	2	3
110	к нему	1	3
111	тех пор	1	3
112	в единственном	1	3
113	себя в	6	3
114	для всех	1	3
115	со временем	2	3
116	ответ на	1	3
117	мы знаем	1	3
118	никто не	1	3
119	представить себе	1	3
120	друг друга	4	3
121	мы можем	1	3
122	тем что	2	3
123	или иначе	9	3
124	не было	3	3
125	в связи	4	3
126	и особенно	1	3
127	из которых	1	3
128	отношению к	2	3
129	да и	3	3
130	с этой	5	3
131	или в	1	3
132	для нас	1	3
133	а в	3	3
134	до тех	1	3
135	в своей	4	3
136	жизни и	3	3
137	по поводу	2	3
138	том числе	1	3
139	не может	5	3
140	как известно	1	2
141	одним из	5	2
142	только потому	1	2
143	и есть	3	2
144	перед лицом	1	2
145	из его	2	2
146	и за	1	2
147	мы имеем	1	2
148	мы не	1	2
149	говорить о	1	2
150	х годов	2	2
151	то это	2	2
152	в виду	3	2
153	он был	1	2
154	под названием	1	2
155	бы то	1	2
156	в ее	1	2
157	отличие от	5	2
158	тут же	1	2
159	отнюдь не	2	2
160	и я	6	2
161	идет о	1	2
162	в одной	1	2
163	современников в	1	2
164	целый ряд	1	2
165	имеет в	1	2
166	в действительности	1	2
167	за собой	1	2
168	с той	1	2
169	художественного мышления	1	2
170	чуть ли	2	2
171	в нашем	1	2
