N	2gram	Bakhtin_Fr_8	Morfolog
1	может быть	3	52
2	таким образом	17	20
3	не может	2	17
4	в этих	11	16
5	могут быть	1	15
6	и в	56	13
7	действующих лиц	2	13
8	в этом	14	13
9	так как	4	12
10	и др	8	12
11	перед нами	3	11
12	связи с	6	11
13	мы видим	6	11
14	видим что	2	10
15	то же	11	9
16	так и	13	9
17	не всегда	1	9
18	прежде всего	6	9
19	а не	2	9
20	в связи	3	9
21	и не	9	9
22	ход действия	1	8
23	а затем	1	8
24	что и	3	8
25	с другой	2	8
26	в результате	5	8
27	вопрос о	1	7
28	или же	1	7
29	в качестве	4	7
30	в тех	1	7
31	все же	2	7
32	но если	1	7
33	но не	5	6
34	это не	2	6
35	во время	5	6
36	подобно тому	1	6
37	не могут	1	6
38	и здесь	3	6
39	а также	3	6
40	в форме	3	6
41	в том	13	6
42	а в	2	6
43	мы не	2	5
44	во всех	8	5
45	тому как	1	5
46	то что	3	5
47	в образе	3	5
48	далеко не	2	5
49	потому что	6	5
50	этот момент	2	5
51	один из	5	5
52	как бы	11	5
53	это явление	1	5
54	можно наблюдать	1	5
55	и другие	5	5
56	также и	2	4
57	показать что	1	4
58	к началу	2	4
59	то это	1	4
60	что его	1	4
61	как в	1	4
62	хотя и	2	4
63	и как	2	4
64	не только	8	4
65	на его	6	4
66	его в	2	4
67	было бы	2	4
68	вовсе не	6	4
69	как и	5	4
70	несмотря на	2	4
71	точки зрения	6	4
72	с точки	2	4
73	на котором	2	4
74	тем что	1	4
75	очень часто	1	4
76	в других	2	4
77	как мы	7	4
78	его самого	1	4
79	по отношению	1	4
80	в некоторых	3	4
81	другой стороны	2	4
82	там где	3	4
83	так же	2	4
84	в точности	1	4
85	отношению к	1	4
86	что в	5	4
87	начинается с	1	3
88	самом деле	2	3
89	на самом	2	3
90	всего это	1	3
91	момент когда	1	3
92	его могиле	1	3
93	и для	2	3
94	между собой	1	3
95	вступают в	1	3
96	независимо от	1	3
97	предметы и	1	3
98	целый ряд	2	3
99	но в	6	3
100	к месту	1	3
101	в нашем	2	3
102	в пределах	5	3
103	в ход	1	3
104	из них	2	3
105	ни в	2	3
106	в один	1	3
107	том что	8	3
108	в то	12	3
109	в сущности	8	3
110	того чтобы	4	3
111	на нем	1	3
112	с собой	2	3
113	если бы	2	3
114	но и	9	3
115	он не	5	3
116	к нему	2	3
117	и ее	4	3
118	в начале	1	3
119	мы можем	1	3
120	что они	2	3
121	из которых	2	3
122	но это	2	3
123	кроме того	3	3
124	это уже	1	3
125	же в	1	3
126	если же	1	3
127	смысле слова	1	2
128	тем же	1	2
129	что эти	2	2
130	что многие	1	2
131	со смертью	1	2
132	время как	1	2
133	чем это	1	2
134	совсем не	2	2
135	другой пример	1	2
136	а с	1	2
137	и к	4	2
138	более или	2	2
139	та же	1	2
140	другие элементы	1	2
141	таких героев	1	2
142	касается только	1	2
143	состоит в	1	2
144	в нее	1	2
145	можно было	1	2
146	в другом	3	2
147	мы уже	10	2
148	большинстве случаев	6	2
149	это было	1	2
150	и иных	1	2
151	с тем	2	2
152	и тогда	1	2
153	или менее	2	2
154	для него	2	2
155	и при	2	2
156	таких случаях	1	2
157	нельзя было	1	2
158	настоящее время	3	2
159	и более	4	2
160	все эти	15	2
161	в таких	3	2
162	что эта	1	2
163	эти формы	1	2
164	не имеет	1	2
165	одна из	4	2
166	что ни	1	2
167	камень и	1	2
168	и его	12	2
169	так например	2	2
170	в каком	2	2
171	один раз	1	2
172	они и	1	2
173	для того	2	2
174	совершается в	1	2
175	здесь не	1	2
176	то время	2	2
177	и что	1	2
178	началу и	1	2
179	является в	1	2
180	о том	4	2
181	нашей работы	2	2
182	с одной	4	2
183	можно сказать	2	2
184	по их	1	2
185	и только	1	2
186	того что	1	2
187	как например	3	2
188	быть и	1	2
189	на другие	1	2
190	что он	2	2
191	только в	9	2
192	никаких новых	1	2
193	себя в	1	2
194	уже не	3	2
195	вопроса о	1	2
196	в большинстве	7	2
197	друг за	1	2
198	в виде	2	2
199	его и	1	2
200	никто не	1	2
201	носит характер	1	2
202	момент в	2	2
203	без всякой	1	2
204	а на	2	2
205	не знает	1	2
206	сказать что	3	2
207	имеет свои	1	2
208	в частности	7	2
209	играют в	1	2
210	за другом	1	2
211	одной стороны	2	2
212	есть и	5	2
213	благодаря этому	2	2
214	в настоящее	3	2
215	в отдельных	1	2
216	от него	1	2
217	иначе чем	1	2
218	одной из	3	2
219	в свое	1	2
220	к этому	2	2
221	наши дни	1	1
222	например в	4	1
223	и то	2	1
224	почти всегда	1	1
225	вне своего	1	1
226	в доме	1	1
227	их и	2	1
228	и была	2	1
229	или наоборот	1	1
230	это совершенно	1	1
231	он как	1	1
232	так чтобы	1	1
233	что это	4	1
234	и такой	1	1
235	вместо того	1	1
236	ему в	1	1
237	конечно и	3	1
238	в виду	1	1
239	форм мы	1	1
240	оказывается что	1	1
241	собой в	1	1
242	которые он	1	1
243	он был	12	1
244	положительной или	1	1
245	не имеющий	1	1
246	видим таким	1	1
247	там и	1	1
248	одним словом	1	1
249	друг к	1	1
250	мы еще	1	1
251	которых один	1	1
252	значение и	2	1
253	некоторые черты	1	1
254	отличие от	1	1
255	того они	2	1
256	в главе	4	1
257	которые не	1	1
258	вот как	2	1
259	для всех	1	1
260	и наконец	3	1
261	его к	3	1
262	и был	3	1
263	развития все	1	1
264	это определение	1	1
265	на войну	1	1
266	в этот	1	1
267	в которой	4	1
268	из этих	1	1
269	не в	3	1
270	в этой	6	1
271	но во	1	1
272	во многих	1	1
273	но ведь	1	1
274	можно себе	1	1
275	вообще не	1	1
276	что она	2	1
277	главным образом	3	1
278	всех этих	3	1
279	момента в	1	1
280	и вот	1	1
281	его до	1	1
282	и показать	1	1
283	здесь мы	3	1
284	то ни	2	1
285	через все	1	1
286	связанные с	1	1
287	в совершенно	4	1
288	конечно в	2	1
289	к другу	1	1
290	на все	1	1
291	с другими	1	1
292	и дает	1	1
293	и тем	1	1
294	даже в	4	1
295	из первых	1	1
296	кажется что	1	1
297	по всему	2	1
298	из нее	2	1
299	нет в	1	1
300	о которых	1	1
301	превращаются в	2	1
302	на что	1	1
303	переходим к	4	1
304	между собою	2	1
305	характерно что	2	1
306	чем в	1	1
307	и некоторые	2	1
308	в саду	1	1
309	этот материал	1	1
310	имен и	3	1
311	в наши	1	1
312	том как	1	1
313	и их	8	1
314	упомянуть о	1	1
315	лежат в	1	1
316	именно и	1	1
317	в их	3	1
318	мы говорили	1	1
319	самого героя	1	1
320	исторической действительности	1	1
321	бы мы	1	1
322	значение для	1	1
323	которые в	1	1
324	такую же	1	1
325	при этом	4	1
326	но он	3	1
327	все это	8	1
328	или отпускают	1	1
329	возвращается к	1	1
330	тому что	1	1
331	задачи и	1	1
332	некоторых случаях	1	1
333	она могла	1	1
334	самого начала	1	1
335	логической и	1	1
336	того как	2	1
337	и притом	1	1
338	и сама	1	1
339	собою мы	1	1
340	весь этот	2	1
341	в основе	4	1
342	как его	1	1
343	дело не	2	1
344	может только	1	1
345	и возможные	1	1
346	а сама	1	1
347	появляются в	1	1
348	под углом	1	1
349	же время	10	1
350	это лицо	1	1
351	к концу	2	1
352	в другую	1	1
353	за исключением	1	1
354	вперед и	1	1
355	как на	1	1
356	углом зрения	1	1
357	его применение	1	1
358	характерен для	2	1
359	тяготеют к	1	1
360	с другом	1	1
361	одним из	5	1
362	такие же	1	1
363	он называет	2	1
364	но там	1	1
365	или отрицательной	1	1
366	всего в	1	1
367	более широкой	2	1
368	к тому	1	1
369	той или	2	1
370	где он	1	1
371	с ее	5	1
372	некоторые другие	1	1
373	же не	1	1
374	данном случае	2	1
375	нами выше	1	1
376	на той	1	1
377	с самого	1	1
378	ряду с	1	1
379	роль в	5	1
380	на свой	1	1
381	те же	1	1
382	здесь как	2	1
383	здесь нет	3	1
384	мог бы	1	1
385	еще в	1	1
386	когда в	2	1
387	по ее	1	1
388	и с	8	1
389	даны в	1	1
390	находится в	1	1
391	этих условиях	2	1
392	но к	1	1
393	на вопрос	1	1
394	но мы	1	1
395	бы то	2	1
396	там же	1	1
397	их в	4	1
398	как отдельные	2	1
399	том или	1	1
400	грань между	2	1
401	в его	18	1
402	на одном	2	1
403	во всей	2	1
404	хотя оно	1	1
405	все события	1	1
406	имеет двойное	1	1
407	в лице	1	1
408	к третьей	1	1
409	после смерти	1	1
410	лиц мы	1	1
411	в новой	1	1
412	важное значение	1	1
413	как нечто	1	1
414	очень много	2	1
415	свою помощь	1	1
416	у тебя	1	1
417	все они	6	1
418	в предисловии	1	1
419	со всеми	1	1
420	в эти	1	1
421	и у	1	1
422	указывая что	1	1
423	он непосредственно	1	1
424	действующего лица	1	1
425	за ним	1	1
426	их как	1	1
427	сразу до	1	1
428	в одном	2	1
429	и со	1	1
430	здесь перед	1	1
431	и художественный	1	1
432	у него	7	1
433	она имеет	1	1
434	предметами и	1	1
435	понятия не	1	1
436	образом что	1	1
437	лишь один	1	1
438	чувства и	1	1
439	только на	2	1
440	и даже	8	1
441	или иной	1	1
442	точек зрения	2	1
443	себе представить	1	1
444	до сих	8	1
445	может и	1	1
446	именно в	1	1
447	а именно	1	1
448	человека а	1	1
449	эквивалент например	1	1
450	еще и	3	1
451	такое же	1	1
452	и несколько	4	1
453	могут иметь	1	1
454	из характерных	1	1
455	к первому	1	1
456	на этот	1	1
457	такое которое	1	1
458	не на	3	1
459	для их	1	1
460	точности соответствует	1	1
461	его дело	1	1
462	проходит через	1	1
463	все более	1	1
464	о себе	2	1
465	в одной	1	1
466	названия а	2	1
467	по своему	8	1
468	другу и	1	1
469	неожиданно и	1	1
470	в данном	2	1
471	что за	1	1
472	есть на	1	1
473	и там	1	1
474	которые по	1	1
475	в тот	1	1
476	в ряду	1	1
477	друг с	1	1
478	как будто	1	1
479	дело идет	1	1
480	с этой	2	1
481	еще раз	1	1
482	в формах	1	1
483	сих пор	8	1
484	не будем	1	1
485	же самое	1	1
486	все остальные	2	1
487	с большой	1	1
488	сравнить с	1	1
489	они начинают	1	1
490	но на	1	1
491	действия в	1	1
492	или другой	1	1
493	для нас	1	1
494	и все	6	1
495	бы в	3	1
496	и ни	1	1
497	у которого	1	1
498	мы переходим	1	1
499	материал но	1	1
500	то оно	1	1
501	здесь только	1	1
502	в гл	1	1
503	между ними	2	1
504	равно как	1	1
505	этот же	1	1
506	материал и	1	1
507	же законам	1	1
508	одновременно и	1	1
509	он лишь	1	1
510	они вступают	2	1
