N	2gram	Ircho_Kome_1	Istorich
1	и в	22	24
2	не только	10	21
3	что он	6	21
4	и т	9	17
5	т д	4	16
6	т е	13	16
7	может быть	9	14
8	не может	2	14
9	что в	6	13
10	в этих	1	13
11	как в	5	12
12	в этом	3	12
13	и здесь	2	12
14	но и	11	11
15	том что	12	10
16	и что	1	10
17	у него	3	10
18	а в	6	10
19	все же	3	9
20	с другой	5	9
21	не в	6	9
22	о том	8	9
23	потому что	5	9
24	и другие	1	9
25	то же	6	8
26	еще не	2	8
27	что и	4	8
28	так как	4	8
29	другой стороны	5	8
30	все это	5	8
31	или в	2	8
32	во всех	1	7
33	то что	2	7
34	в первую	2	7
35	таким образом	8	7
36	мы видели	2	7
37	одна из	2	7
38	с собой	1	7
39	к нему	2	7
40	один из	5	7
41	в том	11	7
42	вместе с	2	7
43	что это	1	6
44	но не	2	6
45	как он	1	6
46	в нем	4	6
47	он не	3	6
48	об этом	1	6
49	как и	9	6
50	уже выше	1	6
51	и все	3	6
52	показывают что	1	6
53	того что	1	6
54	только в	3	6
55	ответ на	1	6
56	тем что	4	6
57	так же	3	6
58	с этой	1	6
59	во время	5	6
60	то это	1	5
61	в чем	3	5
62	с одной	3	5
63	отношение к	3	5
64	но в	4	5
65	право на	2	5
66	что она	1	5
67	здесь мы	3	5
68	не менее	3	5
69	доказывает что	1	5
70	с ним	1	5
71	в русской	1	5
72	ничего не	3	5
73	так и	5	5
74	одной стороны	3	5
75	в тех	3	5
76	видно что	1	5
77	же как	3	4
78	он может	1	4
79	мы уже	1	4
80	мы не	3	4
81	представляет собой	1	4
82	тех случаях	1	4
83	как бы	1	4
84	при этом	5	4
85	мы можем	4	4
86	но все	1	4
87	отсюда видно	1	4
88	точки зрения	4	4
89	в их	4	4
90	тем не	2	4
91	по существу	1	4
92	со своим	5	4
93	в других	2	4
94	так в	4	4
95	что у	2	4
96	на вопрос	1	4
97	после того	3	4
98	ли он	1	4
99	то и	2	4
100	вовсе не	2	4
101	ее на	1	4
102	в данном	1	4
103	в состоянии	2	4
104	и не	8	4
105	случаях когда	1	4
106	одной из	3	4
107	видеть в	2	3
108	и он	1	3
109	в ответ	1	3
110	что они	4	3
111	к себе	1	3
112	хотя и	3	3
113	когда он	1	3
114	из этих	1	3
115	в дальнейшем	1	3
116	на то	3	3
117	после этого	1	3
118	и по	6	3
119	а его	1	3
120	его в	3	3
121	уже знаем	1	3
122	в них	3	3
123	которой он	1	3
124	представление о	1	3
125	вопрос о	3	3
126	должны были	8	3
127	в конце	6	3
128	таких случаев	1	3
129	он дает	1	3
130	но они	1	3
131	как мы	4	3
132	царства в	1	3
133	того как	3	3
134	не все	1	3
135	и его	8	3
136	данном случае	1	3
137	и этим	1	3
138	в образе	3	3
139	еще одна	1	3
140	и она	1	3
141	в качестве	4	3
142	чаще всего	3	3
143	так что	1	3
144	уже в	5	3
145	не случайно	1	3
146	между прочим	2	3
147	возможно что	1	3
148	и даже	5	3
149	превратилась в	1	3
150	по своим	1	3
151	после смерти	3	3
152	с семьей	1	3
153	превращается в	1	3
154	предположить что	1	3
155	этой точки	1	3
156	сих пор	2	3
157	но это	2	3
158	обращается к	1	3
159	от него	1	3
160	с ней	1	3
161	ее в	2	3
162	выражено в	1	2
163	женщины и	1	2
164	с тех	1	2
165	мы здесь	1	2
166	здесь и	2	2
167	из самых	1	2
168	почти всегда	2	2
