N	3gram	Losev_Dial_3	Problema
1	о том что	5	9
2	с точки зрения	14	8
3	в том что	3	8
4	в связи с	1	7
5	тем не менее	10	5
6	с другой стороны	2	5
7	по крайней мере	5	4
8	что иное как	6	3
9	точно так же	2	3
10	на первом плане	1	3
11	может быть только	1	3
12	и в частности	1	3
13	то время как	4	3
14	далеко не всегда	1	3
15	с одной стороны	3	3
16	в то время	4	3
17	не что иное	6	3
18	в сравнении с	3	3
19	только тогда когда	3	3
20	но и о	1	2
21	но даже и	2	2
22	до сих пор	1	2
23	в таком случае	10	2
24	бы то ни	1	2
25	при всем своем	1	2
26	не чем иным	1	2
27	в данном случае	1	2
28	не может быть	6	2
29	во всяком случае	2	2
30	чем иным как	1	2
31	и никогда не	1	2
32	на то что	3	2
33	никак не могут	1	2
34	для нас в	2	2
35	тех или иных	1	2
36	все что угодно	1	1
37	крайней мере в	3	1
38	такой же мере	1	1
39	говорит о себе	1	1
40	не характерны для	1	1
41	хотя и не	2	1
42	но и самого	1	1
43	одному тому что	2	1
44	что этот миф	1	1
45	мы как раз	2	1
46	по одному тому	2	1
47	не только о	2	1
48	не говоря уже	2	1
49	на самом деле	1	1
50	в самом деле	5	1
51	выдерживает никакой критики	1	1
52	так что в	1	1
53	точки зрения в	1	1
54	имеется в виду	3	1
55	а мы как	1	1
56	точки зрения истории	1	1
57	себя самого и	1	1
58	как раз и	3	1
59	сам по себе	5	1
60	кого бы то	1	1
61	а так как	1	1
62	если она не	1	1
63	в этом отношении	1	1
64	и является наиболее	1	1
65	мира в виде	1	1
66	на точке зрения	1	1
67	с этой стороны	1	1
68	бога так что	1	1
69	что он должен	1	1
70	с тех пор	2	1
71	говоря уже о	2	1
72	не выдерживает никакой	1	1
73	с этой точки	2	1
74	только потому что	1	1
75	вовсе не в	1	1
76	уже о том	1	1
77	и миф о	1	1
78	то ни было	1	1
79	тот факт что	1	1
80	не просто о	1	1
81	жизнь и смерть	1	1
82	и в этом	2	1
83	мира и жизни	1	1
84	друг на друга	1	1
85	или по крайней	1	1
86	и как бы	1	1
87	так или иначе	2	1
88	содержит в себе	1	1
89	в такой же	1	1
90	и что она	2	1
91	уже по одному	2	1
92	который хотя и	1	1
93	что у него	1	1
94	вы не знаете	1	1
95	и в том	1	1
96	не содержится в	1	1
97	этой точки зрения	2	1
98	и таким образом	1	1
99	и есть подлинное	2	1
100	ни в чем	1	1
101	то же время	1	1
102	от того что	1	1
103	том смысле что	1	1
104	уже не просто	1	1
105	это и есть	2	1
106	что в ней	1	1
107	не в силах	1	1
108	вот тут-то и	1	1
109	связи с этим	1	1
110	в других областях	1	1
111	и без всяких	1	1
112	той или иной	2	1
113	не менее в	1	1
114	для мифа о	1	1
115	но еще и	1	1
116	и все прочие	1	1
117	в то же	1	1
118	в том смысле	1	1
119	сама по себе	4	1
120	к тому же	2	1
121	а не от	1	1
122	не больше чем	1	1
123	и т д	23	1
