N	2gram	Nazirov_Tr_1	FransuaR
1	и в	18	41
2	то есть	3	20
3	таким образом	1	19
4	в этом	9	15
5	как и	5	14
6	и все	4	14
7	то же	5	13
8	все эти	3	13
9	в этой	4	13
10	в его	3	12
11	эпизод с	3	11
12	в себе	4	11
13	как мы	1	11
14	в том	2	11
15	прежде всего	4	11
16	так и	5	10
17	в то	5	10
18	никто не	3	10
19	все это	4	10
20	в своем	3	9
21	не в	2	9
22	же время	6	9
23	и его	6	9
24	но и	4	9
25	что в	4	9
26	но в	6	8
27	в конце	3	8
28	то что	4	8
29	и от	1	8
30	в нем	4	7
31	в эпоху	1	7
32	в новой	1	7
33	в них	1	7
34	как бы	7	7
35	и не	7	7
36	в романе	10	7
37	и до	2	6
38	ни в	2	6
39	о том	2	6
40	мы видим	1	6
41	только в	1	6
42	это не	5	6
43	есть в	1	6
44	для него	3	6
45	у него	6	6
46	с помощью	1	6
47	в году	9	5
48	как в	3	5
49	в эпизоде	1	5
50	не только	8	5
51	на этом	1	5
52	того как	1	5
53	потому что	2	5
54	и это	2	5
55	в ней	1	5
56	к нему	3	5
57	уже в	3	5
58	что и	2	5
59	вместе с	1	5
60	так же	4	5
61	и на	7	4
62	и наконец	1	4
63	что это	5	4
64	он не	2	4
65	на земле	1	4
66	но все	2	4
67	и с	7	4
68	должно быть	3	4
69	том что	4	4
70	одном из	2	4
71	но он	1	4
72	одна из	2	4
73	ничего не	2	4
74	рядом с	1	4
75	в виду	1	4
76	в образе	6	4
77	в последней	1	4
78	и здесь	2	4
79	после того	1	4
80	все образы	1	4
81	может быть	7	4
82	к жизни	5	4
83	конце концов	1	4
84	например в	1	3
85	и есть	1	3
86	последней главе	1	3
87	из самых	2	3
88	проникает в	1	3
89	той же	1	3
90	я не	4	3
91	с ее	3	3
92	он был	2	3
93	на них	1	3
94	во всех	1	3
95	так сказать	1	3
96	при этом	3	3
97	и по	1	3
98	в мире	3	3
99	его в	2	3
100	несмотря на	5	3
101	в своей	1	3
102	тем самым	3	3
103	не имеет	2	3
104	тем что	2	3
105	с образом	1	3
106	можно было	1	3
107	за то	1	3
108	о нем	1	3
109	это была	1	3
110	в форме	1	3
111	что он	6	3
112	и их	1	3
113	в одном	2	3
114	не было	1	3
115	ничем не	2	3
116	не может	5	3
117	и потому	1	3
118	в той	1	3
119	но этот	1	3
120	в это	2	3
121	но это	4	3
122	с ними	1	3
123	есть и	1	3
124	и эта	1	3
125	это в	1	3
126	как нечто	1	2
127	ту же	1	2
128	xvii века	1	2
129	и то	2	2
130	в которой	1	2
131	и новые	1	2
132	еще не	4	2
133	в чем	1	2
134	с его	2	2
135	отношение к	2	2
136	не просто	2	2
137	перед нами	2	2
138	говорит что	2	2
139	роль играет	1	2
140	но без	1	2
141	как он	1	2
142	и еще	1	2
143	и вот	1	2
144	никому не	1	2
145	что все	2	2
146	это было	1	2
147	с начала	1	2
148	которой он	1	2
149	не мог	2	2
150	своего рода	3	2
151	на всю	1	2
152	теперь я	1	2
153	и всегда	1	2
154	особое значение	1	2
155	в области	1	2
156	в образах	1	2
157	в недрах	1	2
158	к тому	2	2
159	за что	1	2
160	не есть	1	2
161	и образ	1	2
162	всего этого	1	2
163	на другой	1	2
164	с самого	1	2
165	роль в	1	2
166	никогда не	2	2
167	начала и	1	2
168	жизнь и	3	2
169	а также	1	2
170	и т.д	1	2
171	и мира	1	2
172	бы в	1	2
173	все время	1	2
174	в литературе	1	2
175	того что	1	2
176	и ее	2	2
177	эти образы	1	2
178	уже не	2	2
179	только на	1	2
180	свидетельствует о	1	2
181	характерно что	1	2
182	входят в	1	2
183	в особенности	1	2
184	именно в	1	2
185	и др	1	2
186	а на	1	2
187	до конца	2	2
188	а не	1	2
189	власти и	1	2
190	его как	1	2
191	в связи	1	2
192	но особенно	2	2
193	в человеке	1	2
194	в данном	2	2
195	этот образ	4	2
196	в результате	1	2
197	в силах	2	2
198	и как	3	2
199	с ним	3	2
200	во всяком	1	2
201	этого романа	2	1
202	одним из	1	1
203	рассказ об	1	1
204	он считает	1	1
205	с жизнью	1	1
206	человека и	1	1
207	как его	1	1
208	в такой	1	1
209	сам по	1	1
210	самом деле	1	1
211	это и	1	1
212	вряд ли	2	1
213	прием и	1	1
214	в первом	2	1
215	загробной жизни	1	1
216	смысл этого	1	1
217	вот его	1	1
218	и предшествующей	1	1
219	должна быть	1	1
220	было слышать	1	1
221	хлеб и	1	1
222	а как	2	1
223	и развернул	1	1
224	ему в	1	1
225	а теперь	1	1
226	и сыном	1	1
227	подчеркнуть что	1	1
228	переплетается с	1	1
229	что судьба	1	1
230	и высокое	1	1
231	он сам	7	1
232	себя а	1	1
233	быть в	1	1
234	не был	2	1
235	романа не	1	1
236	в ее	2	1
237	но не	1	1
238	значение и	1	1
239	свою жизнь	1	1
240	а он	1	1
241	с совершенно	1	1
242	тогда как	1	1
243	некоторые черты	1	1
244	отличие от	2	1
245	в x	1	1
246	за пределы	1	1
247	в настоящем	1	1
248	это говорит	1	1
249	тебе и	1	1
250	в истории	1	1
251	в центре	1	1
252	что именно	1	1
253	вот как	1	1
254	родного дома	1	1
255	все же	5	1
256	дается в	1	1
257	первоначальный замысел	1	1
258	новую жизнь	1	1
259	в реальный	1	1
260	горя что	1	1
261	имеет в	2	1
262	силе и	1	1
263	них он	1	1
264	в самом	2	1
265	период создания	1	1
266	есть особое	1	1
267	он упоминает	1	1
268	он в	1	1
269	это тот	1	1
270	не могла	1	1
271	человек не	1	1
272	жизнью и	2	1
273	по словам	2	1
274	они только	1	1
275	не как	1	1
276	этом мире	1	1
277	я вам	1	1
278	эта книга	1	1
279	и чтобы	1	1
280	не нашел	1	1
281	мира сего	1	1
282	не исключено	1	1
283	берется в	1	1
284	он есть	1	1
285	известно что	1	1
286	отца и	2	1
287	данном случае	2	1
288	но уже	1	1
