N	4gram	Vinokur_Ku_1	Myslijsy
1	по мере того как	3	4
2	в то же время	2	3
3	не что иное как	1	2
4	обратить внимание на то	2	2
5	и во многих других	1	1
6	чтобы ответить на этот	1	1
7	и т п и	1	1
8	в том случае если	1	1
9	и вместе с тем	1	1
10	что же касается до	1	1
11	не в том что	1	1
12	не обратив внимания на	1	1
13	только о том что	1	1
14	в том смысле что	1	1
15	можно говорить о языке	1	1
16	именно в силу того	1	1
17	на том основании что	1	1
18	ответить на этот вопрос	1	1
19	одного и того же	2	1
20	вовсе не то что	1	1
21	то это потому что	1	1
22	в силу того что	2	1
23	а в том что	2	1
24	заключается в том что	2	1
25	именно в том и	2	1
26	следует обратить внимание на	1	1
