N	2gram	Bakhtin_sl_1	Literetu
1	не только	16	24
2	при этом	6	19
3	в качестве	3	17
4	но и	16	17
5	в том	3	16
6	а не	15	16
7	в частности	2	15
8	том что	2	14
9	может быть	14	13
10	сознания в	1	12
11	и не	16	12
12	в этом	12	12
13	в своем	3	11
14	прежде всего	8	11
15	такого рода	2	10
16	или иначе	1	9
17	в целом	2	8
18	так или	1	8
19	не в	7	8
20	и в	41	8
21	только в	6	8
22	как бы	12	7
23	в себе	3	7
24	не менее	1	7
25	в его	13	7
26	уже не	2	7
27	то есть	26	6
28	как и	4	6
29	точки зрения	16	6
30	и сам	3	6
31	того что	3	6
32	связи с	2	6
33	в жизни	1	6
34	себя в	9	6
35	на смену	1	6
36	одним из	4	5
37	то же	14	5
38	отличие от	1	5
39	как в	8	5
40	не столько	1	5
41	в отличие	1	5
42	в то	14	5
43	а также	2	5
44	же время	12	5
45	же в	1	5
46	не может	14	5
47	в данном	3	5
48	с этой	3	5
49	с его	4	5
50	в своей	7	4
51	еще не	4	4
52	столь же	2	4
53	но не	2	4
54	в этой	1	4
55	все же	7	4
56	по преимуществу	4	4
57	перестает быть	2	4
58	не как	4	4
59	лишь в	4	4
60	в чужом	1	4
61	для этого	1	4
62	и его	14	4
63	данном случае	3	4
64	никогда не	3	4
65	так и	11	4
66	и тем	2	4
67	из них	3	4
68	друг друга	3	4
69	как раз	2	4
70	о себе	1	4
71	со стороны	1	4
72	это не	6	4
73	например в	2	3
74	тех же	1	3
75	и есть	1	3
76	века в	2	3
77	также и	3	3
78	в самом	5	3
79	бы не	1	3
80	в лирике	1	3
81	таким образом	9	3
82	той же	2	3
83	его в	3	3
84	в душе	1	3
85	далеко не	5	3
86	он и	1	3
87	несмотря на	1	3
88	в их	4	3
89	но в	8	3
90	том же	4	3
91	дело в	1	3
92	одна из	2	3
93	в основе	5	3
94	эстетический объект	1	3
95	всего в	1	3
96	в виду	1	3
97	в пределах	14	3
98	приводит к	1	3
99	по аналогии	1	3
100	одного из	2	3
101	особый мир	1	3
102	сводится к	1	3
103	нуждается в	1	3
104	по своей	1	3
105	один из	4	3
106	и прежде	1	3
107	сознание в	1	3
108	потому что	2	3
109	у него	3	3
110	и даже	6	3
111	с другой	5	3
112	этом как	1	3
113	и др	14	3
114	не было	3	3
115	мира в	1	3
116	да и	1	3
117	этой точки	1	3
118	аналогии с	1	3
119	при всем	3	3
120	жизни и	1	3
121	а в	6	3
122	же и	2	3
123	во всяком	7	3
124	чтобы не	1	2
125	того же	6	2
126	не остается	1	2
127	и то	2	2
128	к своей	2	2
129	от самого	1	2
130	из его	1	2
131	от всякой	3	2
132	для своего	1	2
133	та же	1	2
134	в сущности	13	2
135	в кругозоре	1	2
136	могло быть	1	2
137	а только	1	2
138	и нет	1	2
139	все эти	9	2
140	из этих	3	2
141	с чем	1	2
142	в нем	30	2
143	не к	1	2
144	нашего времени	1	2
145	на этом	2	2
146	различие между	1	2
147	поэзии и	4	2
148	здесь как	1	2
149	было бы	3	2
150	на почве	4	2
151	литературной и	1	2
152	для них	2	2
153	в слове	7	2
154	как сказано	3	2
155	от языка	3	2
156	и того	1	2
157	от своего	1	2
158	как все	1	2
159	а как	2	2
160	всяком случае	5	2
161	с точки	8	2
162	тем не	1	2
163	однако в	1	2
164	даже в	2	2
165	на один	2	2
166	при всех	2	2
167	xviii века	2	2
168	автора а	1	2
169	дело не	2	2
170	виду не	1	2
171	мышления и	1	2
172	оттесняет на	1	2
173	в сознании	2	2
174	этом отношении	1	2
175	xx века	2	2
176	могут быть	19	2
177	не исключают	1	2
178	к тому	3	2
179	должен быть	1	2
180	в себя	1	2
181	роль в	2	2
182	на том	2	2
183	ту же	4	2
184	или иной	9	2
185	в другом	2	2
186	о том	3	2
187	с одной	4	2
188	не могло	3	2
189	мир и	1	2
190	между тем	2	2
191	во втором	1	2
192	и только	1	2
193	хотя бы	3	2
194	от автора	3	2
195	только на	2	2
196	то и	1	2
197	что не	1	2
198	так называемый	1	2
199	что для	1	2
200	для него	3	2
201	а потому	1	2
202	в хлебникова	1	2
203	одной стороны	4	2
204	за пределы	4	2
205	индивидуального сознания	1	2
206	этого не	1	2
207	не на	5	2
208	нет ничего	1	2
209	автора в	2	2
210	для понимания	2	2
211	своего времени	1	2
212	произведение в	1	2
213	можно было	2	2
214	не является	2	2
215	этого рода	1	2
216	которая в	1	2
217	тем более	1	2
218	все они	7	2
219	не есть	2	2
220	о своем	1	2
221	героя как	1	2
222	на это	1	2
223	которая не	3	2
224	как известно	1	1
225	же как	2	1
226	с жизнью	1	1
227	на самом	2	1
228	от исследователя	1	1
229	языков но	1	1
230	к другому	1	1
231	установка на	6	1
232	оно было	2	1
233	ни были	3	1
234	есть не	1	1
235	мы не	2	1
236	различных его	1	1
237	входит как	1	1
238	художественного произведения	1	1
239	его интенции	1	1
240	на чужое	1	1
241	и чужого	2	1
242	максимыч в	1	1
243	но даже	1	1
244	зависимости от	3	1
245	и он	1	1
246	к литературным	1	1
247	дает им	2	1
248	произведение и	1	1
249	он был	1	1
250	бы то	1	1
251	в различных	1	1
252	но как	1	1
253	в сторону	1	1
254	отношение к	7	1
255	отказом от	1	1
256	не просто	1	1
257	или чаще	1	1
258	что они	2	1
259	в настоящем	1	1
260	один и	1	1
261	становится одним	1	1
262	полное отсутствие	1	1
263	в одной	1	1
264	поскольку его	1	1
265	его на	1	1
266	без другого	2	1
267	чужого слова	2	1
268	как к	2	1
269	пределах одной	2	1
270	в различные	2	1
271	сам же	1	1
272	предметы и	1	1
273	перед нами	4	1
274	в особый	2	1
275	и слова	1	1
276	могли бы	1	1
277	них он	1	1
278	то в	2	1
279	еще на	1	1
280	себе как	1	1
281	в которой	4	1
282	он в	5	1
283	если мы	2	1
284	а напротив	1	1
285	и двух	1	1
286	мы чувствуем	1	1
287	на то	1	1
