N	2gram	Vinokur_Ku_1	PoTuStor
1	может быть	13	17
2	и в	24	16
3	и пр	15	12
4	в этом	14	9
5	таким образом	12	9
6	и только	1	9
7	мы можем	1	9
8	прежде всего	9	9
9	и с	5	8
10	точки зрения	14	8
11	и его	5	8
12	не может	7	8
13	совершенно не	1	8
14	с его	4	7
15	не только	10	7
16	сказать что	1	7
17	я и	1	6
18	самом деле	9	6
19	конечно не	2	6
20	при этом	6	6
21	с точки	9	6
22	для него	1	6
23	еще не	5	5
24	в чем	1	5
25	отношение к	1	5
26	все эти	6	5
27	что такое	6	5
28	только для	1	5
29	ни в	2	5
30	нуждается в	3	5
31	в него	1	5
32	как бы	7	5
33	на самом	2	4
34	и на	4	4
35	отнюдь не	1	4
36	но в	2	4
37	в этой	3	4
38	в нем	4	4
39	и может	3	4
40	его в	1	4
41	мысли и	1	4
42	все это	6	4
43	как мы	1	4
44	так и	7	4
45	можно сказать	3	4
46	в его	12	4
47	а потому	5	4
48	биологический организм	1	4
49	с ними	4	4
50	только в	11	4
51	и их	1	4
52	так как	9	4
53	и даже	3	4
54	но и	6	4
55	и не	12	4
56	и все	2	4
57	хотя бы	10	4
58	все что	1	4
59	если б	2	3
60	тех же	1	3
61	едва ли	1	3
62	и значение	2	3
63	во всех	1	3
64	в общем	3	3
65	и есть	2	3
66	и как	2	3
67	учение о	4	3
68	с их	3	3
69	и теперь	1	3
70	и вот	1	3
71	на этом	1	3
72	на этой	1	3
73	этом смысле	3	3
74	том что	21	3
75	сих пор	4	3
76	в одном	3	3
77	по крайней	5	3
78	и притом	1	3
79	до сих	4	3
80	к себе	4	3
81	его ученики	1	3
82	по сравнению	1	3
83	на язык	4	3
84	в конечном	1	3
85	крайней мере	5	3
86	в том	30	3
87	в большинстве	2	3
88	только на	1	3
89	большинстве случаев	1	3
90	всяком случае	5	3
91	даже не	1	3
92	в области	7	3
93	пр и	1	3
94	вместе с	7	3
95	и потому	4	3
96	как это	3	3
97	могут быть	1	3
98	матери и	1	3
99	в основном	1	3
100	что в	17	3
101	в этих	4	3
102	а в	5	3
103	то что	9	3
104	между ними	2	3
105	только как	1	3
106	жизни и	1	3
107	во всяком	5	3
108	ту же	1	2
109	же как	1	2
110	в самом	10	2
111	и этот	1	2
112	говорить о	1	2
113	что можно	2	2
114	того же	4	2
115	из этих	4	2
116	совсем не	1	2
117	но как	1	2
118	меньше всего	2	2
119	с этим	4	2
120	что это	5	2
121	но ведь	2	2
122	вообще не	1	2
123	в переводе	1	2
124	он не	2	2
125	момента в	1	2
126	и по	1	2
127	то же	8	2
128	по своему	1	2
129	связанные с	1	2
130	связанных с	1	2
131	на протяжении	1	2
132	и мы	2	2
133	было бы	15	2
134	в жизни	1	2
135	в них	7	2
136	как и	2	2
137	между собою	2	2
138	на первый	1	2
139	в своей	2	2
140	не менее	7	2
141	в науке	4	2
142	социального и	2	2
143	никогда не	2	2
144	только и	3	2
145	таким путем	1	2
146	сущность его	1	2
147	сводится к	3	2
148	что на	1	2
149	в каком	2	2
150	все то	1	2
151	не могут	2	2
152	что оно	3	2
153	как не	1	2
154	на основе	1	2
155	только то	1	2
156	в пределах	4	2
157	как с	2	2
158	по аналогии	1	2
159	для этого	3	2
160	с ним	5	2
161	находится в	1	2
162	о том	9	2
163	аналогии с	1	2
164	для нас	2	2
165	что и	4	2
166	может иметь	2	2
167	один из	4	2
168	что он	6	2
169	и так	1	2
170	поэтому и	1	2
171	есть в	4	2
172	если мы	2	2
173	в начале	1	2
174	на этих	1	2
175	и других	1	2
176	к ним	1	2
177	момент в	1	2
178	оно не	3	2
179	себя и	1	2
180	что не	5	2
181	а на	2	2
182	не на	4	2
183	его все	1	2
184	в развитии	1	2
185	что мы	1	2
186	в одно	1	2
187	с помощью	7	2
188	в частности	4	2
189	так же	4	2
190	в историю	1	2
191	в область	1	2
192	к следующему	1	2
193	с этой	2	2
194	в свое	2	2
195	в систему	1	2
196	с историей	2	2
197	своей жизни	1	2
198	но это	1	2
199	и таким	1	2
200	к другим	1	2
201	и для	2	2
202	не есть	4	2
203	не знает	1	2
204	есть и	1	2
205	а может	1	2
206	ее в	2	2
207	к этому	1	2
208	они не	3	2
209	но вернемся	1	1
210	отношении и	1	1
211	говоря о	1	1
212	и то	3	1
213	его школы	1	1
214	других областей	1	1
215	науки о	3	1
216	или к	1	1
217	это и	4	1
218	своей первой	1	1
219	явления и	1	1
220	что эти	4	1
221	не имеют	3	1
222	собою в	1	1
223	в году	1	1
224	его не	1	1
225	полагает что	1	1
226	к нашей	1	1
227	для достижения	1	1
228	мы имеем	6	1
229	что если	2	1
230	методом и	1	1
231	действительного и	1	1
232	вопрос о	2	1
233	на место	1	1
234	в основных	1	1
235	так чтобы	1	1
236	я не	2	1
237	как я	2	1
238	из того	1	1
239	но даже	1	1
240	конечно и	1	1
241	зависимости от	6	1
242	в ней	6	1
243	социальное явление	1	1
244	иное как	2	1
245	не был	1	1
246	столь же	1	1
247	что его	2	1
248	но не	5	1
249	к процессу	1	1
250	пассивным и	1	1
251	значение и	2	1
252	с совершенно	1	1
253	менее всего	1	1
254	что они	4	1
255	к сожалению	1	1
256	то содержание	1	1
257	в рамках	4	1
258	же с	1	1
259	общего с	1	1
260	все же	12	1
261	однако не	6	1
262	хотя и	3	1
263	когда он	3	1
264	его к	3	1
265	это просто	1	1
266	увидим что	2	1
267	от этого	2	1
268	уже не	8	1
269	та же	1	1
270	точку зрения	1	1
271	ни один	1	1
272	а во-вторых	2	1
273	в нашем	1	1
274	не сделал	3	1
275	на некоторых	1	1
276	как он	1	1
277	имеем в	1	1
278	во многих	2	1
279	на его	3	1
280	теории и	1	1
281	что она	3	1
282	не следует	1	1
283	что было	2	1
284	главным образом	1	1
285	роковую роль	1	1
286	но именно	1	1
287	социальной истории	1	1
288	и социальной	2	1
289	нами конечно	1	1
290	наших глазах	1	1
291	свое время	2	1
292	и единство	1	1
293	из него	1	1
294	приходим к	1	1
295	без исключения	1	1
296	от нее	1	1
297	а вместе	1	1
298	то ни	1	1
299	как они	2	1
300	а то	2	1
301	различие между	1	1
302	конечно в	1	1
303	той же	3	1
304	то нам	2	1
305	первый и	1	1
306	на все	1	1
307	лишь в	2	1
308	это было	2	1
309	может стать	1	1
310	на почве	1	1
311	истории и	1	1
312	мы сказали	1	1
313	неизбежно должен	1	1
314	которая была	1	1
315	и социально	1	1
316	для них	2	1
317	он является	1	1
318	и представить	1	1
319	он действительно	1	1
320	социального целого	2	1
321	с тем	5	1
322	несмотря на	3	1
323	его идеология	1	1
324	этих областях	1	1
325	действительно не	1	1
326	и того	2	1
327	смысл и	2	1
328	одного и	2	1
329	и еще	2	1
330	но если	2	1
331	в следующем	1	1
332	как наука	1	1
333	него что	1	1
334	ли так	1	1
335	на первых	1	1
336	что я	2	1
337	которые в	1	1
338	каждое из	1	1
339	друг другу	1	1
340	так называемое	1	1
341	и общества	1	1
342	однако в	1	1
343	слов о	2	1
344	любовь к	2	1
345	человека но	1	1
346	освободиться от	1	1
347	вернемся к	1	1
348	как акт	1	1
349	можно ли	2	1
350	свою работу	1	1
351	иной раз	2	1
352	в смысле	2	1
353	быть очень	1	1
354	тогда когда	6	1
355	дело в	1	1
356	одна из	1	1
357	только из	1	1
358	в сущности	3	1
359	каждый день	1	1
360	родился в	1	1
361	в самых	1	1
362	что иное	1	1
363	того чтобы	17	1
364	тесно примыкают	2	1
365	только не	1	1
366	не имеет	2	1
367	самом-то деле	1	1
368	ничего не	2	1
369	всего на	1	1
370	в русском	4	1
