N	3gram	Bakhtin_Fr_5	VerxiiNi
1	вместе с тем	1	8
2	с точки зрения	2	6
3	в том числе	4	5
4	до сих пор	3	5
5	друг с другом	2	5
6	для того чтобы	6	5
7	о том что	1	4
8	том числе и	2	4
9	к тому же	2	4
10	так же как	4	3
11	в связи с	5	3
12	и таким образом	1	3
13	тем не менее	1	3
14	в том что	6	3
15	и связанные с	2	2
16	на этот путь	1	2
17	то же самое	2	2
18	сих пор еще	2	2
19	в этом отношении	5	2
20	в значительной мере	1	2
21	не только для	2	2
22	может быть и	1	2
23	но вместе с	1	2
24	то же время	9	2
25	ничего общего с	1	2
26	той или иной	1	2
27	можно сказать что	2	2
28	в то же	9	2
29	это связано с	1	1
30	в так называемой	1	1
31	и того же	1	1
32	даже там где	1	1
33	и в общем	1	1
34	одном и том	1	1
35	по отношению к	1	1
36	в самом деле	1	1
37	одного и того	1	1
38	о том как	2	1
39	же время он	1	1
40	с представлением о	2	1
41	и в то	1	1
42	до известной степени	4	1
43	в одном и	1	1
44	особенно важное значение	1	1
45	в этом целом	1	1
46	все те же	1	1
47	совершенно так же	2	1
48	между человеком и	2	1
49	и некоторые другие	1	1
50	в xvii веке	2	1
51	совершенно иной характер	1	1
52	в общем все	1	1
53	по своему характеру	1	1
54	в данном случае	2	1
55	но в то	5	1
56	и том же	1	1
57	и не могут	2	1
58	в отличие от	2	1
59	по тому же	2	1
60	но в общем	2	1
61	и в этой	1	1
62	потому что в	1	1
63	мы уже говорили	2	1
64	в разные стороны	1	1
65	не имеет никакого	1	1
66	как бы в	2	1
67	мы видели что	1	1
68	сих пор не	1	1
69	не может быть	2	1
70	связанные с ним	1	1
71	что в этой	1	1
72	в то время	2	1
73	так и в	1	1
74	в свою очередь	1	1
75	не представляется возможным	1	1
76	после того как	1	1
77	то есть о	1	1
78	мы видим что	2	1
79	что и в	1	1
80	только тогда когда	1	1
81	и только в	1	1
82	все священное писание	1	1
83	именно потому что	1	1
