N	4gram	Vygotskiy__7	StatiiOP
1	в том что в	1	2
2	в той мере в	2	2
3	той мере в какой	2	2
4	в том что он	2	2
5	том что он не	1	2
6	в этом случае и	1	1
7	заключается в том что	4	1
8	только потому что они	1	1
9	до сих пор в	1	1
10	в пользу того что	1	1
11	для того чтобы показать	1	1
12	точно так же как	2	1
13	одно и то же	3	1
14	и вместе с тем	2	1
15	но вместе с тем	1	1
16	в том что она	2	1
17	сомнений в том что	1	1
18	внимание на то что	1	1
19	оставляет никаких сомнений в	1	1
20	не оставляет никаких сомнений	1	1
21	одним и тем же	2	1
