1	с точки зрения	8	15
2	по отношению к	10	11
3	в том что	16	7
4	в то же	2	7
5	то же время	2	7
6	в конце концов	4	4
7	том что он	2	4
8	между тем как	1	4
9	и это не	1	3
10	на самом деле	7	3
11	в зависимости от	1	3
12	не может быть	4	3
13	то есть в	1	3
14	друг с другом	9	3
15	бы то ни	2	3
16	все то что	1	3
17	во всяком случае	2	3
18	и не может	1	2
19	в лучшем случае	1	2
20	с самого начала	1	2
21	то ни было	2	2
22	до сих пор	12	2
23	именно в том	1	2
24	по крайней мере	1	2
25	для того чтобы	6	2
26	таким образом все	1	2
27	именно потому что	2	2
28	в данном случае	3	2
29	в самом деле	5	2
30	в то время	1	2
31	с другой стороны	4	2
32	о том что	4	2
33	только то что	2	2
34	заключается в том	3	2
35	как бы он	1	1
36	а потому и	1	1
37	на первый взгляд	1	1
38	между собою в	1	1
39	друг к другу	2	1
40	том и другом	1	1
41	дело в том	1	1
42	у него в	1	1
43	ни одна из	1	1
44	таким образом и	1	1
45	деле это не	1	1
46	то что для	1	1
47	смысле этого слова	1	1
48	во всех этих	2	1
49	но с другой	1	1
50	и то что	3	1
51	он не может	2	1
52	по сравнению с	5	1
53	в его сознании	1	1
54	что он сам	1	1
55	не только с	1	1
56	в высшей степени	1	1
57	что они не	1	1
58	может быть и	4	1
59	и в нем	1	1
60	не тем что	1	1
61	теперь мы должны	1	1
62	только с точки	1	1
63	как разные этапы	1	1
64	в то что	1	1
65	были бы в	1	1
66	является одним из	1	1
67	а следовательно и	1	1
68	их взаимоотношения в	1	1
69	к тому что	1	1
70	том что все	2	1
71	то время как	1	1
72	точки зрения на	1	1
73	двух или нескольких	2	1
74	по этому вопросу	1	1
75	за ним и	1	1
76	другими людьми и	1	1
77	то же самое	1	1
78	мы видим что	1	1
79	в том и	2	1
80	хотя и не	1	1
81	не в том	1	1
82	они не могут	1	1
83	точно так же	1	1
84	мы уже говорили	1	1
85	так же как	3	1
86	они вовсе не	1	1
87	но даже в	1	1
88	но именно в	1	1
89	на свои составные	1	1
90	а в том	1	1
91	но все же	2	1
92	та или иная	1	1
93	не может служить	2	1
94	того что в	1	1
95	что все эти	1	1
96	это не так	1	1
97	тем более что	1	1
98	при помощи этой	1	1
99	в один из	1	1
100	в себе и	1	1
101	не отличается от	1	1
102	но для того	1	1
103	совершенно иной чем	2	1
104	так и к	1	1
105	на задний план	1	1
106	а рядом с	1	1
107	все же не	3	1
108	но и с	1	1
109	не только не	1	1
110	он все же	2	1
