N	2gram	Losev_Prob_1	Problemy
1	и не	31	31
2	и в	32	29
3	в его	6	24
4	может быть	14	24
5	в этом	19	22
6	а не	15	22
7	т е	1	21
8	в нем	13	19
9	точки зрения	3	19
10	как бы	14	19
11	для него	2	18
12	у достоевского	1	16
13	не только	17	15
14	то что	42	15
15	то же	10	14
16	не как	2	14
17	и его	3	14
18	но и	9	14
19	в пределах	1	13
20	с точки	3	13
21	уже не	3	13
22	таким образом	6	12
23	как и	3	12
24	не может	8	12
25	в самом	6	10
26	этом смысле	6	10
27	из подполья	2	10
28	в то	6	10
29	только в	7	10
30	все эти	8	9
31	с его	2	9
32	все же	1	9
33	это не	6	9
34	если бы	4	9
35	о нем	3	9
36	но не	9	9
37	в романе	1	9
38	что в	12	8
39	по себе	15	8
40	в каждом	1	8
41	в том	9	8
42	что он	7	8
43	потому что	16	8
44	в своем	5	8
45	в своей	8	8
46	слово о	2	7
47	и на	8	7
48	за пределы	6	7
49	и как	6	7
50	но в	14	7
51	в себе	15	7
52	входит в	4	7
53	с другими	2	7
54	том что	12	7
55	не в	4	7
56	вовсе не	35	7
57	она не	2	7
58	так и	12	7
59	прежде всего	10	7
60	а в	4	7
61	одним из	1	6
62	самом деле	6	6
63	изображения и	1	6
64	так же	9	6
65	в одной	1	6
66	как в	4	6
67	сливается с	1	6
68	выражение в	1	6
69	что она	5	6
70	его в	6	6
71	несмотря на	3	6
72	его целом	1	6
73	в самой	3	6
74	могут быть	2	6
75	к нему	3	6
76	в конце	6	6
77	так как	11	6
78	как раз	13	6
79	и потому	2	6
80	не могут	2	6
81	все это	7	6
82	на самом	6	5
83	должна быть	1	5
84	той же	1	5
85	литературы о	1	5
86	перед нами	5	5
87	он не	3	5
88	но все	3	5
89	было бы	8	5
90	он и	8	5
91	мир и	1	5
92	в сущности	2	5
93	или как	3	5
94	и это	9	5
95	и о	8	5
96	еще не	9	5
97	с ним	3	5
98	ничего не	10	5
99	между тем	2	5
100	именно в	4	5
101	мира в	1	5
102	сознания и	2	5
103	конце концов	4	5
104	во всяком	7	5
105	и т	11	4
106	ивана карамазова	1	4
107	поэтому и	2	4
108	так чтобы	1	4
109	и самого	1	4
110	бы и	1	4
111	в этой	10	4
112	не значит	2	4
113	человека в	1	4
114	должно быть	2	4
115	что было	1	4
116	их в	4	4
117	даже в	1	4
118	раз и	9	4
119	как мы	7	4
120	в процессе	1	4
121	в основе	1	4
122	от того	1	4
123	и с	2	4
124	из одного	1	4
125	в свете	1	4
126	и следовательно	3	4
127	в литературе	4	4
128	он есть	4	4
129	тем что	7	4
130	как же	3	4
131	не было	4	4
132	не на	3	4
133	его как	2	4
134	что же	9	4
135	но это	8	4
136	и для	4	4
137	в результате	2	4
138	отношения к	1	3
139	он может	1	3
140	и самое	1	3
141	например в	2	3
142	я не	1	3
143	ни один	1	3
144	он сам	2	3
145	он в	2	3
146	герой как	1	3
147	то чем	1	3
148	в художественном	1	3
149	и пр	4	3
150	кроме того	2	3
151	уже в	3	3
152	и до	2	3
153	ее как	1	3
154	но именно	3	3
155	подобно тому	2	3
156	на почве	1	3
157	далеко не	5	3
158	в их	4	3
159	тому что	4	3
160	на котором	1	3
161	одна из	1	3
162	никогда не	7	3
163	как будто	3	3
164	этом отношении	1	3
165	оно не	3	3
166	если же	1	3
167	только то	4	3
168	и здесь	6	3
169	мысль не	1	3
170	с другой	3	3
171	в них	7	3
172	мы должны	5	3
173	но с	1	3
174	романа и	1	3
175	но как	6	3
176	не из	1	3
177	за ним	1	3
178	мир в	1	3
179	всяком случае	3	3
180	ни в	7	3
181	сами по	3	3
182	т п	1	3
183	друг друга	1	3
184	хоть и	1	3
185	изображения в	1	3
186	тому как	2	3
187	по существу	2	3
188	есть то	1	3
189	и слово	1	3
190	не дает	1	3
191	о своем	2	3
192	не знает	1	3
193	сказать что	13	3
194	другой стороны	3	3
195	была бы	1	3
196	типа и	1	3
197	как на	1	3
198	не слово	1	2
199	себя как	1	2
200	в объективном	1	2
201	мыслится и	1	2
202	все остальное	1	2
203	и есть	6	2
204	в чисто	1	2
205	по преимуществу	2	2
206	мы уже	5	2
207	для своего	2	2
208	в которой	2	2
209	вопрос о	1	2
210	на себя	2	2
211	конечно и	1	2
212	из которых	1	2
213	мы ее	1	2
214	бы то	1	2
215	оно ни	1	2
216	он строит	1	2
217	то он	2	2
218	тоже не	7	2
219	во что	1	2
220	так что	6	2
221	в истории	4	2
222	с этим	3	2
223	и нет	1	2
224	однако не	3	2
225	его к	1	2
226	и к	1	2
227	в противоположность	1	2
228	идеи но	1	2
229	объективный мир	1	2
230	тут и	1	2
231	нами в	1	2
232	всей его	1	2
233	на его	2	2
234	всех этих	7	2
235	в россии	1	2
236	ни были	1	2
237	войти в	1	2
238	то ни	1	2
239	при этом	6	2
240	а его	1	2
