N	2gram	Berdyaev_M_2	Vladivir
1	вл соловьев	1	121
2	и в	46	31
3	не только	18	24
4	а к	1	22
5	но и	15	19
6	то что	5	18
7	и не	18	17
8	у него	22	15
9	в этом	20	14
10	том что	4	14
11	и с	3	14
12	он был	9	14
13	что в	4	14
14	но в	10	12
15	в его	5	12
16	что он	7	12
17	по поводу	1	12
18	с его	4	11
19	о том	3	11
20	в том	3	11
21	потому что	12	11
22	и то	1	10
23	также и	4	10
24	он не	10	10
25	так что	2	10
26	письме к	1	10
27	никогда не	18	9
28	в конце	5	9
29	только в	3	9
30	а в	2	9
31	в письме	1	8
32	так как	8	8
33	и его	5	7
34	для него	18	7
35	об этом	1	7
36	уже в	2	7
37	е в	2	7
38	сказать что	3	7
39	того же	1	6
40	то же	5	6
41	то он	2	6
42	и к	7	6
43	в котором	1	6
44	иной раз	1	6
45	у нас	11	6
46	и сам	1	6
47	так и	4	6
48	и что	2	6
49	может быть	21	6
50	и потому	7	6
51	не может	15	6
52	к этому	1	6
53	не был	2	5
54	когда он	1	5
55	это был	1	5
56	на то	1	5
57	и если	2	5
58	которой он	1	5
59	не в	9	5
60	со своим	2	5
61	что и	4	5
62	но он	11	5
63	не было	11	5
64	а с	1	5
65	что же	2	5
66	все это	1	5
67	и от	3	5
68	а также	1	5
69	с ним	3	5
70	в свое	1	5
71	жизни и	6	5
72	в своих	3	5
73	он уже	2	4
74	я не	5	4
75	совсем не	5	4
76	в этой	7	4
77	в своем	8	4
78	хотя и	2	4
79	и как	1	4
80	говорит что	2	4
81	в которой	2	4
82	в нашем	7	4
83	в себе	10	4
84	как он	3	4
85	в нем	22	4
86	в россии	3	4
87	что у	4	4
88	как и	13	4
89	еще в	2	4
90	в своей	5	4
91	к ней	2	4
92	во всем	5	4
93	да и	2	4
94	к нему	2	4
95	по своей	3	4
96	один из	5	4
97	себя в	4	4
98	и теперь	1	4
99	и у	1	4
100	в я	1	4
101	и все	5	4
102	такого рода	2	4
103	но она	2	3
104	на себя	1	3
105	и он	11	3
106	и на	3	3
107	отношение к	8	3
108	за пределы	1	3
109	что они	3	3
110	как в	7	3
111	со своей	1	3
112	в целом	1	3
113	он в	3	3
114	все эти	1	3
115	но на	2	3
116	и вот	5	3
117	на его	2	3
118	отца и	1	3
119	всю жизнь	3	3
120	не мог	3	3
121	но это	8	3
122	в отношении	5	3
123	и всегда	3	3
124	ничего не	2	3
125	к тому	5	3
126	в жизни	4	3
127	был для	2	3
128	жизнь и	4	3
129	и здесь	6	3
130	это была	2	3
131	человека как	1	3
132	конце концов	1	3
133	тот же	2	3
134	мы увидим	2	3
135	уже не	4	3
136	но что	1	3
137	с другой	1	3
138	него не	1	3
139	по истории	1	3
140	вместе с	2	3
141	к своему	2	3
142	по своему	1	3
143	толстого в	1	3
144	на одной	1	3
145	это можно	1	3
146	но я	1	3
147	но этот	2	3
148	это и	3	2
149	в меру	1	2
150	и за	2	2
151	той же	3	2
152	лет опять	1	2
153	который был	2	2
154	хотя бы	7	2
155	личности с	1	2
156	он сам	6	2
157	в чем	3	2
