N	2gram	Vygotskiy__6	VrazhdaK
1	не только	16	9
2	в этом	27	8
3	и в	28	8
4	и что	6	8
5	но и	10	7
6	и все	5	7
7	то что	28	7
8	что в	17	7
9	все же	2	6
10	но в	5	6
11	в нем	7	6
12	как и	6	6
13	в котором	2	6
14	и с	1	6
15	в начале	1	6
16	и даже	1	6
17	то же	7	5
18	об этом	1	5
19	в то	6	5
20	между тем	1	5
21	у него	2	5
22	и не	11	5
23	что он	18	4
24	в истории	1	4
25	целый ряд	4	4
26	при этом	3	4
27	это не	5	4
28	несмотря на	2	4
29	все это	2	4
30	с ним	2	4
31	о том	1	4
32	для нас	2	4
33	может быть	13	4
34	как бы	11	4
35	в своих	3	4
36	так же	15	4
37	одним из	2	3
38	я не	4	3
39	в чем	6	3
40	с его	3	3
41	в своем	7	3
42	и как	6	3
43	в этот	1	3
44	раз в	3	3
45	на то	4	3
46	его в	6	3
47	он не	7	3
48	далеко не	1	3
49	том что	19	3
50	но он	2	3
51	что есть	1	3
52	и его	3	3
53	связи с	3	3
54	человека в	1	3
55	и о	1	3
56	что у	2	3
57	и во	1	3
58	в его	3	3
59	в том	28	3
60	и у	1	3
61	в конце	2	3
62	тем что	8	3
63	в связи	2	3
64	эти слова	1	3
65	к этому	1	3
66	отношения к	3	2
67	же как	6	2
68	и то	4	2
69	и он	1	2
70	он сам	2	2
71	но как	3	2
72	ответ на	1	2
73	в эти	1	2
74	отнюдь не	1	2
75	в известном	1	2
76	в той	4	2
77	его на	1	2
78	в этой	5	2
79	в себе	4	2
80	в нашей	3	2
81	их в	1	2
82	таким образом	18	2
83	в них	3	2
84	рядом с	1	2
85	а с	1	2
86	мы знаем	4	2
87	не мог	1	2
88	на первый	1	2
89	во время	1	2
90	точки зрения	13	2
91	в своей	2	2
92	и ее	1	2
93	с точки	10	2
94	не менее	2	2
95	том же	5	2
96	одна из	1	2
97	никогда не	8	2
98	в момент	1	2
99	к типу	1	2
100	на это	1	2
101	и это	1	2
102	на основе	4	2
103	еще не	8	2
104	этот момент	1	2
105	тем более	1	2
106	об их	1	2
107	уже не	1	2
108	из них	2	2
109	его и	1	2
110	могли быть	1	2
111	для него	6	2
112	отношение к	7	2
113	как раз	6	2
114	как же	1	2
115	о чем	1	2
116	начиная с	1	2
117	не может	19	2
118	вместе с	7	2
