N	3gram	Losev_Vlad_3	Problemy
1	с точки зрения	6	9
2	до сих пор	1	8
3	не может быть	6	8
4	то же время	2	5
5	в то же	3	5
6	в самом деле	1	4
7	в том числе	1	4
8	более или менее	5	3
9	как раз и	5	3
10	в отличие от	3	3
11	сам по себе	2	3
12	с другой стороны	2	3
13	а следовательно и	1	2
14	на себя внимание	2	2
15	дело в том	5	2
16	из этих трех	2	2
17	в этом смысле	3	2
18	оно должно быть	2	2
19	в строгом смысле	1	2
20	можно было бы	1	2
21	это вовсе не	1	2
22	в том что	10	2
23	ни в одном	1	2
24	возникает вопрос о	1	2
25	о том что	8	2
26	может быть никаких	1	2
27	сих пор не	1	2
28	почему же и	1	2
29	той или иной	1	2
30	сама по себе	1	2
31	и не в	1	2
32	не может не	1	1
33	а не к	1	1
34	но как раз	1	1
35	как то что	1	1
36	него как бы	1	1
37	мы и в	1	1
38	и в жизни	1	1
39	но и она	1	1
40	ровно ничего не	1	1
41	иметь в виду	2	1
42	раз и не	1	1
43	в этом последнем	1	1
44	у него как	2	1
45	в котором он	1	1
46	и так сказать	1	1
47	также и в	2	1
48	том что он	1	1
49	те же самые	1	1
50	в том же	1	1
51	не с точки	1	1
52	в этом случае	1	1
53	одной стороны и	2	1
54	же как и	1	1
55	и если мы	1	1
56	то есть предполагает	1	1
57	мы не будем	1	1
58	и в то	2	1
59	хотя бы и	3	1
60	на самом же	2	1
61	в себе и	2	1
62	строгом смысле слова	1	1
63	резко отличается от	1	1
64	в письме к	1	1
65	такой же как	1	1
66	может быть и	1	1
67	одно и то	1	1
68	даже и не	2	1
69	так же как	2	1
70	в данном случае	2	1
71	к своему собственному	1	1
72	с одной стороны	3	1
73	в конце концов	5	1
74	и то же	1	1
75	и не вполне	1	1
76	мы знаем в	2	1
77	так или иначе	2	1
78	все же не	1	1
79	в связи с	2	1
80	он уже не	1	1
81	в виду что	1	1
82	к тому же	5	1
83	во всяком случае	3	1
84	о которых мы	1	1
85	самом же деле	2	1
86	здесь перед нами	1	1
87	он во многом	1	1
88	и в тех	1	1
89	у него в	4	1
90	и только на	1	1
91	мы бы сказали	3	1
92	не могло быть	1	1
93	и вместе с	2	1
94	как бы на	1	1
95	с самого начала	1	1
96	что в нем	1	1
97	не только в	1	1
98	между ними нет	1	1
99	выходит за пределы	1	1
100	он никогда не	2	1
101	как мы знаем	2	1
102	если бы не	1	1
103	есть прежде всего	2	1
104	к тому что	2	1
105	точки зрения того	1	1
106	и не могло	1	1
