N	2gram	Losev_Dial_3	PoTuStor
1	может быть	13	17
2	и в	24	16
3	и пр	6	12
4	в этом	8	9
5	и проч	1	9
6	таким образом	13	9
7	и только	6	9
8	мы можем	1	9
9	прежде всего	8	9
10	и с	6	8
11	точки зрения	25	8
12	и его	5	8
13	не может	19	8
14	совершенно не	2	8
15	с его	2	7
16	не только	23	7
17	сказать что	4	7
18	я и	2	6
19	самом деле	6	6
20	конечно не	4	6
21	при этом	2	6
22	с точки	14	6
23	и это	4	6
24	к отцу	2	6
25	для него	4	6
26	и к	5	6
27	еще не	2	5
28	в чем	4	5
29	все эти	3	5
30	сознание и	3	5
31	что такое	21	5
32	ни в	9	5
33	в него	1	5
34	как бы	3	5
35	на самом	1	4
36	и ее	3	4
37	и на	3	4
38	отнюдь не	10	4
39	и наконец	1	4
40	но в	2	4
41	в нем	3	4
42	и может	1	4
43	его в	1	4
44	все это	6	4
45	как мы	2	4
46	с ее	1	4
47	так и	5	4
48	можно сказать	1	4
49	в его	2	4
50	а потому	1	4
51	только в	5	4
52	так как	6	4
53	и даже	13	4
54	но и	9	4
55	и не	27	4
56	и все	6	4
57	хотя бы	4	4
58	все что	3	4
59	отношения к	1	3
60	едва ли	1	3
61	принципом реальности	1	3
62	во всех	1	3
63	в общем	1	3
64	и есть	16	3
65	сознательное и	1	3
66	и как	8	3
67	учение о	8	3
68	чувств и	1	3
69	и вот	2	3
70	их в	2	3
71	на этом	2	3
72	том что	8	3
73	во время	1	3
74	сих пор	1	3
75	в одном	1	3
76	по крайней	5	3
77	и притом	5	3
78	в основе	3	3
79	до сих	1	3
80	мира и	3	3
81	в конечном	1	3
82	крайней мере	5	3
83	и она	2	3
84	в том	5	3
85	только на	7	3
86	мы знаем	3	3
87	всяком случае	2	3
88	даже не	6	3
89	принцип реальности	1	3
90	пр и	1	3
91	но оно	1	3
92	вместе с	1	3
93	и потому	2	3
94	как это	5	3
95	ко всякому	1	3
96	могут быть	2	3
97	что в	7	3
98	в этих	1	3
99	а в	2	3
100	то что	14	3
101	между ними	1	3
102	только как	5	3
103	жизни и	5	3
104	во всяком	2	3
105	ту же	1	2
106	нем нет	1	2
107	же как	2	2
108	в самом	7	2
109	и этот	1	2
110	мы уже	3	2
111	мы не	5	2
112	и о	3	2
113	говорить о	4	2
114	что можно	2	2
115	и говорить	2	2
116	на них	2	2
117	из этих	2	2
118	но как	2	2
119	друг на	1	2
120	конечном счете	1	2
121	нет и	4	2
122	за пределы	3	2
123	с этим	3	2
124	в этот	1	2
125	что это	12	2
126	но ведь	1	2
127	вообще не	2	2
128	он не	5	2
129	и по	2	2
130	то же	6	2
131	по своему	1	2
132	связанных с	1	2
133	исторического и	1	2
134	было бы	5	2
135	в них	5	2
136	как и	7	2
137	между собою	1	2
138	на первый	4	2
139	почти не	1	2
140	все и	1	2
141	всего а	2	2
142	не менее	11	2
143	можем теперь	1	2
144	в науке	1	2
145	всей их	1	2
146	никогда не	7	2
147	только уже	1	2
148	только и	2	2
149	понятия и	2	2
150	что на	1	2
151	в каком	3	2
152	все то	1	2
153	не могут	4	2
154	что оно	7	2
155	существует только	1	2
156	не будет	3	2
157	как не	2	2
158	и этим	3	2
159	только то	1	2
160	как с	2	2
161	быть может	3	2
162	для этого	2	2
163	и вообще	2	2
164	с ним	1	2
165	о том	6	2
166	другими словами	7	2
167	для нас	2	2
168	что и	6	2
169	оно и	1	2
170	что он	13	2
171	и так	1	2
172	со всеми	2	2
173	есть в	3	2
174	не можем	2	2
175	если мы	1	2
176	к ним	1	2
177	при всей	1	2
178	у него	2	2
179	момент в	1	2
180	оно не	6	2
181	себя и	2	2
182	что не	5	2
183	на друга	1	2
184	не на	6	2
185	его все	1	2
186	что мы	8	2
187	в частности	2	2
188	необходимость и	2	2
189	так же	4	2
190	в историю	1	2
191	в область	1	2
192	с этой	5	2
193	в систему	1	2
194	внешний мир	3	2
195	но это	5	2
196	и таким	1	2
197	и для	2	2
198	не существует	10	2
199	сознания и	4	2
200	но зато	1	2
201	ни было	1	2
202	нет никаких	2	2
203	не есть	54	2
204	не знает	3	2
205	есть и	12	2
206	а может	1	2
207	ее в	2	2
208	они не	2	2
209	даже более	1	1
210	говоря о	1	1
211	все остальное	4	1
212	и то	4	1
213	он может	1	1
214	или к	2	1
215	это и	7	1
216	конечно с	1	1
217	явления и	4	1
218	культура не	1	1
219	что эти	1	1
220	не имеют	2	1
221	высшей степени	1	1
222	его не	2	1
223	хорошо и	1	1
224	мы имеем	1	1
225	и входит	1	1
226	что если	2	1
227	и момент	1	1
228	вопрос о	5	1
229	на место	1	1
230	пока только	1	1
231	выходит из	1	1
232	так чтобы	2	1
233	а для	2	1
234	оно есть	2	1
235	я не	6	1
236	как я	2	1
237	из того	2	1
238	но даже	3	1
239	конечно и	1	1
240	же что	1	1
241	зависимости от	3	1
242	живое существо	2	1
243	в ней	2	1
244	и самого	1	1
245	он был	1	1
246	первый план	4	1
247	чего оно	1	1
248	иное как	6	1
249	думая что	1	1
250	бы то	2	1
251	что его	5	1
252	указать только	1	1
253	где же	4	1
254	основано на	2	1
255	оно совершенно	1	1
256	но не	2	1
257	коем случае	3	1
258	иногда и	1	1
259	в свои	1	1
260	право на	1	1
261	процессов но	1	1
262	в течение	1	1
263	в особом	2	1
264	все же	3	1
265	однако не	2	1
266	хотя и	5	1
267	в нормальном	1	1
268	есть ли	5	1
269	от этого	1	1
270	чего же	1	1
271	к чему	1	1
272	уже не	5	1
273	та же	1	1
274	точку зрения	1	1
275	ни один	2	1
276	то я	1	1
277	не сделал	1	1
278	не дальше	1	1
279	пользу и	1	1
280	имеем в	1	1
281	во многих	1	1
282	что она	9	1
283	что было	1	1
284	по самому	1	1
285	этого есть	1	1
286	было с	1	1
287	а просто	1	1
288	именно то	1	1
289	с нашим	1	1
290	в корне	1	1
291	наших глазах	1	1
292	из него	1	1
293	приходим к	1	1
294	подобно тому	4	1
295	ли от	1	1
296	находит себе	1	1
297	две сферы	2	1
298	по его	1	1
299	от нее	1	1
300	то ни	1	1
301	одна на	1	1
302	а то	1	1
303	что мир	7	1
304	вывести из	1	1
305	в мире	1	1
306	ее интерпретации	1	1
307	той же	3	1
308	что материализм	1	1
309	часто мы	1	1
310	как видим	2	1
311	это было	3	1
312	на почве	1	1
313	и определение	1	1
314	в свой	1	1
315	истории и	4	1
316	весь мир	1	1
317	все существенное	1	1
318	не чем	1	1
319	не ясно	1	1
320	и имеют	1	1
321	одна и	1	1
322	несмотря на	2	1
323	жизни но	1	1
324	мир в	3	1
325	действительно не	1	1
326	лучше всего	1	1
327	но если	6	1
328	от своего	2	1
329	что есть	4	1
330	социальные отношения	2	1
331	со всяким	1	1
332	это наше	1	1
333	в биологии	1	1
334	никакому сомнению	1	1
335	как совокупность	1	1
336	всех вещей	1	1
337	ведь наука	1	1
338	и сознательного	2	1
339	выше мы	1	1
340	творчества и	1	1
341	друг другу	1	1
342	иным как	1	1
343	на другую	1	1
344	есть еще	3	1
345	вещей и	6	1
346	этот мир	1	1
347	человека но	1	1
348	же мы	2	1
349	можно ли	5	1
350	а иногда	1	1
351	иной раз	2	1
352	только здесь	1	1
353	в смысле	2	1
354	тогда когда	5	1
355	одна из	3	1
356	в сущности	10	1
357	его веры	1	1
358	что иное	6	1
359	только не	10	1
360	не имеет	11	1
361	наука и	1	1
362	в коем	3	1
363	ничего не	17	1
364	выводятся из	1	1
365	этих двух	1	1
366	они являются	1	1
367	очень мало	2	1
368	в объективном	1	1
369	это именно	1	1
370	что жизнь	2	1
