N	3gram	Vygotskiy__3	Literetu
1	не может быть	2	7
2	с одной стороны	5	6
3	в том что	17	5
4	состоит в том	3	4
5	с другой стороны	3	4
6	с точки зрения	1	3
7	в этом отношении	3	3
8	в данном случае	1	3
9	в том чтобы	1	3
10	по отношению к	2	3
11	но тем что	1	3
12	о том что	3	2
13	подобно тому как	1	2
14	в этом случае	1	2
15	за то что	1	2
16	в том числе	1	2
17	тем не менее	5	2
18	том что в	1	1
19	это как уже	1	1
20	которые не могут	1	1
21	с предшествующим и	1	1
22	как и для	1	1
23	какого бы то	1	1
24	что уже в	1	1
25	речь в этом	1	1
26	то же самое	1	1
27	с полным основанием	1	1
28	вместе с тем	10	1
29	там ни было	1	1
30	в отличие от	6	1
31	по отношению ко	1	1
32	является одним из	1	1
33	бы то ни	1	1
34	не могут быть	1	1
35	предшествующим и последующим	1	1
36	из того что	1	1
37	том числе и	1	1
38	ни было но	1	1
39	можно было бы	5	1
40	с этой точки	2	1
41	и то что	2	1
42	в самом начале	1	1
43	ничего общего с	1	1
44	легко переходит в	1	1
45	в конце концов	1	1
46	и наряду с	1	1
47	меняется вместе с	1	1
48	во всех этих	1	1
49	имеем дело с	1	1
50	приводит к тому	1	1
51	бы там ни	1	1
52	не мог бы	3	1
53	этой точки зрения	2	1
54	в этом же	1	1
55	мы не можем	1	1
56	и т.д если	1	1
57	в свою очередь	2	1
58	отрицать того что	1	1
59	той или иной	2	1
60	то ни было	1	1
61	как и сам	1	1
62	как бы там	1	1
63	а с другой	3	1
64	к тому что	1	1
65	для того чтобы	7	1
66	роль по отношению	1	1
67	и не является	1	1
68	как мы видели	3	1
