N	3gram	Tiupa_Hudo_1	Myslijsy
1	более или менее	1	8
2	сами по себе	1	7
3	во всяком случае	1	7
4	в том что	6	7
5	в свою очередь	1	6
6	тем не менее	3	5
7	а между тем	1	4
8	до сих пор	2	4
9	то и другое	2	4
10	заключает в себе	1	4
11	в том смысле	1	4
12	на то что	2	3
13	с одной стороны	1	3
14	и т п	8	3
15	и т д	3	3
16	место в ряду	1	2
17	на самом деле	1	2
18	а не другое	1	2
19	в таком случае	1	2
20	том смысле как	1	2
21	только потому что	2	2
22	тогда как в	1	2
23	то что мы	1	2
24	не в том	2	2
25	то же время	8	2
26	так и в	1	2
27	не может быть	2	2
28	с самого начала	1	2
29	в этом смысле	1	2
30	в то же	8	2
31	то а не	1	1
32	состоит в том	1	1
33	нами не как	1	1
34	прежде всего на	1	1
35	том что он	1	1
36	о том как	2	1
37	одной стороны и	1	1
38	что же касается	2	1
39	потому что не	1	1
40	может быть только	1	1
41	друг от друга	1	1
42	только в том	2	1
43	лица множественного числа	1	1
44	ни в ком	1	1
45	и то и	1	1
46	том случае если	1	1
47	прежде всего его	1	1
48	в отличие от	1	1
49	с тем что	1	1
50	при этом не	1	1
51	самые простые и	1	1
52	с этой точки	1	1
53	в том случае	1	1
54	можно заметить что	1	1
55	как и в	3	1
56	хотя быть может	1	1
57	мы не знаем	1	1
58	только один из	1	1
59	начала есть нечто	1	1
60	из них это	1	1
61	имеет ничего общего	1	1
62	нельзя не согласиться	1	1
63	в том как	1	1
64	между тем в	1	1
65	все же не	1	1
66	и быть может	3	1
67	в связи с	3	1
68	столь же мало	2	1
69	при этом мы	1	1
70	не только на	1	1
71	не имеет ничего	1	1
72	на вопрос что	1	1
73	он вовсе не	1	1
74	то что я	1	1
75	а в том	1	1
76	не потому что	1	1
77	о том что	9	1
78	ничего общего с	1	1
79	что у него	2	1
80	и в самом	3	1
81	но все же	1	1
82	если бы не	1	1
83	слова в первой	1	1
84	и в этом	1	1
85	не только от	1	1
86	том как он	1	1
87	почти то же	1	1
88	его от себя	1	1
