N	3gram	Berdyaev_M_2	KulturaY
1	в том что	2	10
2	с точки зрения	1	8
3	для того чтобы	4	8
4	не может быть	8	4
5	в этом отношении	1	3
6	в конце концов	1	3
7	потому что он	2	2
8	а следовательно и	1	2
9	на самом деле	1	2
10	так же как	3	2
11	но также и	1	2
12	на то что	1	2
13	том что в	1	1
14	но что это	1	1
15	он так и	1	1
16	того чтобы оправдать	1	1
17	ли сказать что	1	1
18	находится в противоречии	1	1
19	до сих пор	3	1
20	в своей книге	1	1
21	сам по себе	1	1
22	что он не	1	1
23	в которой протекает	1	1
24	все те же	1	1
25	но он не	1	1
26	у достоевского и	1	1
27	но это не	2	1
28	не сам по	1	1
29	в той мере	1	1
30	и той же	2	1
31	может быть и	2	1
32	значит также и	1	1
33	в такой степени	2	1
34	в значительной степени	1	1
35	т е в	2	1
36	потому что природа	1	1
37	не потому что	1	1
38	можно ли сказать	1	1
39	не может уже	2	1
40	в противоречии с	1	1
41	смысле этого слова	1	1
42	если бы только	1	1
43	по сравнению с	1	1
44	не до конца	2	1
45	и в этой	1	1
46	по природе своей	1	1
47	он уже не	1	1
48	у нас нет	1	1
49	только потому и	1	1
50	мере в какой	1	1
51	на этом пути	2	1
52	в нем есть	6	1
53	что же такое	1	1
54	есть не что	3	1
55	те которые в	1	1
56	как и в	2	1
57	у них есть	1	1
58	о том что	2	1
59	и никогда не	2	1
60	что иное как	3	1
61	и возможно что	1	1
62	после того как	2	1
63	что не все	1	1
64	к тому что	3	1
65	в нашем культурном	1	1
66	одной и той	2	1
67	не что иное	3	1
68	той мере в	1	1
69	потому что она	3	1
70	сама по себе	1	1
71	он не хотел	1	1
72	то же что	1	1
73	потому и возможно	1	1
74	между ними есть	1	1
75	только тогда когда	1	1
76	также и в	2	1
