N	2gram	Bakhtin_fo_1	Formalny
1	и в	50	38
2	в этом	25	27
3	может быть	11	23
4	и его	16	21
5	таким образом	11	20
6	и не	14	20
7	в самом	8	16
8	не в	5	15
9	прежде всего	15	15
10	и т	8	14
11	не может	6	14
12	в нем	24	13
13	связи с	6	13
14	но и	8	13
15	в пределах	5	12
16	с его	9	11
17	с тем	3	11
18	в том	9	11
19	вовсе не	13	11
20	с другими	3	10
21	в его	13	10
22	в связи	5	10
23	с помощью	2	10
24	не только	9	9
25	при этом	3	9
26	и с	4	9
27	как и	8	9
28	т п	8	9
29	на почве	2	9
30	в процессе	4	9
31	самом деле	1	8
32	отнюдь не	5	8
33	все же	6	8
34	точки зрения	5	8
35	так и	12	8
36	что и	3	8
37	тем что	2	8
38	как мы	14	7
39	в корне	1	7
40	лишь в	6	7
41	по себе	2	7
42	для него	2	7
43	в своей	2	7
44	с точки	2	7
45	во втором	2	7
46	уже не	2	7
47	этом отношении	3	7
48	в других	9	7
49	не могут	3	7
50	по существу	12	7
51	слова и	2	7
52	что в	5	7
53	и ее	3	6
54	в ней	4	6
55	в истории	2	6
56	все эти	9	6
57	в этой	1	6
58	то же	11	6
59	было бы	2	6
60	он не	5	6
61	в их	6	6
62	могут быть	5	6
63	только в	4	6
64	то что	6	6
65	не было	7	6
66	вместе с	3	6
67	а не	3	6
68	как раз	13	6
69	в результате	6	6
70	хотя бы	2	6
71	а в	3	6
72	по преимуществу	3	5
73	в первый	1	5
74	всего этого	2	5
75	во всех	6	5
76	в то	9	5
77	в основе	5	5
78	же время	9	5
79	если бы	5	5
80	и только	1	5
81	что он	1	5
82	всяком случае	1	5
83	если мы	2	5
84	и речи	5	5
85	именно в	3	5
86	с этим	6	5
87	более того	3	5
88	и для	4	5
89	бы в	1	5
90	еще более	3	5
91	во всяком	3	5
92	все остальное	1	4
93	здесь и	2	4
94	высшей степени	1	4
95	в сущности	3	4
96	что оно	1	4
97	независимо от	1	4
98	как в	6	4
99	и наконец	1	4
100	и к	2	4
101	не следует	1	4
102	не как	2	4
103	его от	2	4
104	как они	1	4
105	входит в	3	4
106	в высшей	1	4
107	не столько	1	4
108	раз и	2	4
109	как о	1	4
110	ничего не	9	4
111	к тому	3	4
112	здесь не	4	4
113	в дальнейшем	6	4
114	в теории	1	4
115	но в	10	4
116	в большинстве	1	4
117	что не	3	4
118	из них	1	4
119	так как	6	4
120	не о	2	4
121	в особенности	9	4
122	именно как	4	4
123	и даже	2	4
124	в некоторых	2	4
125	там где	2	4
126	на фоне	3	4
127	мы говорим	1	4
128	как бы	2	4
129	известной степени	1	4
130	лишь как	2	4
131	совершенно не	2	4
132	оно не	2	4
133	к этому	3	4
134	они не	3	4
135	например в	6	3
136	же как	2	3
137	тем же	1	3
138	и до	5	3
139	в зависимости	1	3
140	а как	3	3
141	из всего	1	3
142	мы не	3	3
143	между этими	4	3
144	зависимости от	1	3
145	и на	8	3
146	не входит	2	3
147	значение и	3	3
148	однако не	1	3
149	хотя и	3	3
150	и как	10	3
151	от этого	2	3
152	не приходится	1	3
153	что это	1	3
154	в целом	2	3
155	из этих	1	3
156	роль в	9	3
157	только на	3	3
158	так сказать	7	3
159	время и	4	3
160	всех этих	5	3
161	значительной степени	1	3
162	главным образом	1	3
163	и может	2	3
164	его в	3	3
165	это было	1	3
166	в ином	1	3
167	для них	3	3
168	и правильно	1	3
169	место в	2	3
170	произведения и	1	3
171	до известной	1	3
172	только и	5	3
173	не является	2	3
174	но все	5	3
175	его с	1	3
176	на проблеме	1	3
177	того чтобы	5	3
178	изучения и	1	3
179	так в	1	3
180	особенно в	1	3
181	специфические особенности	1	3
182	и здесь	1	3
183	в значительной	2	3
184	того что	2	3
185	то и	1	3
186	менее всего	1	3
187	и их	8	3
188	для того	5	3
189	с другой	2	3
190	и прежде	2	3
191	и др	9	3
192	а наоборот	1	3
193	он становится	2	3
194	их к	2	3
195	быть и	2	3
196	все это	4	3
197	сюжета и	2	3
198	или в	3	3
199	и все	6	3
200	была бы	2	3
201	жизни и	8	3
202	формы и	3	2
203	и то	4	2
204	идет о	1	2
205	между двумя	6	2
206	к другому	2	2
207	было и	4	2
208	при анализе	1	2
209	функции в	1	2
210	они были	2	2
211	это время	7	2
212	он был	1	2
213	первый план	1	2
214	в широком	2	2
215	его здесь	1	2
216	совсем не	2	2
217	но не	5	2
218	но как	1	2
219	а только	2	2
220	отношение к	2	2
221	отличие от	2	2
222	не оказалось	1	2
223	перед нами	1	2
224	кроме того	4	2
225	а каждый	1	2
226	со своей	3	2
227	та же	1	2
228	в которой	2	2
229	уже в	2	2
230	литературных произведений	1	2
231	в понимании	1	2
232	не к	2	2
233	широком смысле	2	2
234	и более	1	2
235	в плане	1	2
236	и по	2	2
237	без исключения	1	2
238	в основу	3	2
239	особенности в	1	2
240	для нее	1	2
241	бы совершенно	2	2
242	ни в	8	2
243	от него	1	2
244	место и	3	2
245	нигде не	1	2
246	должно быть	1	2
247	лучше всего	1	2
248	том что	4	2
249	на первый	1	2
250	в этих	3	2
251	в отличие	2	2
252	должны были	1	2
253	как их	1	2
254	их в	3	2
255	она не	1	2
256	на один	2	2
257	и функции	1	2
258	самого начала	2	2
259	не имеет	4	2
260	этими двумя	3	2
261	все без	1	2
262	находится в	1	2
263	никогда не	2	2
264	правда в	1	2
265	как она	2	2
266	есть только	2	2
267	всего в	1	2
268	поставить вопрос	1	2
269	быть конечно	2	2
270	и это	4	2
271	тем и	1	2
272	в ее	6	2
273	и от	1	2
274	эти свойства	1	2
275	и этим	1	2
276	с самого	2	2
277	приводит к	1	2
278	и пространство	1	2
279	и иные	2	2
280	и совершенно	1	2
281	времени и	10	2
282	было в	1	2
283	в эпоху	1	2
284	с ним	2	2
285	в виду	3	2
286	единства и	2	2
287	во всей	3	2
288	это не	6	2
289	этих элементов	1	2
290	один из	3	2
291	с ними	1	2
292	этот вопрос	1	2
293	не происходит	1	2
294	по этому	1	2
295	потому что	4	2
296	в качестве	3	2
297	же и	2	2
298	с нею	1	2
299	является не	1	2
300	или даже	1	2
301	при помощи	1	2
302	и других	3	2
303	характерно что	4	2
304	очень характерно	2	2
305	и нового	1	2
306	совершенно безразлично	2	2
307	в котором	4	2
308	сами по	1	2
309	в конце	9	2
310	как его	1	2
311	даже не	2	2
312	говорим о	1	2
313	в каких	1	2
314	являются только	1	2
315	между ними	3	2
316	на литературу	2	2
317	до конца	4	2
318	и литературного	1	2
319	все более	1	2
320	подхода к	3	2
321	в той	4	2
322	в тех	1	2
323	нем как	1	2
324	в чем	2	2
325	к другим	1	2
326	совершенно иной	3	2
327	развертывается в	1	2
328	значение лишь	1	2
329	все содержание	1	2
330	слово в	1	2
331	сказать что	3	2
332	от всех	1	2
333	равно как	2	2
334	перестали быть	1	2
335	ее в	2	2
336	в искусстве	1	2
337	и другие	5	2
338	в таком	3	2
339	и наиболее	1	1
340	и развертывается	1	1
341	до него	1	1
342	наших теоретических	1	1
343	разрешения этой	1	1
344	и через	1	1
345	связана с	1	1
346	с исторической	1	1
347	того же	8	1
348	нравов и	1	1
349	к своей	2	1
350	на деле	1	1
351	слова эта	1	1
352	нового не	1	1
353	его же	1	1
354	п все	1	1
355	ведь и	1	1
356	оно было	1	1
357	когда это	1	1
358	объясняется и	1	1
359	иметь место	1	1
360	целого произведения	1	1
361	которыми он	2	1
362	той же	2	1
363	их и	2	1
364	всей ее	1	1
365	есть не	3	1
366	на материале	2	1
367	мы имеем	1	1
368	и само	1	1
369	этого нет	1	1
370	нам в	1	1
371	иногда прямо	1	1
372	конститутивным моментом	1	1
373	начинается с	1	1
374	но она	2	1
375	не вполне	1	1
376	из того	1	1
377	и действовали	1	1
378	конечно и	4	1
379	и со	1	1
380	не оказать	1	1
381	же что	2	1
382	в народных	1	1
383	таково основное	1	1
384	быть никаких	1	1
385	сплетается с	1	1
386	именно этого	1	1
387	время в	6	1
388	в различных	2	1
389	события в	1	1
