N	2gram	Berdyaev_V_1	Myslijsy
1	потому что	4	52
2	то есть	1	42
3	и в	16	39
4	может быть	1	27
5	в том	3	26
6	только в	2	25
7	что в	3	22
8	не только	2	21
9	так как	9	21
10	а не	7	21
11	в нем	4	20
12	но и	5	20
13	и не	20	18
14	том что	2	16
15	в этом	4	15
16	не в	3	15
17	так и	4	13
18	мы не	2	10
19	как в	1	10
20	и что	3	10
21	а потому	1	10
22	то что	9	10
23	что не	4	10
24	в человеке	1	10
25	не есть	6	10
26	но в	3	9
27	как и	4	9
28	могут быть	2	9
29	для нас	2	9
30	тем что	2	9
31	но не	2	8
32	в одном	1	8
33	того что	5	8
34	вместе с	1	8
35	в ней	4	7
36	в истории	8	7
37	духа и	2	7
38	это не	2	7
39	в этих	3	7
40	то и	1	7
41	с другой	1	7
42	должно быть	3	7
43	и т	2	6
44	то же	1	6
45	все же	1	6
46	и по	1	6
47	между собою	1	6
48	того как	1	6
49	что на	1	6
50	что и	3	6
51	еще не	8	6
52	человеческого духа	1	6
53	как бы	5	6
54	то это	3	5
55	во всех	3	5
56	не имеют	1	5
57	с тем	2	5
58	не имеет	3	5
59	между тем	2	5
60	в его	4	5
61	вовсе не	1	5
62	что человек	1	5
63	души и	1	5
64	так же	1	5
65	и потому	7	5
66	но это	3	5
67	и для	3	5
68	а в	2	5
69	другой стороны	1	5
70	вопрос о	1	4
71	бы ни	1	4
72	т д	2	4
73	не по	1	4
74	никогда не	3	4
75	во всем	1	4
76	не могут	2	4
77	к тому	3	4
78	бы в	1	4
79	слова для	1	4
80	для него	2	4
81	не было	3	4
82	прежде всего	2	4
83	что мы	4	4
84	самого себя	2	4
85	от него	2	4
86	мы видим	1	4
87	в своих	1	4
88	а между	2	3
89	должна быть	3	3
90	человеческой природы	1	3
91	и то	2	3
92	в своем	1	3
93	хотя и	5	3
94	в самом	1	3
95	что это	1	3
96	то ни	1	3
97	что все	4	3
98	в мире	5	3
99	и с	1	3
100	а его	1	3
101	и тем	1	3
102	в жизни	3	3
103	в них	3	3
104	в этой	1	3
105	не так	2	3
106	в своей	3	3
107	бытия и	1	3
108	тому что	3	3
109	она не	1	3
110	для того	1	3
111	и другое	1	3
112	на него	1	3
113	свободы и	12	3
114	и божественного	1	3
115	как она	1	3
116	в сознании	1	3
117	оно не	3	3
118	для себя	1	3
119	и это	2	3
120	когда в	2	3
121	в словах	1	3
122	и вообще	1	3
123	с ним	2	3
124	и во	2	3
125	в глазах	1	3
126	мы увидим	1	3
127	но как	1	3
128	есть уже	2	3
129	каким образом	1	3
130	или даже	1	3
131	в состоянии	1	3
132	и от	1	3
133	и все	4	3
134	во всяком	2	3
135	ко всем	1	2
