N	3gram	Tiupa_Anal_2	Vladivir
1	о том что	6	7
2	в том что	6	7
3	в свое время	1	5
4	в этом смысле	2	4
5	то же время	2	4
6	и то что	2	4
7	на то что	2	4
8	в то же	2	4
9	на этот раз	1	4
10	более или менее	1	3
11	с другой стороны	2	3
12	не может быть	1	3
13	в ответ на	2	2
14	он не только	1	2
15	как раз и	1	2
16	не только в	2	2
17	и тот же	1	2
18	можно сказать что	1	2
19	на предпоследнем слоге	1	2
20	тем не менее	3	2
21	к тому же	4	2
22	но и все	1	1
23	что иное как	1	1
24	на первом слоге	1	1
25	мы имеем дело	3	1
26	в самом деле	1	1
27	не столько с	1	1
28	это было в	1	1
29	свидетельствует о том	1	1
30	ни с той	1	1
31	так и не	4	1
32	как это было	1	1
33	в этой борьбе	1	1
34	в таких случаях	1	1
35	по поводу того	1	1
36	только то что	1	1
37	да может быть	1	1
38	все той же	2	1
39	не мог найти	1	1
40	одно и то	1	1
41	дело не в	1	1
42	содержит в себе	3	1
43	и после нее	1	1
44	с одной стороны	4	1
45	в связи с	1	1
46	и то же	1	1
47	поводу того что	1	1
48	и в этом	4	1
49	ведь и сам	1	1
50	имеем дело с	1	1
51	нам представляется что	1	1
52	так или иначе	1	1
53	но и его	1	1
54	ни к какой	1	1
55	есть отнюдь не	1	1
56	из них не	1	1
57	все что может	1	1
58	а в том	1	1
59	есть не что	1	1
60	заключается в том	1	1
61	в свою очередь	1	1
62	выходят за пределы	1	1
63	и тем самым	2	1
64	но и для	1	1
65	не только не	2	1
66	но отнюдь не	1	1
67	во второй половине	1	1
68	сразу же после	1	1
69	к тому что	1	1
70	не что иное	1	1
71	в себе не	1	1
72	в этом отношении	3	1
