N	2gram	Vygotskiy__5	Problema
1	и не	6	28
2	то есть	13	27
3	не только	16	24
4	только в	5	23
5	в виде	1	22
6	вовсе не	3	21
7	и в	30	20
8	в том	27	20
9	ни в	3	17
10	не просто	1	16
11	все эти	2	16
12	смысле слова	1	15
13	то что	37	15
14	потому что	23	15
15	точки зрения	7	14
16	у нас	4	14
17	той или	2	14
18	было бы	5	14
19	но и	6	14
20	перед нами	2	13
21	не в	8	13
22	даже и	2	13
23	или иной	2	13
24	в нашем	2	12
25	в себе	5	12
26	том что	21	12
27	не есть	4	12
28	с точки	2	11
29	по себе	7	11
30	прежде всего	4	11
31	как будто	6	11
32	едва ли	2	10
33	и его	6	10
34	не менее	1	10
35	так и	3	10
36	в качестве	2	10
37	при помощи	1	10
38	это значит	2	10
39	не является	2	10
40	есть нечто	3	9
41	в этом	14	9
42	может быть	11	9
43	и даже	2	9
44	все это	2	9
45	но в	5	8
46	таким образом	20	8
47	если бы	11	8
48	что он	17	8
49	в той	3	8
50	в результате	4	8
51	и все	4	8
52	во всяком	1	8
53	то же	7	7
54	мы не	3	7
55	в ней	4	7
56	еще не	5	7
57	и с	2	7
58	ясно что	6	7
59	это не	3	7
60	здесь не	1	7
61	хотя бы	3	7
62	и тем	6	7
63	с другой	9	7
64	именно в	6	7
65	сказать что	9	7
66	а не	8	7
67	и потому	5	7
68	сам по	3	6
69	есть не	4	6
70	мы имеем	8	6
71	а только	1	6
72	только при	1	6
73	при этом	8	6
74	об этом	3	6
75	как и	6	6
76	в данном	3	6
77	по крайней	1	6
78	в каком	3	6
79	же самое	5	6
80	в виду	4	6
81	и вообще	1	6
82	крайней мере	1	6
83	что здесь	3	6
84	так что	3	6
85	в одно	1	6
86	по своему	1	6
87	но это	1	6
88	и от	1	6
89	для нас	3	6
90	другой стороны	5	6
91	в таком	3	6
92	на самом	2	5
93	но не	7	5
94	как в	3	5
95	хотя и	1	5
96	и если	6	5
97	в нем	7	5
98	да и	1	5
99	те или	1	5
100	в них	4	5
101	в этих	3	5
102	и очень	1	5
103	когда мы	6	5
104	и о	3	5
105	в ее	3	5
106	данном случае	3	5
107	каждый раз	1	5
108	о том	10	5
109	можно сказать	2	5
110	и можно	2	5
111	жизни и	6	5
112	уже не	1	5
113	если мы	16	5
114	так как	9	5
115	здесь в	1	5
116	не может	9	5
117	вместе с	12	5
118	так же	13	5
119	в смысле	1	5
120	не существует	3	5
121	или в	6	5
122	и ни	2	5
123	ничего общего	1	5
124	и т	7	4
125	это и	2	4
126	без всякого	1	4
127	и есть	5	4
128	и наконец	3	4
129	уже в	6	4
130	тут и	1	4
131	в этой	5	4
132	что она	6	4
133	которая является	1	4
134	времени и	3	4
135	с тем	8	4
136	несмотря на	5	4
137	в своей	4	4
138	в одном	2	4
139	в отношении	2	4
140	отличается от	2	4
141	не имеет	1	4
142	только не	5	4
143	в разных	1	4
144	ни о	1	4
145	нет ни	2	4
146	указывает на	4	4
147	всегда есть	1	4
148	можно было	3	4
149	никак не	6	4
150	и во	1	4
151	во всех	2	4
152	и только	3	4
153	тем более	1	4
154	одной из	1	4
155	или иные	1	4
156	и ее	1	4
157	или даже	1	4
158	что не	1	4
159	уже давно	4	4
160	с этим	2	4
161	как бы	19	4
162	в художественном	1	4
163	как раз	13	4
164	и для	6	4
165	же в	2	4
166	а в	4	4
167	в то	2	4
168	в какой	1	4
169	самом деле	8	3
170	в зависимости	6	3
171	он как	2	3
172	но она	2	3
173	то это	4	3
174	в каждой	3	3
175	и на	3	3
176	он был	2	3
177	но как	1	3
178	тут же	1	3
179	мы сейчас	3	3
180	в своем	6	3
181	и к	4	3
182	идея и	1	3
183	учение о	1	3
184	имеем в	1	3
185	т д	3	3
186	но все	2	3
187	человека в	3	3
188	в другом	3	3
189	того или	1	3
190	этом смысле	2	3
191	из них	2	3
192	здесь нет	1	3
193	в жизни	1	3
194	нас выше	1	3
195	все равно	2	3
196	что всякий	1	3
197	как это	7	3
198	связи с	2	3
199	нет никакого	1	3
200	если и	1	3
201	вплоть до	1	3
202	трактуется как	1	3
203	и другое	2	3
204	у пушкина	1	3
205	мы все	6	3
206	казалось бы	4	3
207	имеем дело	1	3
208	и является	1	3
209	в области	1	3
210	зависимости от	7	3
211	виде как	1	3
212	к тому	8	3
213	в самых	1	3
214	как мы	5	3
215	другими словами	1	3
216	с собой	1	3
217	к нему	1	3
218	том или	1	3
219	в его	4	3
220	что и	3	3
221	то для	1	3
222	конечно не	1	3
223	в начале	1	3
224	в сознании	1	3
225	не так	1	3
226	для него	3	3
227	себе и	2	3
228	мы можем	7	3
229	тем что	6	3
230	для того	20	3
231	не было	1	3
232	были бы	1	3
233	еще и	1	3
234	меньше всего	3	3
235	которые как	1	3
236	если не	1	3
237	нет ничего	1	3
238	ни на	1	3
239	к его	1	3
240	из которых	4	3
241	это произведение	1	3
242	или иного	1	3
243	это есть	3	3
244	что мы	11	3
245	только для	1	3
246	не прямо	1	3
247	и как	7	3
248	мы должны	3	3
249	все они	1	3
250	совершенно не	6	3
251	из этого	2	3
252	что в	24	3
253	для ее	3	2
254	и то	9	2
255	бы для	2	2
256	нам кажется	2	2
257	и закон	1	2
258	за собой	1	2
259	по преимуществу	2	2
260	в которой	3	2
261	время как	2	2
262	разобраться в	1	2
263	и он	2	2
264	значительной мере	1	2
265	нет в	2	2
266	между собой	2	2
267	иное как	2	2
268	столь же	1	2
269	в чем	1	2
270	то мы	1	2
271	не то	1	2
272	совершенно ясно	7	2
273	нет и	1	2
274	что они	5	2
275	относится к	1	2
276	что именно	5	2
277	стороны и	4	2
278	все же	7	2
279	и где	1	2
280	говорит что	6	2
281	не являются	1	2
282	более или	1	2
283	то в	1	2
284	что это	8	2
285	ни одна	1	2
286	в известном	1	2
287	тому же	1	2
288	на его	3	2
289	мы совершенно	1	2
290	он не	3	2
291	не к	1	2
292	в корне	1	2
293	с ее	1	2
294	том чтобы	2	2
295	на земле	1	2
296	можно даже	1	2
297	как они	2	2
298	и может	1	2
299	тем оно	1	2
300	на этой	1	2
301	смотреть на	3	2
302	однако мы	1	2
303	но именно	1	2
304	кажется что	1	2
305	далеко не	1	2
306	речь о	1	2
307	между собою	1	2
308	что чем	1	2
309	но никак	1	2
310	или менее	1	2
311	в котором	2	2
312	она в	1	2
313	или вернее	2	2
314	мы находим	2	2
315	но эта	1	2
316	и всякого	1	2
317	не могли	4	2
318	однако в	1	2
319	бы быть	1	2
320	того же	2	2
321	но они	1	2
322	дело в	2	2
323	но только	3	2
324	того чтобы	20	2
325	по одному	1	2
326	к ней	1	2
327	во всем	2	2
328	есть только	2	2
329	во все	1	2
330	и всех	1	2
331	другой и	1	2
332	в стихотворении	1	2
333	для его	1	2
334	и это	8	2
335	мы его	1	2
336	но по	1	2
337	это будет	2	2
338	в совершенно	6	2
339	и говорит	3	2
340	действия и	4	2
341	идет речь	3	2
342	и совершенно	4	2
343	и когда	9	2
344	и каждый	1	2
345	для этого	9	2
346	остановимся на	3	2
347	понять как	2	2
348	и что	23	2
349	который является	1	2
350	учения о	3	2
351	там же	1	2
352	в значительной	1	2
353	не раз	1	2
354	с его	2	2
355	тотчас же	1	2
356	есть тоже	1	2
357	но так	1	2
358	ни к	1	2
359	тот же	3	2
360	с ними	1	2
361	дело с	5	2
362	по этому	5	2
363	себя в	1	2
364	только на	4	2
365	эти и	1	2
366	заключается в	8	2
367	за ним	1	2
368	не сам	1	2
369	никто не	1	2
370	сами по	2	2
371	в конце	4	2
372	то время	1	2
373	в других	1	2
374	о которых	2	2
375	этих образов	1	2
376	в самом	14	2
377	не обязательно	1	2
378	как же	1	2
379	что иное	2	2
380	виде и	1	2
381	говорит о	4	2
382	все время	20	2
383	была бы	3	2
384	что перед	1	2
385	как именно	1	2
386	выступают в	1	2
387	представить себе	2	2
388	или по	1	2
389	редких случаях	1	2
390	здесь уже	1	2
391	общего с	1	2
392	поэтому не	1	2
393	понятие о	1	2
394	в романах	1	2
395	находятся в	3	2
396	том смысле	1	2
397	произведения искусства	2	2
398	от нас	2	2
399	это ясно	1	2
400	каждой из	1	2
401	мы только	2	2
402	том виде	1	2
403	еще более	1	2
404	будто бы	1	2
405	только что	4	2
406	хотели бы	1	2
407	в частности	4	2
408	не что	2	2
409	можно назвать	1	2
410	этого необходимо	2	1
411	только он	1	1
412	самых общих	1	1
413	как говорят	1	1
414	одним из	1	1
415	можно воспользоваться	1	1
416	связана с	1	1
417	своими собственными	2	1
418	силы и	1	1
419	ему что	1	1
420	тем же	3	1
421	к другому	2	1
422	смысл этого	3	1
423	и до	2	1
424	что эти	2	1
425	и такое	1	1
426	указав на	1	1
427	с с	1	1
428	что вся	1	1
429	если я	2	1
430	же как	2	1
431	при анализе	1	1
432	как единство	1	1
433	что между	2	1
434	что если	6	1
435	ясности и	1	1
436	случае это	1	1
437	вопрос о	3	1
438	вторая часть	1	1
439	мы и	1	1
440	так называемые	1	1
441	себе что	1	1
442	собою и	1	1
443	на них	1	1
444	и значит	1	1
445	тем как	1	1
446	или во	1	1
447	друг к	4	1
448	совсем не	2	1
449	и три	1	1
450	о смерти	5	1
451	мы будем	1	1
452	легко может	1	1
453	черты совершенно	1	1
454	с самой	1	1
455	только потому	1	1
456	не все	1	1
457	если в	1	1
458	отношение к	1	1
459	дело со	1	1
460	есть просто	1	1
461	значение имеет	1	1
