N	4gram	Bakhtin_Pr_5	Analitik
1	в то же время	10	6
2	бы то ни было	3	3
3	в той или иной	4	3
4	в том или ином	1	2
5	в том что он	1	2
6	но в то же	4	2
7	и к тому же	2	2
8	а в то же	1	2
9	одного и того же	1	2
10	одно и то же	3	1
11	одна и та же	2	1
12	и вместе с тем	1	1
13	или во всяком случае	1	1
14	в большей или меньшей	1	1
15	чего бы то ни	2	1
16	той или иной форме	2	1
17	но не может быть	1	1
18	он в то же	1	1
19	то же время он	1	1
20	большей или меньшей степени	1	1
21	во всей своей полноте	1	1
