N	2gram	Losev_Dial_3	Otkroven
1	у него	2	22
2	и в	24	19
3	но и	9	13
4	и не	27	13
5	в этом	8	12
6	не в	3	11
7	не только	23	11
8	может быть	13	11
9	а не	26	11
10	вопрос о	5	10
11	в нем	3	10
12	и все	6	10
13	в самой	1	9
14	прежде всего	8	9
15	не было	3	9
16	никогда не	7	9
17	потому что	7	9
18	он был	1	8
19	и он	2	8
20	он всегда	1	7
21	в его	2	7
22	он не	5	7
23	в глубине	1	7
24	нет ничего	9	7
25	но он	1	7
26	от него	1	7
27	как и	7	6
28	все это	6	6
29	до самого	1	5
30	в том	5	5
31	в самом	7	5
32	для него	4	5
33	а в	2	5
34	то что	14	5
35	с его	2	4
36	все в	1	4
37	все эти	3	4
38	что не	5	4
39	не может	19	4
40	т е	48	4
41	человек и	1	4
42	и его	5	4
43	всегда есть	5	4
44	что в	7	4
45	только и	2	4
46	нем нет	1	3
47	и есть	16	3
48	быть может	3	3
49	о том	6	3
50	еще не	2	3
51	к нему	3	3
52	было бы	5	3
53	того что	12	3
54	что он	13	3
55	и ее	3	3
56	в себе	2	3
57	о природе	1	3
58	и вот	2	3
59	не могут	4	3
60	для того	3	3
61	это было	3	3
62	это не	4	3
63	только одно	2	3
64	сердце в	1	3
65	никто не	2	3
66	могут быть	2	3
67	как бы	3	3
68	с ним	1	3
69	и от	3	3
70	в этих	1	3
71	хотя бы	4	3
72	в своих	2	3
73	все что	3	3
74	и с	6	2
75	из всего	1	2
76	те которые	1	2
77	и то	4	2
78	в ее	1	2
79	от самого	2	2
80	что у	2	2
81	умирает в	1	2
82	так и	5	2
83	его не	2	2
84	и о	3	2
85	по себе	20	2
86	сложнее и	1	2
87	их не	2	2
88	и на	3	2
89	природы и	2	2
90	что и	6	2
91	в истории	4	2
92	же можно	2	2
93	как к	1	2
94	россии в	1	2
95	в своем	3	2
96	и нет	7	2
97	все же	3	2
98	и к	5	2
99	в этот	1	2
100	и потому	2	2
101	и этим	3	2
102	в которой	1	2
103	учение о	8	2
104	так что	8	2
105	ничего и	2	2
106	что для	5	2
107	подходить с	1	2
108	одно из	5	2
109	же это	1	2
110	ведь это	2	2
111	много раз	1	2
112	так как	6	2
113	и никогда	1	2
114	этом мире	1	2
115	тем что	3	2
116	в других	1	2
117	даже и	7	2
118	момент в	1	2
119	его в	1	2
120	сказать что	4	2
121	и очень	1	2
122	чем в	1	2
123	личности и	5	2
124	должно быть	3	2
125	том что	8	2
126	что есть	4	2
127	для всякого	1	2
128	что же	11	2
129	свобода и	1	2
130	можно ли	5	2
131	с которой	2	2
132	ничего кроме	1	2
133	не имеет	11	2
134	и для	2	2
135	и бесконечно	1	2
136	самое главное	1	2
137	ничего не	17	2
138	тогда уже	2	2
139	всего и	3	2
140	природы в	1	2
141	и ни	3	2
142	к ней	1	2
143	ничто не	2	2
144	не есть	54	2
145	что все	14	2
146	свободы и	1	2
147	всего в	1	2
148	к этой	2	2
149	хотя и	5	2
150	ее в	2	2
151	все еще	2	2
152	но в	2	2
153	всегда в	1	1
154	и это	4	1
155	кто бы	1	1
156	отношения к	1	1
157	также и	2	1
158	например в	2	1
