N	2gram	Bakhtin_Fr_3	TeoriaLi
1	в мире	4	24
2	не только	13	18
3	в качестве	1	17
4	и не	13	16
5	а в	3	14
6	и в	40	13
7	в частности	3	13
8	то есть	18	12
9	так и	3	12
10	может быть	9	12
11	в этом	15	11
12	представляет собой	1	11
13	при этом	3	11
14	в том	8	11
15	но не	2	10
16	и его	17	10
17	а не	5	10
18	то же	7	9
19	в его	13	9
20	по отношению	3	8
21	такого рода	3	8
22	своего рода	2	8
23	но и	11	8
24	отношению к	2	8
25	что в	12	8
26	отличие от	3	7
27	в себе	3	7
28	том что	4	7
29	точки зрения	2	7
30	в отличие	3	7
31	в то	6	7
32	по своей	1	7
33	только в	3	7
34	как это	1	7
35	в данном	4	7
36	еще не	3	6
37	с его	3	6
38	но в	8	6
39	в первой	2	6
40	лишь в	2	6
41	же время	6	6
42	как бы	3	6
43	мы имеем	1	5
44	жизни как	1	5
45	данном случае	2	5
46	в своем	7	5
47	в самом	6	5
48	он не	9	5
49	как и	11	5
50	не в	1	5
51	тем самым	1	5
52	в нем	5	5
53	в ее	3	5
54	в пределах	1	5
55	или иной	2	5
56	а также	4	5
57	между тем	3	5
58	и одновременно	1	5
59	с другой	2	5
60	как в	3	5
61	между ними	3	5
62	по преимуществу	2	4
63	отношение к	8	4
64	то что	5	4
65	ни в	4	4
66	литературного произведения	1	4
67	в своей	6	4
68	в их	4	4
69	не менее	2	4
70	можно сказать	2	4
71	в форме	2	4
72	и ее	2	4
73	за пределами	1	4
74	но он	2	4
75	и т.п	10	4
76	мира и	1	4
77	в свою	1	4
78	не знает	1	4
79	сказать что	3	4
80	не может	3	4
81	например в	2	3
82	художественного произведения	1	3
83	в художественном	1	3
84	перед нами	1	3
85	и к	3	3
86	со своей	1	3
87	все эти	8	3
88	в нашем	4	3
89	в этой	3	3
90	он должен	1	3
91	и вот	2	3
92	и по	1	3
93	его в	1	3
94	и сам	2	3
95	в этих	6	3
96	в отношении	1	3
97	никогда не	1	3
98	как раз	5	3
99	потому что	2	3
100	той или	2	3
101	свою очередь	1	3
102	другой стороны	1	3
103	в произведении	1	3
104	так в	4	3
105	в другом	3	3
106	и что	1	3
107	того что	1	3
108	для него	5	3
109	слова в	2	3
110	на почве	1	3
111	причастности к	1	3
112	именно в	2	3
113	и др	7	3
114	нового времени	2	3
115	прежде всего	16	3
116	и потому	4	3
117	этого слова	2	3
118	мира в	1	3
119	таким образом	10	3
120	или в	1	3
121	в основе	5	3
122	ни к	1	3
123	речи и	1	3
124	отношения к	1	2
125	того же	2	2
126	и это	2	2
127	это и	2	2
128	тех или	1	2
129	принадлежит к	1	2
130	в целом	2	2
131	во мне	1	2
132	между собой	1	2
133	но как	2	2
134	способность к	1	2
135	у него	8	2
136	свою жизнь	1	2
137	что они	1	2
138	и как	3	2
139	говорит что	1	2
140	в которой	2	2
141	образом и	1	2
142	право на	1	2
143	свободы но	1	2
144	но на	1	2
145	к одному	1	2
146	в году	5	2
147	или иных	1	2
148	без исключения	1	2
149	одно и	1	2
150	здесь мы	2	2
151	могла бы	1	2
152	об этом	3	2
153	это не	2	2
