N	2gram	Bakhtin_Pr_3	slovoVRo
1	и в	53	41
2	в нем	10	30
3	то есть	48	26
4	в романе	1	21
5	могут быть	4	19
6	во всех	12	17
7	не только	4	16
8	и не	15	16
9	точки зрения	4	16
10	но и	7	16
11	а не	11	15
12	то же	6	14
13	и на	18	14
14	в то	5	14
15	и его	10	14
16	может быть	12	14
17	и др	14	14
18	не может	2	14
19	слова и	3	13
20	в сущности	10	13
21	в его	8	13
22	в этом	8	12
23	же время	5	12
24	как бы	14	12
25	так и	6	11
26	в большинстве	4	10
27	в той	2	10
28	слово в	2	10
29	все эти	9	9
30	таким образом	6	9
31	внутренняя диалогичность	1	9
32	той или	1	9
33	или иной	1	9
34	как в	7	8
35	но в	5	8
36	на его	3	8
37	с точки	2	8
38	романной прозы	2	8
39	как мы	5	8
40	в особенности	2	8
41	или в	1	8
42	прежде всего	15	8
43	отношение к	6	7
44	в слове	1	7
45	в своей	3	7
46	не в	2	7
47	вовсе не	3	7
48	с ним	2	7
49	всех его	1	7
50	они могут	1	7
51	все они	1	7
52	во всяком	1	7
53	того же	2	6
54	при этом	3	6
55	в плане	1	6
56	это не	6	6
57	в них	2	6
58	к своему	1	6
59	только в	4	6
60	большинстве случаев	4	6
61	и даже	2	6
62	по своим	1	6
63	а в	2	6
64	и к	5	5
65	в самом	2	5
66	он в	2	5
67	так сказать	5	5
68	с другими	3	5
69	далеко не	2	5
70	всяком случае	1	5
71	все это	8	5
72	в основе	5	5
73	как его	1	5
74	с другой	2	5
75	еще более	5	5
76	почти вовсе	4	5
77	ту же	1	4
78	одним из	3	4
79	в ней	7	4
80	меньшей степени	2	4
81	еще не	5	4
82	с его	2	4
83	за пределы	1	4
84	перед нами	5	4
85	и наконец	2	4
86	в которой	2	4
87	но именно	1	4
88	всех этих	1	4
89	не как	1	4
90	в каждом	4	4
91	связанных с	1	4
92	и с	6	4
93	на почве	1	4
94	как и	11	4
95	в их	2	4
96	в процессе	1	4
97	и для	4	4
98	с ее	1	4
99	жанра в	2	4
100	ничего не	6	4
101	о нем	1	4
102	все его	2	4
103	большей или	3	4
104	один из	6	4
105	рядом с	1	4
106	или меньшей	3	4
107	и все	10	4
108	там где	1	4
109	и потому	5	4
110	мы сказали	1	4
111	и формы	1	4
112	у стерна	1	4
113	и от	3	4
114	в смысле	2	4
115	кроме того	3	4
116	здесь в	10	4
117	быть и	2	4
118	другой стороны	1	4
119	также и	4	3
120	жизни поэтому	1	3
121	его же	1	3
122	почти всегда	3	3
123	в зависимости	2	3
124	единство и	1	3
125	зависимости от	2	3
126	в своем	1	3
127	более или	3	3
128	языка так	1	3
129	из этих	1	3
130	языка а	1	3
131	все слова	1	3
132	в себе	5	3
133	связанные с	3	3
134	и может	1	3
135	и почти	2	3
136	его в	2	3
137	было бы	5	3
138	лишь на	1	3
139	рассказчика и	1	3
140	он не	3	3
