N	3gram	Propp_Morf_1	Myshleni
1	в том что	3	21
2	с точки зрения	2	18
3	для того чтобы	2	10
4	с одной стороны	1	7
5	в высшей степени	1	7
6	в связи с	8	6
7	во всяком случае	2	6
8	не может быть	9	6
9	на то что	2	6
10	по отношению к	4	5
11	о том что	1	4
12	состоит в том	2	3
13	в собственном смысле	3	3
14	в данном случае	1	3
15	собственном смысле слова	3	3
16	мы не можем	1	3
17	в этом отношении	1	3
18	мы должны будем	1	2
19	более или менее	2	2
20	на самом деле	4	2
21	подобно тому как	5	2
22	является то что	1	2
23	не потому что	1	2
24	ли можно сомневаться	1	2
25	то что он	1	2
26	или во всяком	1	2
27	с логической неизбежностью	1	2
28	друг с другом	1	2
29	мы увидим что	1	2
30	заметим кстати что	1	1
31	друг к другу	2	1
32	мы видим не	1	1
33	сомневаться в том	1	1
34	между тем мы	1	1
35	другой вопрос не	1	1
36	что под этим	1	1
37	мы видим таким	1	1
38	существенным для этой	1	1
39	к другу и	2	1
40	о котором говорит	1	1
41	иметь в виду	1	1
42	но так как	1	1
43	это было бы	1	1
44	и по существу	1	1
45	какого бы то	1	1
46	и в некоторых	1	1
47	в частности мы	1	1
48	о том как	1	1
49	мы постараемся показать	1	1
50	ложится в основу	1	1
51	до сих пор	1	1
52	мы не будем	2	1
53	не входит в	1	1
54	друг на друга	2	1
55	бы то ни	3	1
56	то что в	2	1
57	вместо того чтобы	1	1
58	точно так же	1	1
59	на первом месте	1	1
60	лишь постольку поскольку	1	1
61	в том случае	1	1
62	в коем случае	1	1
63	который может быть	1	1
64	можно сравнить с	1	1
65	то это не	1	1
66	в таких случаях	2	1
67	следует за ней	1	1
68	то ни было	2	1
69	в этом нет	1	1
70	тесно связаны между	1	1
71	если мы не	3	1
72	не могут быть	2	1
73	приводит к тому	1	1
74	все более и	1	1
75	дело не в	2	1
76	перед нами в	1	1
77	не влияет на	1	1
78	не в количестве	2	1
79	с другой стороны	4	1
80	видим таким образом	1	1
81	ни в коем	1	1
82	есть функция а	1	1
83	том случае если	1	1
84	коем случае не	1	1
85	связи с этим	4	1
86	с самого начала	1	1
87	более и более	1	1
88	можно сказать что	1	1
89	мы имеем в	1	1
90	указанием на то	1	1
91	заметить что в	1	1
92	вовсе не необходимо	1	1
93	после того как	1	1
94	постольку поскольку это	1	1
95	том что такое	1	1
96	наряду с этим	3	1
97	с помощью этого	1	1
98	том что он	1	1
99	как и в	2	1
100	а затем уже	1	1
101	можно сомневаться в	1	1
