N	3gram	Bakhtin_sl_2	Psycholo
1	в том что	4	17
2	для того чтобы	2	13
3	с точки зрения	3	10
4	и т п	33	8
5	не может быть	15	8
6	на то что	1	6
7	до сих пор	2	5
8	в этом отношении	3	5
9	о том что	1	4
10	тем не менее	1	4
11	иметь дело с	2	3
12	приходится иметь дело	2	3
13	в отношении к	4	3
14	сами по себе	1	3
15	никогда не может	2	3
16	том что она	1	3
17	том что он	1	3
18	том что в	1	2
19	как и в	1	2
20	действующих лиц и	1	2
21	с другой стороны	1	2
22	что он не	1	2
23	того или иного	1	2
24	и т д	2	2
25	таким образом в	1	2
26	в то же	4	2
27	то же время	4	2
28	и не может	1	2
29	имеет дело с	1	2
30	все более и	1	2
31	во всяком случае	2	2
32	в свою очередь	2	2
33	более и более	1	2
34	в узком смысле	4	1
35	в чем же	1	1
36	с одной стороны	5	1
37	с самого начала	1	1
38	и как он	1	1
39	нужно сказать что	1	1
40	те или иные	1	1
41	смысл и значение	1	1
42	в романе в	3	1
43	самому своему существу	1	1
44	по себе а	1	1
45	жизни и в	1	1
46	прямо сказать что	2	1
47	тот факт что	2	1
48	вносит в нее	1	1
49	или такой же	1	1
50	и там где	3	1
51	и представить себе	1	1
52	мы увидим что	1	1
53	лишь тогда когда	2	1
54	на каждом шагу	2	1
55	этого факта и	1	1
56	не только не	1	1
57	оно не может	3	1
58	одной стороны оно	1	1
59	не менее чем	1	1
60	достаточно указать на	1	1
61	в отличие от	12	1
62	в другом случае	1	1
63	все зависит от	1	1
64	то прежде всего	1	1
65	но именно в	1	1
66	на которую она	1	1
67	может и не	1	1
68	в этом случае	6	1
69	то есть от	2	1
70	все это очень	2	1
71	и с ее	1	1
72	и в историческом	1	1
73	чужом языке и	1	1
74	и может быть	1	1
75	в основе его	2	1
76	в зависимости от	4	1
77	то все эти	1	1
78	и даже не	1	1
79	основе его лежит	1	1
80	то есть не	1	1
81	он не только	1	1
82	точки зрения и	1	1
83	более или менее	2	1
84	это очень важно	1	1
85	он никогда не	1	1
86	и в поэзии	1	1
87	не могут быть	2	1
88	в связи с	2	1
89	т п в	2	1
90	его на новый	1	1
91	к нему и	1	1
92	но и в	1	1
93	а не только	1	1
94	в нем так	1	1
95	по самому своему	1	1
96	в русском языке	1	1
97	каждом шагу в	1	1
98	сводится именно к	1	1
