N	2gram	Losev_Prob_3	FransuaR
1	и в	44	40
2	то есть	34	18
3	и его	5	17
4	прежде всего	3	16
5	в этом	17	15
6	мы уже	4	13
7	не только	14	13
8	в его	9	13
9	и не	35	13
10	вовсе не	37	12
11	что в	8	12
12	как и	10	11
13	но и	10	11
14	таким образом	9	10
15	как мы	8	10
16	он не	8	9
17	в них	1	9
18	может быть	28	9
19	и все	3	9
20	и до	2	8
21	той же	1	8
22	и на	1	8
23	все эти	7	8
24	и с	9	8
25	во время	1	8
26	в эпоху	1	8
27	в том	21	8
28	у него	1	8
29	но в	12	8
30	то же	13	7
31	в своем	5	7
32	он и	2	7
33	в виду	10	7
34	в ту	1	7
35	в одном	1	7
36	этот образ	1	7
37	во всех	2	6
38	в самом	3	6
39	в этих	2	6
40	в то	9	6
41	связи с	8	6
42	и других	1	6
43	мы еще	1	6
44	до конца	1	6
45	в той	3	6
46	он говорит	1	6
47	в своей	5	6
48	к этому	1	6
49	здесь и	3	5
50	в нем	9	5
51	со всеми	1	5
52	в основе	2	5
53	и для	2	5
54	начала и	1	5
55	в литературе	1	5
56	для него	3	5
57	то что	23	5
58	не было	5	5
59	а не	18	5
60	в связи	7	5
61	как раз	8	5
62	в своих	1	5
63	смысле слова	8	4
64	также и	16	4
65	жизни и	6	4
66	из всех	1	4
67	в ней	5	4
68	в истории	1	4
69	в нашем	5	4
70	было бы	8	4
71	с начала	1	4
72	ни в	8	4
73	и вы	1	4
74	том что	12	4
75	в их	2	4
76	даже в	1	4
77	того чтобы	1	4
78	у нас	10	4
79	мы встречаем	1	4
80	о том	6	4
81	и о	5	4
82	особенно в	1	4
83	и здесь	5	4
84	а также	4	4
85	и во	2	4
86	только на	5	4
87	из них	2	4
88	так как	9	4
89	и даже	14	4
90	до сих	2	4
91	здесь в	3	4
92	и потому	7	4
93	в данном	9	4
94	сих пор	2	4
95	все это	5	4
96	видно что	1	4
97	ни для	2	4
98	в заключение	3	4
99	и шире	1	3
100	самом деле	3	3
101	на самом	7	3
102	и есть	5	3
103	только для	1	3
104	отличие от	3	3
105	в этой	3	3
106	кроме того	3	3
107	и как	3	3
108	и к	6	3
109	в себе	8	3
110	но ведь	1	3
111	связанные с	1	3
112	при этом	4	3
113	всех этих	2	3
114	но дело	1	3
115	об этом	3	3
116	но именно	2	3
117	мы видели	2	3
118	в отличие	2	3
119	для этого	6	3
120	вплоть до	1	3
121	в таких	3	3
122	дело не	2	3
123	во всем	1	3
124	начиная с	1	3
125	но все	3	3
126	здесь не	8	3
127	в ее	4	3
128	можно было	4	3
129	если бы	3	3
130	в другом	2	3
131	другими словами	6	3
132	никак не	9	3
133	связь между	1	3
134	нуждается в	1	3
135	что и	9	3
136	во всей	3	3
137	в свете	1	3
138	и следовательно	2	3
139	еще не	5	3
140	только в	19	3
141	поэтому и	2	3
142	так и	10	3
143	же и	4	3
144	в начале	2	3
145	не так	3	3
146	мы находим	7	3
147	в конце	5	3
148	тем что	4	3
149	для того	1	3
150	связан с	1	3
151	сказать что	16	3
152	там где	1	3
153	жизнь в	3	3
154	для этой	1	3
155	в частности	2	3
156	не может	7	3
157	вместе с	2	3
158	как в	5	3
159	такого рода	6	3
160	во все	1	3
161	как бы	9	3
162	в более	1	3
163	и от	9	3
164	но это	8	3
165	а в	5	3
166	к этой	1	3
167	они не	1	3
168	одним из	1	2
169	например в	1	2
170	наших дней	1	2
171	того же	2	2
172	это и	7	2
173	тем же	2	2
174	и этот	1	2
175	мы не	7	2
176	перехода от	1	2
177	на тему	1	2
178	хотя бы	3	2
179	быть в	2	2
180	не был	2	2
181	но не	3	2
182	тут же	4	2
183	что он	9	2
184	все же	6	2
185	и той	1	2
186	имеет в	1	2
187	в этот	1	2
188	в которой	2	2
189	в целом	6	2
190	он в	2	2
191	из этих	1	2
192	в дальнейшем	1	2
193	говорят о	3	2
194	и если	6	2
195	к тем	1	2
196	на его	1	2
197	как он	1	2
198	в первой	1	2
199	не к	1	2
200	свидетельствует о	1	2
201	одной и	1	2
202	здесь мы	1	2
203	лишь в	1	2
204	это вовсе	4	2
205	далеко не	1	2
206	в один	1	2
207	точки зрения	5	2
208	в котором	2	2
209	представление о	1	2
210	в условиях	3	2
211	своего рода	1	2
212	но он	1	2
213	верх и	1	2
214	и очень	3	2
215	такие образы	1	2
216	не менее	10	2
217	как о	5	2
218	дело в	4	2
219	до того	1	2
220	и далее	1	2
221	представляется нам	1	2
222	во хмелю	1	2
223	и такие	3	2
224	той или	12	2
225	и это	9	2
226	момент в	1	2
227	данном случае	7	2
228	и сам	5	2
229	по сравнению	2	2
230	не исчерпывается	1	2
231	поэтому в	1	2
232	никакому сомнению	1	2
233	можно сказать	6	2
234	говорит об	1	2
235	образом в	1	2
236	с другой	7	2
237	нас в	4	2
238	язык и	1	2
239	в языке	1	2
240	это не	9	2
241	образов и	3	2
242	как нечто	9	2
243	который в	2	2
244	но как	4	2
245	и ее	3	2
246	больше чем	1	2
247	с нею	2	2
248	и у	2	2
249	уже в	3	2
250	и они	1	2
251	слова в	1	2
252	в нашей	2	2
253	как его	1	2
254	даже и	16	2
255	или иной	8	2
256	именно в	2	2
257	чем он	2	2
258	еще и	7	2
259	что для	3	2
260	о чем	2	2
261	находим и	1	2
262	с этим	2	2
263	ни от	4	2
264	сравнению с	2	2
265	это есть	3	2
266	образ и	3	2
267	есть и	2	2
268	этого слова	5	2
269	слова и	3	2
270	неразрывно связаны	1	2
271	какой бы	1	2
272	и сама	2	2
273	вовсе нет	1	2
274	потому что	25	2
275	хотя в	1	2
276	здесь только	7	2
277	гораздо больше	2	2
278	то понимание	1	2
279	одновременно и	1	2
280	из этого	3	2
281	и другие	3	2
282	это в	2	2
283	часто играют	1	1
284	отношения к	3	1
285	и т	13	1
286	художественного произведения	14	1
287	это делает	1	1
288	от самого	1	1
289	не хочет	1	1
290	почти всегда	2	1
291	которые очень	1	1
292	все те	1	1
293	собственном смысле	1	1
294	одним и	1	1
295	и литературы	1	1
296	есть не	5	1
297	мы имеем	2	1
298	мы говорили	2	1
299	почти все	1	1
300	есть нечто	8	1
301	который был	1	1
302	что иное	4	1
303	требует от	1	1
304	но чтобы	1	1
305	но даже	4	1
306	конечно и	1	1
307	мы ее	1	1
308	подчеркнуть что	1	1
309	и он	1	1
310	следовательно в	1	1
311	литературы и	2	1
312	всегда можно	1	1
313	между собой	1	1
314	иное как	4	1
315	бы то	4	1
316	этим не	2	1
317	дело вовсе	2	1
318	видели что	1	1
319	нос у	1	1
320	особенностями и	1	1
321	то он	2	1
322	теперь что	1	1
323	и всякий	1	1
324	не говорят	2	1
325	что они	5	1
326	относится к	1	1
327	во что	1	1
328	в художественном	3	1
329	такова же	1	1
330	перед нами	8	1
331	смысле этого	1	1
332	действительности только	1	1
333	когда он	2	1
334	образы являются	1	1
335	но несмотря	1	1
336	не являются	2	1
337	себе не	2	1
338	каждый такой	1	1
339	от этого	1	1
340	именно эта	1	1
341	и непосредственные	1	1
342	и изображает	1	1
343	бы и	1	1
344	что это	3	1
345	в тех	3	1
346	в известном	2	1
347	и тот	1	1
348	но его	1	1
349	во многих	1	1
350	и резко	1	1
351	но на	1	1
352	в наших	2	1
353	степени но	1	1
354	все они	2	1
355	вернуться к	2	1
356	оно было	1	1
357	художественном образе	2	1
358	не как	1	1
359	речи в	1	1
360	раз это	1	1
361	однако он	1	1
362	том чтобы	1	1
363	в первом	1	1
364	самый образ	1	1
365	подобно тому	1	1
366	что ни	1	1
367	и по	2	1
368	в образе	1	1
369	его именно	1	1
370	так например	1	1
371	или иных	4	1
372	такого же	2	1
373	это конечно	1	1
374	то ни	6	1
375	мы его	1	1
376	как они	1	1
377	извлеченная из	2	1
378	сторону мы	1	1
379	а как	2	1
380	его в	3	1
381	это было	2	1
382	заключается в	4	1
383	с другими	3	1
384	бы нам	1	1
385	более широком	1	1
386	и тем	9	1
387	своей основе	1	1
388	по всему	1	1
389	для них	2	1
390	произведение как	1	1
391	все равно	3	1
392	нашего исследования	2	1
393	как об	1	1
394	в контексте	2	1
395	с тем	5	1
396	несмотря на	1	1
397	есть он	2	1
398	значит не	1	1
399	художественной стороны	3	1
400	имеет никакой	1	1
401	этом в	1	1
402	имеют дело	1	1
403	остается в	1	1
404	со всей	1	1
405	на первый	4	1
406	этом случае	5	1
407	и при	2	1
408	образности и	4	1
409	нас не	5	1
410	в отношении	2	1
411	ли можно	2	1
412	первый план	2	1
413	и смерть	1	1
414	с точки	2	1
415	бы привести	1	1
416	бы к	3	1
417	к одному	1	1
418	имеется и	1	1
419	то его	1	1
420	мысли и	1	1
421	знаем что	1	1
422	от его	2	1
423	войне и	1	1
424	но эта	3	1
425	втором случае	1	1
426	образом и	2	1
427	не в	13	1
428	т ii	1	1
429	она в	1	1
430	явления действительности	1	1
431	и эти	1	1
432	и более	2	1
433	для нее	2	1
434	по себе	25	1
435	это особенно	1	1
436	случае мы	1	1
437	и вся	1	1
438	тому что	4	1
439	раз и	4	1
440	имели в	2	1
441	таких случаях	2	1
442	но они	1	1
443	он остается	1	1
444	тем самым	5	1
445	более значительное	1	1
446	мы пока	1	1
447	них не	1	1
448	имеет свое	1	1
449	с теми	2	1
450	и прочие	1	1
451	правда в	1	1
452	ничего не	3	1
453	и притом	4	1
454	на себе	3	1
455	не нуждается	1	1
456	героев и	1	1
457	мы все	1	1
458	о них	1	1
459	но только	6	1
460	только не	1	1
461	никогда не	6	1
462	а для	1	1
463	что их	2	1
464	очень мало	2	1
465	как она	2	1
466	все дело	2	1
467	и мире	1	1
468	именно этой	1	1
469	как будто	3	1
470	каждый раз	3	1
471	что на	1	1
472	этих образов	2	1
473	одно и	3	1
474	отличается от	4	1
475	что оно	2	1
476	бы он	1	1
477	и свое	1	1
478	и своя	1	1
479	всегда в	1	1
480	здесь еще	1	1
481	вещей в	1	1
482	образы и	3	1
483	нас от	1	1
484	и образ	2	1
485	есть ее	4	1
486	с каким	1	1
487	языка и	4	1
488	в собственном	1	1
489	они ни	1	1
490	но уж	1	1
491	только то	2	1
492	только более	1	1
493	реализм мы	1	1
494	говорили что	1	1
495	и самого	1	1
496	в пределах	1	1
497	и образа	1	1
498	нечто другое	1	1
499	на том	1	1
500	в анализе	1	1
501	произведения с	1	1
502	на нее	1	1
503	не с	1	1
504	но никак	3	1
505	том как	2	1
506	имеется в	4	1
507	жизнь и	2	1
508	мы в	4	1
509	понятно что	1	1
510	и вообще	8	1
511	где каждый	1	1
512	с ним	7	1
513	с полным	4	1
514	произведения как	1	1
515	и живой	1	1
516	внимание на	1	1
517	настоящее время	2	1
518	и что	7	1
519	произведение это	1	1
520	там же	1	1
521	все его	1	1
522	образы эти	1	1
523	является здесь	2	1
524	на отдельные	2	1
525	в отрыве	1	1
526	нем не	1	1
527	от них	1	1
528	она здесь	1	1
529	во втором	1	1
530	который и	1	1
531	отметить что	1	1
532	есть с	2	1
533	и только	6	1
534	разорваны и	1	1
535	что бы	1	1
536	всего этого	1	1
537	все время	1	1
538	бы вполне	1	1
539	и об	1	1
540	и она	1	1
541	в него	1	1
