N	2gram	Propp_Russ_1	FransuaR
1	и в	36	40
2	то есть	3	18
3	и его	1	17
4	в этом	12	15
5	мы уже	1	13
6	не только	22	13
7	в его	2	13
8	и не	6	13
9	что в	19	12
10	как и	10	11
11	но и	16	11
12	таким образом	6	10
13	как мы	10	10
14	он не	1	9
15	в них	6	9
16	может быть	8	9
17	и все	1	9
18	и до	2	8
19	и на	10	8
20	все эти	2	8
21	и с	2	8
22	во время	14	8
23	в том	17	8
24	у него	2	8
25	но в	2	8
26	то же	3	7
27	в своем	3	7
28	он и	1	7
29	в виду	1	7
30	до нас	1	7
31	в одном	3	7
32	и др	4	7
33	в духе	1	7
34	во всех	4	6
35	в этих	3	6
36	в то	1	6
37	связи с	4	6
38	и других	7	6
39	мы еще	1	6
40	до конца	2	6
41	в той	1	6
42	к этому	4	6
43	в году	2	5
44	в нем	2	5
45	в основе	1	5
46	и для	2	5
47	в особенности	2	5
48	те же	1	5
49	связаны с	3	5
50	мы видим	2	5
51	то что	6	5
52	не было	2	5
53	а не	2	5
54	в связи	4	5
55	на год	1	5
56	в своих	2	5
57	также и	1	4
58	жизни и	1	4
59	из всех	1	4
60	в ней	2	4
61	в истории	1	4
62	в нашем	2	4
63	было бы	1	4
64	ни в	1	4
65	том что	19	4
66	в их	4	4
67	в области	3	4
68	у нас	8	4
69	о том	8	4
70	и о	1	4
71	так в	4	4
72	и здесь	2	4
73	а также	3	4
74	и во	1	4
75	один из	8	4
76	только на	3	4
77	из них	8	4
78	так как	15	4
79	и потому	2	4
80	в данном	1	4
81	в основном	3	4
82	все это	6	4
83	видно что	6	4
84	в заключение	1	4
85	самом деле	1	3
86	на самом	2	3
87	в приведенном	1	3
88	только для	2	3
89	он был	2	3
90	с его	1	3
91	по отношению	1	3
92	отличие от	1	3
93	в этой	1	3
94	кроме того	1	3
95	и как	2	3
96	и наконец	1	3
97	и к	3	3
98	в себе	1	3
99	связанные с	3	3
100	при этом	6	3
101	всех этих	2	3
102	об этом	9	3
103	мы видели	1	3
104	в отличие	1	3
105	их в	3	3
106	для этого	2	3
107	вплоть до	4	3
108	дело не	1	3
109	одна из	4	3
110	они были	2	3
111	начиная с	3	3
112	но все	3	3
113	можно было	1	3
114	еще в	4	3
115	если бы	1	3
116	других местах	3	3
117	никак не	1	3
118	связь между	2	3
119	между тем	7	3
120	нуждается в	1	3
121	что и	7	3
122	во всей	1	3
123	в свете	2	3
124	и следовательно	1	3
125	еще не	4	3
126	только в	4	3
127	поэтому и	1	3
128	так и	7	3
129	в начале	1	3
130	одно из	5	3
131	не так	1	3
132	тем что	4	3
133	в других	11	3
134	сказать что	1	3
135	там где	2	3
136	жизнь в	1	3
137	в частности	2	3
138	не может	4	3
139	вместе с	10	3
140	с рождением	1	3
141	как в	5	3
142	как бы	5	3
143	и смерти	1	3
144	весь этот	1	3
145	в более	2	3
146	но это	4	3
147	а в	9	3
148	слово в	1	3
149	между ними	1	3
150	они не	1	3
151	как известно	2	2
152	например в	2	2
153	того же	1	2
154	переход от	2	2
155	тем же	1	2
156	из самых	1	2
157	по преимуществу	1	2
158	с в	4	2
159	включая и	1	2
160	мы не	6	2
